file_name,file_path,title,author,key,reason
ive got a river of life i42219,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive got a river of life i42219,I've Got a River of Life,,D,missing_author
ive got a river of living water i3286,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive got a river of living water i3286,I've got a river of living water,,C,missing_author
ive got my mind made up i64645,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive got my mind made up i64645,I've got my mind made up,,E,"missing_author,missing_chords"
ive got something that the world cant give i63956,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive got something that the world cant give i63956,I've got something that the world can't give,,A,"missing_author,missing_chords"
ive got the joy of the lord i64654,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive got the joy of the lord i64654,I've got the joy of the Lord,,,"missing_author,missing_chords"
ive gotta let you know that im so thankful i54990,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive gotta let you know that im so thankful i54990,Iʼve gotta let You know that Iʼm so thankful,Pavel Gerashchenko,,missing_chords
ive made up my mind no compromise i53489,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive made up my mind no compromise i53489,"I've made up my mind, no compromise",,,"missing_author,missing_chords"
ive witnessed it i110028,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ive witnessed it i110028,I've Witnessed It,"Bethel Music, Jenn Johnson",Bbm,missing_chords
jabulani africa i105657,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jabulani africa i105657,Jabulani Africa,,C,missing_author
je taime i64280,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\je taime i64280,Je t'aime,,G,"missing_author,missing_chords"
jehova jireh my provider is sufficient for me i64606,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jehova jireh my provider is sufficient for me i64606,Jehova Jireh my provider is sufficient for me,,,"missing_author,missing_chords"
jehovah i63978,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jehovah i63978,Jehovah,,C,missing_author
jeru jerusalem i87147,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jeru jerusalem i87147,Jeru- Jerusalem,Philip Moolman,Am,missing_chords
jesus at your name i12365,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus at your name i12365,Jesus At Your Name,Chris Bowater,,missing_chords
jesus bids us shine i7132,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus bids us shine i7132,Jesus bids us shine,,G,missing_author
jesus breaks every fetter i64367,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus breaks every fetter i64367,Jesus Breaks Every Fetter,,,"missing_author,missing_chords"
jesus came the heavens adoring i11145,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus came the heavens adoring i11145,"Jesus Came, the Heavens Adoring","from Geistreiches Gesangbuch Darmstadt, Thring, Godfrey (1823-1903)",D,missing_chords
jesus christ is lord i803,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ is lord i803,Jesus Christ Is Lord,Ramon Pink,,missing_chords
jesus christ is still the same i64563,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ is still the same i64563,Jesus Christ is still the same,,,"missing_author,missing_chords"
jesus christ is the lord of all i1591,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ is the lord of all i1591,+ Jesus Christ is the Lord of all,Charlie LeBlanc,,missing_chords
jesus christ is the lord of all i93145,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ is the lord of all i93145,Jesus Christ is the Lord of all,,,"missing_author,missing_chords"
jesus christ our blessed savior i11148,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ our blessed savior i11148,"Jesus Christ, Our Blessed Savior","from Klug's Geistliche Lieder, Wittenberg, 1533, Luther, Martin (1483-1546)",C,missing_chords
jesus christ our savior true i11148,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ our savior true i11148,Jesus Christ Our Savior True,"from Klug's Geistliche Lieder, Wittenberg, 1533, Luther, Martin (1483-1546)",C,missing_chords
jesus christ today is risen i11148,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ today is risen i11148,Jesus Christ Today is Risen,"from Klug's Geistliche Lieder, Wittenberg, 1533, Luther, Martin (1483-1546)",C,missing_chords
jesus christ who came to save i11148,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ who came to save i11148,Jesus Christ Who Came to Save,"from Klug's Geistliche Lieder, Wittenberg, 1533, Luther, Martin (1483-1546)",C,missing_chords
jesus christ you are my life i87560,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus christ you are my life i87560,"Jesus Christ, You Are My Life",Marco Frisina,,missing_chords
jesus gods righteousness revealed i1717,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus gods righteousness revealed i1717,Jesus God's righteousness revealed,Geoff Bullock,,missing_chords
jesus gotta hold of my life i108564,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus gotta hold of my life i108564,Jesus gotta hold of my life,,G,missing_author
jesus healer saviour i90,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus healer saviour i90,"Jesus, Healer, Saviour",,,"missing_author,missing_chords"
jesus hold me now i53539,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus hold me now i53539,Jesus Hold Me Now,,,"missing_author,missing_chords"
jesus hope of the nations i100,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus hope of the nations i100,Jesus Hope of the Nations,Brian Doerksen,,missing_chords
jesus i come i1501,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus i come i1501,"Jesus, I come",,,"missing_author,missing_chords"
jesus i love you i6295,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus i love you i6295,"Jesus, I Love You",Jude Del Hierro,,missing_chords
jesus in the morning i105331,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus in the morning i105331,Jesus in the morning,,,"missing_author,missing_chords"
jesus in thy dying woes i11150,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus in thy dying woes i11150,"Jesus, In Thy Dying Woes","Monk, William Henry (1823-1889), Pollock, Thomas Benson (1836-1896)",F,missing_chords
jesus is alive i97354,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus is alive i97354,Jesus Is Alive,,Cm,"missing_author,missing_chords"
jesus is lord jesus is king i87337,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus is lord jesus is king i87337,"Jesus is Lord, Jesus is King",,,"missing_author,missing_chords"
jesus is the answer i104451,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus is the answer i104451,Jesus is the answer,,,"missing_author,missing_chords"
jesus joy of mans desiring i11291,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus joy of mans desiring i11291,"Jesus, Joy of Man's Desiring","Schop, Johann (1590-1664), Janus, Martin (1620-1682)",G,missing_chords
jesus king of glory i11152,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus king of glory i11152,"Jesus, King of Glory","Haydn, Franz Joseph (1732-1809), Davison, W. Hope (1827-1894)",G,missing_chords
jesus lover of my soul i96,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus lover of my soul i96,"Jesus, Lover of My Soul",,Em,"missing_author,missing_chords"
jesus loves children hallelujah i91263,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus loves children hallelujah i91263,"Jesus loves children, hallelujah",,,"missing_author,missing_chords"
jesus loves me i48472,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus loves me i48472,Jesus Loves Me,Chris Tomlin,,missing_chords
jesus on the inside i64084,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus on the inside i64084,Jesus on the inside,,,"missing_author,missing_chords"
jesus paid it all i2311,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus paid it all i2311,Jesus Paid It All,,Bb,missing_author
jesus put this song into our hearts i857,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus put this song into our hearts i857,Jesus Put This Song Into Our Hearts,Graham Kendrick,,missing_chords
jesus redeemer i84,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus redeemer i84,Jesus Redeemer,,,"missing_author,missing_chords"
jesus remember me i88774,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus remember me i88774,"Jesus, remember me",Jacques Berthier,,missing_chords
jesus saves i6887,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus saves i6887,Jesus saves,,,"missing_author,missing_chords"
jesus shall reign i6717,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus shall reign i6717,Jesus Shall Reign,"Hatton, John (1710-1793), Watts, Isaac (1674-1748)",Eb,missing_chords
jesus shall take the highest honour i14,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus shall take the highest honour i14,Jesus Shall Take the Highest Honour,,,"missing_author,missing_chords"
jesus son of god i12476,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus son of god i12476,Jesus Son Of God,Chris Tomlin,,missing_chords
jesus sweet jesus in me i63966,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus sweet jesus in me i63966,Jesus sweet Jesus in me,,,"missing_author,missing_chords"
jesus tender shepherd hear me i11154,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus tender shepherd hear me i11154,"Jesus, Tender Shepherd, Hear Me","Stainer, John (1840-1901), Duncan, Mary Lundie (1814-1840)",F,missing_chords
jesus thank you feat brook hills music i54351,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus thank you feat brook hills music i54351,Jesus Thank You (feat. Brook Hills Music),,Em,"missing_author,missing_chords"
jesus the very thought of thee i105678,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus the very thought of thee i105678,Jesus The Very Thought Of Thee,,G,missing_author
jesus the very thought of thee i7053,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus the very thought of thee i7053,"Jesus, the very thought of Thee",,G,missing_author
jesus use me i64204,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus use me i64204,Jesus use me,,,"missing_author,missing_chords"
jesus we celebrate your victory i830,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus we celebrate your victory i830,"Jesus, We Celebrate Your Victory",John Gibson,,missing_chords
jesus we enthrone you i65,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus we enthrone you i65,Jesus We Enthrone You,"Don Moen, Paul Kyle",,missing_chords
jesus you are my salvation i104521,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus you are my salvation i104521,Jesus you are my salvation,,,"missing_author,missing_chords"
jesus your blood i48374,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus your blood i48374,"Jesus, Your Blood",Rivers & Robots,,missing_chords
jesus your mercy i106513,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus your mercy i106513,Jesus Your Mercy,,G,missing_author
jesus your name i12121,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus your name i12121,"Jesus, Your Name","Claire D Cloninger, Morris Chapman",,missing_chords
jesus youre my firm foundation i92331,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus youre my firm foundation i92331,Jesus you're my firm foundation,"Jamie Harvill, Nancy Gordon",,missing_chords
jesus youre the sweetest name of all i6320,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus youre the sweetest name of all i6320,"Jesus, You're the Sweetest Name of All",Tom Coomes,,missing_chords
jingle bells i55330,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jingle bells i55330,Jingle Bells,James Lord Pierpont,,missing_chords
joining our hands i87878,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joining our hands i87878,Joining Our Hands,David Graham,,missing_chords
joshua fought the battle i64632,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joshua fought the battle i64632,Joshua fought the battle,,Dm,"missing_author,missing_chords"
joy i98848,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joy i98848,Joy,Planetshakers,,missing_chords
joy is the flag i97386,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joy is the flag i97386,Joy is The flag,,,"missing_author,missing_chords"
joy of my desire i87822,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joy of my desire i87822,Joy of My Desire,Randy Rothwell,,missing_chords
joy of the lord is my strength i101637,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joy of the lord is my strength i101637,Joy of the lord is my strength,,A,missing_author
joy of the lord spontaneous i46908,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joy of the lord spontaneous i46908,Joy Of The Lord (Spontaneous),Bethel Music,,missing_chords
joyful joyful we adore thee i11157,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joyful joyful we adore thee i11157,"Joyful, Joyful, We Adore Thee","van Dyke, Henry Jackson (1852-1933), Hodges, Edward (1796-1867), van Beethoven, Ludwig (1770-1827)",D,missing_chords
jude song i42254,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jude song i42254,Jude Song,,,"missing_author,missing_chords"
just as i am i107926,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\just as i am i107926,Just as I am,,D,missing_author
just beyond the veil i64072,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\just beyond the veil i64072,Just beyond the Veil,,D,"missing_author,missing_chords"
just thinking what hes done for me i104525,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\just thinking what hes done for me i104525,Just thinking what He´s done for me,,,"missing_author,missing_chords"
justified i64121,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\justified i64121,Justified,,,"missing_author,missing_chords"
kadosh i9632,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kadosh i9632,Kadosh,Elisheva Shomron,Am,missing_chords
keep your tongue from evil i97320,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\keep your tongue from evil i97320,Keep Your Tongue From Evil,Steve Green,,missing_chords
khalas i1927,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\khalas i1927,Khalas,Evan Rogers,,missing_chords
king of glory i53646,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of glory i53646,King Of Glory,,,"missing_author,missing_chords"
king of kings and lord of lords i1555,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of kings and lord of lords i1555,King of kings and Lord of lords,"Naomi Batya, Sophie Conty",Em,missing_chords
king of love i109001,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of love i109001,King of Love,,Dm,"missing_author,missing_chords"
king of my heart i104048,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of my heart i104048,King of My Heart,,G,missing_author
king of the world i54484,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of the world i54484,King of The World,,,"missing_author,missing_chords"
kruin battle belongs i103061,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kruin battle belongs i103061,Kruin Battle belongs,,G,missing_author
kruin come now is the time to worship i93484,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kruin come now is the time to worship i93484,Kruin: Come Now is the time to worship,,C,missing_author
kruin god be with you i90900,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kruin god be with you i90900,Kruin: God be with you,,G,missing_author
kruin god you are i103703,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kruin god you are i103703,"Kruin: God, You are",,A,missing_author
kum ba yah i42263,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kum ba yah i42263,Kum Ba Yah,,C,missing_author
kumbaya i101472,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kumbaya i101472,Kumbaya,,,"missing_author,missing_chords"
lamp of our feet i11158,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lamp of our feet i11158,Lamp of Our Feet,"Dykes, John Bacchus (1823-1876), Barton, Bernard (1784-1849)",G,missing_chords
laudato sii i87594,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\laudato sii i87594,Laudato Sii,"St. Francis of Assisi, Traditional, Michael Irwin, Damian Lundy",,missing_chords
lead me lord i64087,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lead me lord i64087,Lead me Lord,,C,missing_author
lean harder still i42267,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lean harder still i42267,Lean Harder Still,,,"missing_author,missing_chords"
lean on me i42268,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lean on me i42268,Lean on Me,,,"missing_author,missing_chords"
learning to lean i64079,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\learning to lean i64079,Learning to lean,,,"missing_author,missing_chords"
leave it there i1525,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\leave it there i1525,Leave it there,,,"missing_author,missing_chords"
lechu neranena ladonai i98106,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lechu neranena ladonai i98106,Lechu Neranena L'Adonai,Jamie Hilsden,,missing_chords
led like a lamb to the slaughter i1486,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\led like a lamb to the slaughter i1486,Led like a lamb to the slaughter,,F,missing_author
let children hear the mighty deeds i11160,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let children hear the mighty deeds i11160,Let Children Hear The Mighty Deeds,"Summers, James Lea (1837-1881), Watts, Isaac (1674-1748)",A,missing_chords
let creation sing i108985,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let creation sing i108985,Let Creation Sing,,D,missing_author
let god arise i1667,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let god arise i1667,Let God arise,John Sellers,,missing_chords
let god arise i42272,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let god arise i42272,Let God Arise,"Jesse Reeves, Ed Cash, Chris Tomlin",,missing_chords
let god arise i64633,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let god arise i64633,Let God arise,,Am,"missing_author,missing_chords"
let it rain i40608,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let it rain i40608,Let it rain,"Michael W. Smith, Michael Farron",Em,missing_chords
let me nov wander i48643,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let me nov wander i48643,Let Me nov Wander,Jonathan Ogden,,missing_chords
let others see jesus in you i93160,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let others see jesus in you i93160,Let others see Jesus in you,B.B. McKinney,,missing_chords
let our gladness have no end i11161,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let our gladness have no end i11161,Let Our Gladness Have No End,"Bohemian, Zavorka, Tobias",G,missing_chords
let praises rise i100794,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let praises rise i100794,Let Praises Rise,ORU Live Worship,Em,missing_chords
let the celebration begin i98848,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the celebration begin i98848,Let the celebration begin,Planetshakers,,missing_chords
let the heavens open i110600,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the heavens open i110600,Let The Heavens Open,"Kari Jobe, Cody Carnes",,missing_chords
let the living water flow i64413,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the living water flow i64413,Let the Living Water Flow,,,"missing_author,missing_chords"
let the lower lights be burning i76361,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the lower lights be burning i76361,Let the Lower Lights Be Burning,Philip Paul Bliss,,missing_chords
let the nations be glad i1753,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the nations be glad i1753,Let the Nations Be Glad,,,"missing_author,missing_chords"
let the weight of your glory fall i90712,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the weight of your glory fall i90712,Let the weight of Your Glory fall,Paul Wilbur,Am,missing_chords
let the worshippers arise i64541,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the worshippers arise i64541,Let the worshippers arise,,G,missing_author
let there be joy i21,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let there be joy i21,Let There Be Joy,,D,missing_author
let there be love i1536,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let there be love i1536,Let There Be Love,Dave Bilbrough,,missing_chords
let us adore i51179,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let us adore i51179,Let us adore,Julius Chajes,,missing_chords
let us adore i98960,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let us adore i98960,Let Us Adore,,,"missing_author,missing_chords"
let us exalt his name i51704,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let us exalt his name i51704,Let us exalt His name,Stuart Dauermann,,missing_chords
let us shine for you i96513,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let us shine for you i96513,Let us shine for you,Hillsong Worship,,missing_chords
let us sing unto the lord i98106,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let us sing unto the lord i98106,Let us sing unto the LORD,Jamie Hilsden,,missing_chords
let your glory fall i103,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your glory fall i103,Let your glory fall,,G,missing_author
let your glory fall i55308,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your glory fall i55308,Let Your Glory Fall,,,"missing_author,missing_chords"
let your glory fill this house i99032,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your glory fill this house i99032,Let Your Glory Fill This House,,,"missing_author,missing_chords"
let your kingdom come feat chris jackson i54771,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your kingdom come feat chris jackson i54771,Let Your Kingdom Come (feat. Chris Jackson),,,"missing_author,missing_chords"
let your living water i1637,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your living water i1637,Let your living water,,,"missing_author,missing_chords"
let your mercy rain i42277,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your mercy rain i42277,Let Your Mercy Rain,"Chris Tomlin, Ed Cash, Jesse Reeves",,missing_chords
let your spirit come fall upon me now i29134,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your spirit come fall upon me now i29134,Let Your Spirit come fall Upon me now,,,"missing_author,missing_chords"
let your word be born i64608,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let your word be born i64608,Let Your Word Be Born,,C,missing_author
lets talk about jesus i63936,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lets talk about jesus i63936,Let's talk about Jesus,,E,missing_author
lettered love i48157,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lettered love i48157,Lettered Love,Hillsong Worship,,missing_chords
life i47571,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\life i47571,Life,Hillsong United,,missing_chords
life is good i42280,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\life is good i42280,Life Is Good,,E,missing_author
lift high the banners of love i89720,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lift high the banners of love i89720,Lift High The Banners Of Love,Richard Gillard,Am,missing_chords
lift high the name of jesus i107976,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lift high the name of jesus i107976,Lift high the name of Jesus,"Fionan Debarra, Keith Getty, Edmond Martin Cash, Kristyn Getty",,missing_chords
lift me higher i64324,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lift me higher i64324,Lift me higher,,,"missing_author,missing_chords"
lift up your hands when you cant i48465,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lift up your hands when you cant i48465,Lift Up Your Hands (When You Can't),Mark Schultz,,missing_chords
lift up your heads i1686,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lift up your heads i1686,Lift up your heads,Graham Kendrick,,missing_chords
lifted me high again i108781,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lifted me high again i108781,Lifted me high again,,F,missing_author
light of the world i48948,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\light of the world i48948,Light Of The World,Planetshakers,,missing_chords
light surrounding you i75721,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\light surrounding you i75721,Light Surrounding You,Evermore,,missing_chords
light up the sky i108990,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\light up the sky i108990,Light Up the Sky,The afters,Bm,missing_chords
light will dawn i48379,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\light will dawn i48379,Light Will Dawn,Rivers & Robots,,missing_chords
like a fire i87126,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\like a fire i87126,Like a fire,Planetshakers,,missing_chords
like the woman i88170,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\like the woman i88170,Like The Woman,Stacey Swalley,,missing_chords
limitless i54642,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\limitless i54642,Limitless,,,"missing_author,missing_chords"
lion and the lamb i92325,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lion and the lamb i92325,Lion and The Lamb,New wine,,missing_chords
lion i103899,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lion i103899,Lion,,,"missing_author,missing_chords"
lion of judah i109115,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lion of judah i109115,Lion of Judah,,,"missing_author,missing_chords"
listen closely o my heart i3832,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\listen closely o my heart i3832,"Listen Closely, O My Heart",Turgay Üçal,,missing_chords
little brown church in the wildwood i7650,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\little brown church in the wildwood i7650,Little brown church in the wildwood,,,"missing_author,missing_chords"
little is much when god is in it i64188,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\little is much when god is in it i64188,Little is much when God is in it,,,"missing_author,missing_chords"
