file_name,file_path,title,author,key,reason
for the lord is good i98380,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for the lord is good i98380,For the Lord is Good,,E,missing_author
for the things that you have done for us i64039,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for the things that you have done for us i64039,For the things that you have done for us,,C,"missing_author,missing_chords"
for this cause i75960,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for this cause i75960,For This Cause,Joel Houston,,missing_chords
for this purpose i1594,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for this purpose i1594,For this purpose,Graham Kendrick,Am,missing_chords
for you alone i107978,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for you alone i107978,For You Alone,,G,missing_author
for you are my god i87944,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for you are my god i87944,For You Are My God,John B. Foley S.J.,,missing_chords
for your name is holy i53627,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\for your name is holy i53627,For Your name is Holy,Paul Wilbur,Em,missing_chords
forever grateful i1631,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\forever grateful i1631,Forever Grateful,Mark Altrogge,,missing_chords
forever i108611,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\forever i108611,Forever,,A,missing_author
forever in eternity i1721,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\forever in eternity i1721,Forever in eternity,Brian Doerksen,,missing_chords
forever we will sing i97349,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\forever we will sing i97349,Forever We Will Sing,,G,missing_author
forever yours i48466,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\forever yours i48466,Forever Yours,Martin Smith,G,missing_chords
forgive me lord that i do not walk on waters i54819,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\forgive me lord that i do not walk on waters i54819,"Forgive me, Lord, that I do not walk on waters",,,"missing_author,missing_chords"
four and twenty elders i98424,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\four and twenty elders i98424,Four and twenty Elders,,,"missing_author,missing_chords"
fourth man in the fire i64320,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\fourth man in the fire i64320,Fourth man in the fire,Ryan Hayes,,missing_chords
fragrance to fire i105148,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\fragrance to fire i105148,Fragrance to Fire,,,"missing_author,missing_chords"
free i96501,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\free i96501,Free,Hillsong Worship,,missing_chords
freedom feat kim walkersmith i48391,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\freedom feat kim walkersmith i48391,Freedom (feat. Kim Walker-Smith),Jesus Culture,Em,missing_chords
fresh fire i105982,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\fresh fire i105982,Fresh fire,,G,missing_author
from ashes to beauty i2338,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\from ashes to beauty i2338,From Ashes to Beauty,,D,missing_author
from depths of woe i cry to thee i11222,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\from depths of woe i cry to thee i11222,From Depths of Woe I Cry to Thee,"Luther, Martin (1483-1546)",C,missing_chords
from heaven you came i863,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\from heaven you came i863,From Heaven You Came,Graham Kendrick,Am,missing_chords
from the rising of the sun i25557,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\from the rising of the sun i25557,From the rising of the sun,Paul Deming,,missing_chords
furious i46905,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\furious i46905,Furious,Bethel Music,,missing_chords
future marches in i47554,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\future marches in i47554,Future Marches In,Hillsong United,,missing_chords
gabriella song i92632,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gabriella song i92632,Gabriella Song,,A,missing_author
garments of praise i96481,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\garments of praise i96481,Garments of Praise,,,"missing_author,missing_chords"
give me faith i54473,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\give me faith i54473,Give Me Faith,,,"missing_author,missing_chords"
give me jesus i46903,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\give me jesus i46903,Give me Jesus,Bethel Music,,missing_chords
give me oil in my lamp i92387,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\give me oil in my lamp i92387,Give me oil in my lamp,,C,missing_author
glimmer in the dust i47567,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glimmer in the dust i47567,Glimmer In The Dust,Hillsong United,,missing_chords
gloria i55091,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gloria i55091,Gloria,,,"missing_author,missing_chords"
glorify thy name in all the earth i12641,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glorify thy name in all the earth i12641,Glorify Thy Name in all the Earth,,,"missing_author,missing_chords"
glorify your name i62745,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glorify your name i62745,GLORIFY YOUR NAME,"Miel San marcos, Walfred Cabrera",,missing_chords
glorious day feat kristian stanfill i54472,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glorious day feat kristian stanfill i54472,Glorious Day (feat. Kristian Stanfill),,,"missing_author,missing_chords"
glorious i2631,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glorious i2631,Glorious,"Chris Tomlin, Jesse Reeves",,missing_chords
glorious i55311,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glorious i55311,Glorious,,,"missing_author,missing_chords"
glory glory hallelujah i64208,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glory glory hallelujah i64208,Glory Glory Hallelujah,,,"missing_author,missing_chords"
glory i47301,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glory i47301,Glory,Gungor,,missing_chords
glory in the highest i5215,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glory in the highest i5215,Glory in the Highest,"Chris Tomlin, Daniel Carson, Ed Cash, Jesse Reeves, Matt Redman",,missing_chords
glory to glory i54917,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glory to glory i54917,Glory to Glory,Lauren K. Evans / William Irvin Matthews / Richard Oscar Seibold,,missing_chords
glory to his name i64360,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glory to his name i64360,Glory To His Name,,,"missing_author,missing_chords"
glory to the lamb i108980,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\glory to the lamb i108980,Glory to the Lamb,,,"missing_author,missing_chords"
go ahead i108588,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\go ahead i108588,Go ahead,Ron Kenoly,Fm,missing_chords
go light your world i55246,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\go light your world i55246,Go light your world,,,"missing_author,missing_chords"
go to dark gethsemane i11109,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\go to dark gethsemane i11109,Go To Dark Gethsemane,"Redhead, Richard (1820-1901), Montgomery, James (1771-1854)",Eb,missing_chords
god be with you till we meet again i7230,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god be with you till we meet again i7230,"God be with you, till we meet again","Jeremiah Eames Rankin, William Gould Tomer",,missing_chords
god be with you till we meet again i90900,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god be with you till we meet again i90900,"God be with you, till we meet again",,G,missing_author
god can do it again i76226,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god can do it again i76226,God can do it again,,,"missing_author,missing_chords"
god gave me a song i64428,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god gave me a song i64428,God gave me a song,,,"missing_author,missing_chords"
god has exalted jesus i24,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god has exalted jesus i24,God has Exalted Jesus,,,"missing_author,missing_chords"
god has spoken to his people i1535,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god has spoken to his people i1535,God has spoken to His people,,,"missing_author,missing_chords"
god he reigns with all i need is you i105928,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god he reigns with all i need is you i105928,God He Reigns with All I Need Is You,Hillsong,,missing_chords
god i look to you i3291,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god i look to you i3291,God I Look to You,,A,missing_author
god is forgiveness i88120,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is forgiveness i88120,God Is Forgiveness,,,"missing_author,missing_chords"
god is god i42127,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is god i42127,God Is God,Steven Curtis Chapman,C#m,missing_chords
god is good all the time i61650,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is good all the time i61650,God is good all the time,,G,missing_author
god is good all the time i97299,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is good all the time i97299,God is Good All The Time,"Paul Overstreet, Don Moen",,missing_chords
god is good i823,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is good i823,God is Good,Graham Kendrick,,missing_chords
god is on the move i54419,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is on the move i54419,God is on the move,,,"missing_author,missing_chords"
god is our father i98057,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is our father i98057,God is our Father,Tash aka,,missing_chords
god is so good i138,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god is so good i138,God Is so Good,,C,missing_author
god made the mountains i63324,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god made the mountains i63324,God made the mountains,,,"missing_author,missing_chords"
god of glory i108586,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god of glory i108586,God of glory,,,"missing_author,missing_chords"
god of revival i101690,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god of revival i101690,God of Revival,,,"missing_author,missing_chords"
god rest you merry gentlemen i1715,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god rest you merry gentlemen i1715,"God rest you merry, gentlemen",,,"missing_author,missing_chords"
god so loved i99028,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god so loved i99028,God so loved,,Bb,missing_author
god that madest earth and heaven i11105,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god that madest earth and heaven i11105,"God, That Madest Earth and Heaven","Welsh, Heber, Reginald (1783-1826), Mercer, William (1811-1873), Whately, Richard (1787-1863)",G,missing_chords
god the father be our stay i11106,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god the father be our stay i11106,God the Father Be Our Stay,"from Walter's Geistliche Gesangbüchlein, 1524, Luther, Martin (1483-1546)",D,missing_chords
god the father with us be i11106,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god the father with us be i11106,God the Father With Us Be,"from Walter's Geistliche Gesangbüchlein, 1524, Luther, Martin (1483-1546)",D,missing_chords
god the father with us stay i11106,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god the father with us stay i11106,God the Father With Us Stay,"from Walter's Geistliche Gesangbüchlein, 1524, Luther, Martin (1483-1546)",D,missing_chords
god who made the earth and heaven i11105,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god who made the earth and heaven i11105,"God, Who Made the Earth and Heaven","Welsh, Heber, Reginald (1783-1826), Mercer, William (1811-1873), Whately, Richard (1787-1863)",G,missing_chords
god who made the universe i1944,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god who made the universe i1944,God who made the universe,,E,missing_author
god who madest earth and heaven i11105,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god who madest earth and heaven i11105,"God, Who Madest Earth and Heaven","Welsh, Heber, Reginald (1783-1826), Mercer, William (1811-1873), Whately, Richard (1787-1863)",G,missing_chords
god will take care of you i11108,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god will take care of you i11108,God Will Take Care of You,"Martin, Walter Stillman (1862-1935), Martin, Civilla Durfee (1866-1948)",Bb,missing_chords
god with us i46647,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god with us i46647,God with Us,Jesus Culture,G#m,missing_chords
god youre so good i92873,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\god youre so good i92873,"God, you're so good",,G,missing_author
gods love is big i1944,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gods love is big i1944,God's love is big,,E,missing_author
gods love is so wonderful i63326,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gods love is so wonderful i63326,God's Love is so Wonderful,,,"missing_author,missing_chords"
gods not dead he is alive i64639,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gods not dead he is alive i64639,"God's not dead, He is alive",,C,"missing_author,missing_chords"
gods not dead i53278,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gods not dead i53278,God´s Not Dead,,,"missing_author,missing_chords"
going up yonder i64411,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\going up yonder i64411,Going Up Yonder,,,"missing_author,missing_chords"
golden love i105791,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\golden love i105791,Golden Love,Yakubu Jeremond,,missing_chords
gonna be allright i95108,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gonna be allright i95108,Gonna be Allright,Hillsong,,missing_chords
good grace i55259,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\good grace i55259,Good Grace,,,"missing_author,missing_chords"
good news this lord i6390,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\good news this lord i6390,Good News This Lord,Salvador,,missing_chords
good to me i108993,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\good to me i108993,GOOD TO ME,,G,missing_author
gospel train i100798,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gospel train i100798,Gospel train,,,"missing_author,missing_chords"
grace alone i105154,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\grace alone i105154,Grace Alone,,Gm,"missing_author,missing_chords"
grace alone i48618,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\grace alone i48618,Grace Alone,Dustin Kensrue,,missing_chords
gracious father i87684,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gracious father i87684,Gracious Father,Jimmy Owens,,missing_chords
gracious tempest i46780,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gracious tempest i46780,Gracious Tempest,Hillsong Young & Free,C#m,missing_chords
grant peace in mercy lord we pray i11138,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\grant peace in mercy lord we pray i11138,"Grant Peace in Mercy, Lord, We Pray","Luther, Martin (1483-1546), Latin, Luther, Martin (1483-1546)",F,missing_chords
grant peace we pray in mercy lord i11138,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\grant peace we pray in mercy lord i11138,"Grant Peace, We Pray, in Mercy, Lord","Luther, Martin (1483-1546), Latin, Luther, Martin (1483-1546)",F,missing_chords
gravity i48591,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\gravity i48591,Gravity,Brian Johnson & Jenn Johnson,,missing_chords
great and marvellous are your works i104620,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great and marvellous are your works i104620,Great and marvellous are Your works,Valeriy Korop,,missing_chords
great and mighty god i1684,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great and mighty god i1684,Great and mighty God,,G,missing_author
great and mighty i97848,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great and mighty i97848,Great and Mighty,,,"missing_author,missing_chords"
great and wonderful i1596,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great and wonderful i1596,Great and wonderful,,,"missing_author,missing_chords"
great is the darkness that covers the earth i801,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great is the darkness that covers the earth i801,Great Is the Darkness That Covers the Earth,,G,missing_author
great is the father i1894,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great is the father i1894,Great is the Father,,G,missing_author
great is the lord i1894,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great is the lord i1894,Great is the Lord,,G,missing_author
great is the lord i7853,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\great is the lord i7853,Great is the Lord,Robert Ewing,,missing_chords
greater i48468,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\greater i48468,Greater,Chris Tomlin,,missing_chords
greater is the one i101560,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\greater is the one i101560,Greater is the One,Chris Brown,,missing_chords
greatest of these i47568,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\greatest of these i47568,Greatest Of These,Hillsong United,,missing_chords
greatly blessed i64500,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\greatly blessed i64500,Greatly blessed,,,"missing_author,missing_chords"
greetings to you i106838,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\greetings to you i106838,GREETINGS TO YOU,,,"missing_author,missing_chords"
ha la la la i64658,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ha la la la i64658,Ha La La La,,,"missing_author,missing_chords"
had it not been i64139,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\had it not been i64139,Had It Not Been,,,"missing_author,missing_chords"
hail jesus youre my king i5200,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hail jesus youre my king i5200,Hail Jesus You're My King,Joseph Vogels,E,missing_chords
hallelu et adonai i97314,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hallelu et adonai i97314,Hallelu Et Adonai,Rachel Boskey,,missing_chords
hallelu hallelu hallelu hallelujah i91258,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hallelu hallelu hallelu hallelujah i91258,Hallelu! Hallelu! Hallelu! Hallelujah!,,,"missing_author,missing_chords"
hallelujah chorus handel i76030,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hallelujah chorus handel i76030,Hallelujah Chorus - Handel,G.F Handel,,missing_chords
hallelujah here below i54996,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hallelujah here below i54996,Hallelujah Here Below,,Bm,"missing_author,missing_chords"
hallelujah i97653,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hallelujah i97653,Hallelujah,Jerry Sinclair,,missing_chords
hallelujah i98028,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hallelujah i98028,Hallelujah,Neal Morse,,missing_chords
hark hark my soul i11112,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hark hark my soul i11112,"Hark, Hark, My Soul!","Sibelius, Jean (1865-1957), Faber, Frederick William (1814-1863)",F,missing_chords
he brought me to his banqueting table i40,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he brought me to his banqueting table i40,He Brought Me to His Banqueting Table,Kevin Prosch,,missing_chords
he careth for you i63942,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he careth for you i63942,He careth for you,,G,"missing_author,missing_chords"
he died for you i64410,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he died for you i64410,He died for you,,,"missing_author,missing_chords"
he erased it i53127,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he erased it i53127,He Erased It,,,"missing_author,missing_chords"
he is alive and well i63939,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is alive and well i63939,He is alive and well,,G,"missing_author,missing_chords"
he is alive i1497,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is alive i1497,He is alive,,Am,"missing_author,missing_chords"
he is all i need i64314,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is all i need i64314,He is all I need,,G,"missing_author,missing_chords"
he is jehova the god that healeth thee i76265,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is jehova the god that healeth thee i76265,He is Jehova the God that healeth thee,,Em,"missing_author,missing_chords"
he is my everything i100772,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is my everything i100772,He is my everything,,,"missing_author,missing_chords"
he is our peace i64074,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is our peace i64074,He is our peace,,,"missing_author,missing_chords"
he is risen i105992,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he is risen i105992,he is risen,,,"missing_author,missing_chords"
he knows my name i64282,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he knows my name i64282,He knows my name,,D,missing_author
he knows my name i64401,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he knows my name i64401,He knows my name,,Bb,missing_author
he loves you i64620,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he loves you i64620,He loves you,,G,missing_author
he never sleeps i98642,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he never sleeps i98642,He Never Sleeps,,,"missing_author,missing_chords"
he poured in the oil and the wine i108566,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he poured in the oil and the wine i108566,He Poured In the Oil and the Wine,,D,missing_author
he shall reign forevermore i54482,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he shall reign forevermore i54482,He Shall Reign Forevermore,,Em,"missing_author,missing_chords"
he shall reign i75950,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he shall reign i75950,He Shall Reign,,,"missing_author,missing_chords"
he touched me i64012,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he touched me i64012,He Touched Me,,,"missing_author,missing_chords"
he wasnt looking at me i63953,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he wasnt looking at me i63953,He wasn't looking at me,,D,"missing_author,missing_chords"
he will carry you i92672,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he will carry you i92672,He Will Carry You,Scott Wesley Brown,,missing_chords
he will hold me fast i89732,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\he will hold me fast i89732,He Will Hold Me Fast,,G,missing_author
heal me oh lord i64542,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heal me oh lord i64542,Heal me Oh Lord,,,"missing_author,missing_chords"
heal our land i12369,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heal our land i12369,Heal Our Land,,,"missing_author,missing_chords"
heal our land i89919,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heal our land i89919,Heal our Land,"Robin Brooks, Tom Brooks",,missing_chords
healer of the broken pieces i64432,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\healer of the broken pieces i64432,Healer of the broken pieces,,G,missing_author
healing in the hands i48464,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\healing in the hands i48464,Healing In The Hands,Mark Schultz,,missing_chords
healing rain i53656,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\healing rain i53656,Healing Rain,,,"missing_author,missing_chords"
hear my cry i105717,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hear my cry i105717,Hear My Cry,,,"missing_author,missing_chords"
hear oh israel i42158,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hear oh israel i42158,"Hear, Oh Israel",,C#m,"missing_author,missing_chords"
hear our praises i9559,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hear our praises i9559,Hear our Praises,Reuben Morgan,,missing_chords
heartbeat i54993,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heartbeat i54993,Heartbeat,,,"missing_author,missing_chords"
heaven is in my heart i40604,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heaven is in my heart i40604,Heaven is in my Heart,"Неизвестный, Graham Kendrick",,missing_chords
heaven on earth i97195,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heaven on earth i97195,Heaven on Earth,,C,missing_author
heavenly father i63980,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heavenly father i63980,Heavenly Father,,G,missing_author
heavens child i55222,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heavens child i55222,Heaven's Child,,,"missing_author,missing_chords"
heavens song i46919,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heavens song i46919,Heaven's Song,Bethel Music,,missing_chords
heights of love i105759,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\heights of love i105759,heights of love,,,"missing_author,missing_chords"
here comes heaven i55101,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here comes heaven i55101,Here Comes Heaven,,,"missing_author,missing_chords"
here i am again i87559,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here i am again i87559,Here I am again,David Hill,,missing_chords
here i am again i88226,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here i am again i88226,Here I Am Again,Tommy Walker,,missing_chords
here in your presence i55307,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here in your presence i55307,Here in Your Presence,Jon Egan,,missing_chords
here is love i89,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here is love i89,Here Is Love,,G,missing_author
here lord my soul convicted i11209,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here lord my soul convicted i11209,Here Lord My Soul Convicted,"from ""Musikalisches Handbuch"", Hamburg, 1690, Maxwell, James",C,missing_chords
here to eternity i5069,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here to eternity i5069,Here to eternity,,G,missing_author
here we are lifting our hands i101530,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\here we are lifting our hands i101530,"Here we are, lifting our hands",,,"missing_author,missing_chords"
hes got it all in control i64611,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hes got it all in control i64611,He's got it all in control,,D,"missing_author,missing_chords"
hes got the whole world i64640,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hes got the whole world i64640,He's got the whole world,,C,"missing_author,missing_chords"
hes still working on me i104512,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hes still working on me i104512,He´s still working on me,,G,missing_author
