artist_name,spotify_artist_id,sample_genre,christian_signal,suggested_bucket,manual_bucket,notes,song_count
Cate Le Bon,0LZac5VicY19QLaIUvIB0G,pop,,review,,,17
Elliott Jack Sansom,22WxwAyT9U9wWsKA7ToO7K,,,review,,,1
Pole.,7D62OQfwvslnxJn9DkZm2F,pop,,review,,,4
Dame,2XNo6k4LqlZlM5sj0wKReo,rap,,review,,,2
Left Alone,1y8nfcBE7BsDPifEWQfFQJ,punk,,review,,,4
Sick Individuals,0XqFDQJjqW5PfhfBCb53LR,electronic,,review,,,3
Preservation Hall Jazz Band,2S0rCVs10P1Q0v51wmOrM5,jazz,,review,,,1
Helena Mayer,3Cgfb3YtMWmIqo4I1BmCCU,,,review,,,1
Morning Parade,6IQkN7kM66NACkh1RMGihG,rock,,review,,,8
Fozzy,59CIPNdUfewexxn1CJEdp5,metal,,review,,,6
Doyle Bramhall II,7Chzu4eSaqDHFXFvjaycAV,jazz,,review,,,4
The Grass Roots,2IU5UBup85LmAXh5U36DeC,pop rock,,review,,,1
Stella Jang,2Y9AUayH5pyZpVfkDYDfJV,pop,,review,,,1
The Strumbellas,6ujr1NkqbZpYOhquczUUfl,alternative,,review,,,15
Angie Stone,2hWr3AjjKOCVmWcwvuT4uM,soul,,review,,,2
Haley Mae Campbell,2NDqx1z4TTkFr0QOnk8nX3,country,,review,,,1
Milky Thred,1uNm4d6zPxxzWw6Skc3Nyl,punk,,review,,,1
Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,country,,review,,,1
Rayland Baxter,251UrhgNbMr15NLzQ2KyKq,country,,review,,,21
Anand Bhaskar Collective,45m11y8OUyx5EgHiKvEC3c,alternative,,review,,,1
Notch,5djTjSYAitkfuLplSN60gZ,,,review,,,1
Jon Boden,3BApgOPiuES6zVJ78mKNGo,country,,review,,,1
24kGoldn,6fWVd57NKTalqvmjRd2t8Z,rap,,review,,,8
Mc Livinho,7me0S5Z40qVWj3gzyK8aC3,,,review,,,3
MJ Cole,49GY4uPAwdlk5lSGtfKWYl,electronic,,review,,,1
Strawberry Hospital,4e51kjdzES9uXXncU9VNgC,,,review,,,1
Chris Shiflett,5tv5SsSRqR7uLtpKZgcRrg,country,,review,,,1
The Meters,2JRvXPGWiINrnJljNJhG5s,soul,,review,,,1
Jimmy Webb,0YJUdunUDA1pTDxJ8AJlyB,,,review,,,3
Pigface,64mGp5QFpsekCRHe6RqDYz,metal,,review,,,1
The Wild!,0Kh9MtvD9pMintKtv7QH1A,rock,,review,,,1
Invadhertz,3UqjGZR6Xz1IZesQwLJZb7,,,review,,,1
Tanya Stephens,0vL0HKEtNHGobKmDNarMFQ,reggae,,review,,,3
Paris Shadows,2mxplErmRMbGaSiAsDONkT,rap,,review,,,1
Kiana Ledé,7jZMxhsB8djyIbYmoiJSTs,soul,,review,,,8
Jeffree Star,0ZVqyfTk5GaaRiQNQaW9jg,pop,,review,,,3
Drew Baldridge,08qaG5crPMPF7i0h2wORk5,country,,review,,,6
Joep Beving,2VKfXEWzhUi9siHBDTI02Y,,,review,,,1
Pedras Vivas,2vk7Xg1PFNhLuqJlXTRy8F,,,review,,,1
Tikkle Me,6oWIS1UZp9dR74eYez74vX,pop,,review,,,1
Craig's Brother,7vQBiuIC5Ac3zwezkl6Y8S,punk,,review,,,2
Tom Rosenthal,1AgxgADPuRIW1wyaA4OKcB,,,review,,,81
Survive Said The Prophet,7zyObVag8rUjItn71SkIrh,pop rock,,review,,,2
Time Again,6113I12OVuEsTxsPUOnCTW,punk,,review,,,2
Kapelle Petra,0AqWbspCaJBnrvCcOi8OXe,rock,,review,,,1
Diante do Trono,4AeWCU2yUgVFbqKmOezL75,,,review,,,5
Alexisonfire,53RsXctnNmj9oKXvcbvzI2,rock,,review,,,9
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,pop,,review,,,7
VHS or Beta,5ZjMJYukp8ZmGCpXpzqZkV,punk,,review,,,2
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,pop,,review,,,32
Red Velvet - IRENE & SEULGI,6bwp9ObI8FWvMPCIWVBmhl,pop,,review,,,3
888,2KOCXIEmkM6K82nL9fovWf,rock,,review,,,2
Riton,7i9j813KFoSBMldGqlh2Z1,electronic,,review,,,1
Skiantos,5tqh5HCdoXZ6JY1lwB8SuR,punk,,review,,,3
The Summer Set,0pwyD6DhbFWn8uVSz2Fr0w,pop rock,,review,,,37
Victoria Banks,7qW9kB1wNaLGOQ6fOrpmaf,country,,review,,,1
Protoje,7BGR8y1VZAWK2oR4zD9COr,reggae,,review,,,11
Airiel,1WOhabhnnH1k6KcD81xGD1,,,review,,,2
Black Taxi,2Fj3NrXksGtHlhMvjjVyOI,punk,,review,,,1
Graham Parker,6c8INA1EQQe9TkukfEdiCA,pop rock,,review,,,1
The Bens,0h2lwxIhWsCq8p0BmYGZYZ,rock,,review,,,2
Splitsville,7y3LomFfmj9W1jck88vjjC,pop,,review,,,5
The Dirty Nil,2mGENPk4M4jtaf5D7fDi98,punk,,review,,,3
MANILA GREY,7KC9q5wx0bxMD5ABgLCoEd,rap,,review,,,1
Gary McKay,5fm9cOIq4ANL0KBpuu6jKS,,,review,,,1
Snakehips,2FwJwEswyIUAljqgjNSHgP,pop,,review,,,3
Roméo Elvis,2pHk4wAmL7ofTAuvCIUWtv,rap,,review,,,3
Theo Rubia,3bTnUXCo3suJiLVb79pExe,,,review,,,1
Wolves At The Gate,0Z88iXWc4YVhtu1eFtsGk6,metal,,review,,,16
Kilo Kish,7lsnwlX6puQ7lcpSEpJbZE,soul,,review,,,2
Bertie Higgins,4qzZ6bMrjK27yHGVjs4Pvq,,,review,,,1
Hey Rosetta!,52ue4x5xVjLx4cw2HEXMhi,alternative,,review,,,2
A Palo Seko,6YkQm6IPzRBNSimTxeVm5Y,punk,,review,,,1
Social House,5UjifI1TYefXWn9GdqDOHl,,,review,,,1
Birds of Bellwoods,3ZtRAJvBArlocyjPbm4Lvr,country,,review,,,4
Sherwood,0eW6yRE8ePadhUe1Numam9,pop,,review,,,14
Melodiesinfonie,3YndyZk8nVLJKspIBo0nLd,rap,,review,,,1
Andrea von Kampen,6ps9u0MZquDDBReh8XuBeY,pop,,review,,,3
fish narc,1IxZyCzEKTCm8z7gSgyfTU,rap,,review,,,1
The Blue Van,194t6dRuvsKUfqu6J21g5K,rock,,review,,,1
Miami Horror,0Z5pcmXDCKTrFWLnDChC37,alternative,,review,,,6
Ghost,1Qp56T7n950O3EGMsSl81D,rock,,review,,,45
Cyn,0lPhSdyfILTWuDUWJRyAk7,pop,,review,,,1
Triumph,4YfnJEbTz8QLD5FusYFwV6,rock,,review,,,5
Serrini,0u3m5Sy2zsq4Gk0aduH9s7,pop,,review,,,1
Silent Circle,0ha8Qlns3CfrrLNI8CVIie,,,review,,,1
Aaron Frazer,4dwDVC6lrMINxVBxETE1AB,soul,,review,,,5
Bubble Puppy,4hhCGLsqfedNYhlrqIgqMx,,,review,,,1
Dolly Shine,62KOMT8z56UAfFk3YMKHKL,country,,review,,,2
Gabriel Guedes de Almeida,5ETTRSAa5g5uIMNOgqnJPB,,,review,,,1
Rome,5Y9b87BZjL8FYMFiWfSFAL,alternative,,review,,,26
WONHO,6pC3vnUgNVITdYMMXefi6D,pop,,review,,,2
Miguel Mateos - Zas,3YG18nhGaJkR1F6VpcnSG6,rock,,review,,,2
Benny Spellman,16w2zedVfGOHZpRnXhJCjW,soul,,review,,,2
XOV,58jXqrbY8mAk006MNu3NCv,soul,,review,,,1
Driveways,4OuSiJSnuRsK0dTM0dtm1R,pop,,review,,,5
Cole Thompson,2t5453S7ue4vkqbt0An4F8,,,review,,,1
Dogwood,3lqHnJKd9fNQEV7Ewcd0Ge,punk,,review,,,2
Desakato,6QEXex1iCdfguOLBPukfkm,punk,,review,,,3
Grupo Elo,3khdS9g3YyzzOeb7rUDKL7,,,review,,,2
Delaney Jane,3fuxStOqQv8TiytHeuGiE8,pop,,review,,,1
Ra Ra Riot,6FIrstf3kHEg3zBOyLpvxD,pop rock,,review,,,3
The Briefs,52FjGy6x2rxunrgiRdOnUt,punk,,review,,,4
Boys Night Out,4wM8eTlGUeleEqowJc2iiZ,,,review,,,2
Jerry Paper,2gzxBoK71ohENPlxlshHV7,pop rock,,review,,,14
Israel's Arcade,6oK49LR87YwFND5IbVuDjO,alternative,,review,,,1
Bladee,2xvtxDNInKDV4AvGmjw6d1,rap,,review,,,2
Rogue Wave,2JSc53B5cQ31m0xTB7JFpG,alternative,,review,,,10
The Wailin' Jennys,331QVEZKK1yz5KhYiR2pBj,country,,review,,,34
Tori Kelly,1vSN1fsvrzpbttOYGsliDr,pop,,review,,,6
Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,rock,,review,,,2
AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,pop,,review,,,5
SunKissed Lola,4bLLB1dbsRVUTcMpnDGDO2,rock,,review,,,1
Elvin Bishop,2G1yVp387GlUf9yvLk6V11,rock,,review,,,2
This Is The Kit,0ZUyFEafMwocvApBjTXvdo,alternative,,review,,,6
Maiden United,7HxwV8NK5Ea0UaOPamhuxe,rock,,review,,,1
The Merseybeats,41qTjISnBzDLRlrJEJNGKj,rock,,review,,,1
Dan Vapid & the Cheats,7qjrGisRIP2Ezo6z3ioL0L,punk,,review,,,1
Fischerspooner,5R7K1GezC0jy24v1R2n4x3,alternative,,review,,,1
Larissa Lambert,1tM4ox3QsSpl3R2VwLjJ47,soul,,review,,,1
rei brown,4N7IToHBlPXqlrXiv1Nij6,,,review,,,2
Seether,6B5c4sch27tWHAGdarpPaW,metal,,review,,,48
Ernest Tubb,7gS1Yv0RynyzKX5ICtKIhS,country,,review,,,5
Ultimate Painting,1PPpmEpuN1KrWNOBqrHeMj,,,review,,,1
CL,0tzSBCPJZmHTdOA3ZV2mN3,pop,,review,,,5
Agua Marina,5ZAR5Usb11xw4KENbEE8uZ,,,review,,,1
Grey Henson,3iMYbOWvKWy8lsjhf7Dkcf,,,review,,,1
Joshua Bassett,4VdV2qRAYBLINR6uU72V1J,pop,,review,,,3
Imagination Movers,3nkUcLzl9v6cIxFI6cvTeD,rock,,review,,,2
Amy Speace,0DTOO5tJ30QEMnbKp6W9s4,country,,review,,,1
John Coltrane,2hGh5VOeeqimQFxqXvfCUf,jazz,,review,,,1
The Murlocs,0rH93aHDYyJfMAcPB9OKus,punk,,review,,,8
Franzi Harmsen,37ctEiNvHyyUL9KDjRUV0W,pop,,review,,,1
Chingy,3s2wTjWxK8NOX09dmsvVOh,rap,,review,,,1
AGA,1opXC6lrFxsiDks53X5d3Q,pop,,review,,,1
Los Reconoces,6vlV7S0nwSJP46J6Y6A3c4,punk,,review,,,4
Sundara Karma,4fgXfJCQnK6c44u4KzAtQP,rock,,review,,,1
Florrie,2fkmfYw1KeOiDLA6MHDwU8,pop,,review,,,1
Morgan Heritage,3VV18HyGcfLTqNjSjbROA1,reggae,,review,,,7
Pom Pom Squad,1yhTALwId0bpL1U1XRT3Zs,,,review,,,6
Texas In July,3J5OtMrtDAw0IcanJR28Ya,metal,,review,,,1
Abhi The Nomad,1gUi2utSbJLNPddYENJAp4,rap,,review,,,3
Betty Booom,0MCy2uUaKHn4iNMAih50Vg,,,review,,,3
Colton Dixon,52oVYHQ99ORZzeig2YGo4R,rock,,review,,,16
Violent Soho,2N2EFVDEbp2JB8ulEUVIxp,alternative,,review,,,5
Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,alternative,,review,,,32
Hybrid Minds,05lF0DUkLJqiW5o70SScyR,electronic,,review,,,1
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,country,,review,,,42
Alan Jackson,4mxWe1mtYIYfP040G38yvS,country,,review,,,103
Trevor Hall,3RMHexittaAZkf8zukkZB8,alternative,,review,,,56
Close Your Eyes,4EJdKdDfQ0XQ4YBhh12xZe,,,review,,,2
BØRNS,1KP6TWI40m7p3QBTU6u2xo,alternative,,review,,,13
Baba Zula,39zIRxvWFOGGH4hxGqRkLy,country,,review,,,1
CABLE,2spFq4vwnf6DXIl5iJOkaJ,,,review,,,1
Bad Luck.,4Hjb6XIYNt5Qkokl30luY9,,,review,,,1
Travoltas,0cFBqjNGbMW72B575qCOvf,pop,,review,,,2
Nevermore,1wUArE0NhHB8M1bU2WSplY,metal,,review,,,1
black midi,7Hvq85OU8T7Hsd63zNBwaL,rock,,review,,,4
one sonic society,2PmYKBQgsjegT3k5C6pkqW,,,review,,,5
Beirut,6pmxr66tMAePxzOLfjGNcX,alternative,,review,,,23
Brad Mehldau,2vI9KFm0fwSfPrpEgOeIbq,jazz,,review,,,1
"Friday, Saturday And Sunday",3rPMLq75niBZ2e942yJ5SV,soul,,review,,,1
Brent Morgan,272dr7ToE0VRsdxXlrx3PV,,,review,,,4
GUFI,2x6OBrjZlSnyftY3Da2mmN,rock,,review,,,1
Worldtraveller,5bD3IY6lj5iEqasOqqnllb,,,review,,,1
Michael Brook,5NTEVDdw1KuWN3cUX3kZ1y,,,review,,,1
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,pop,,review,,,23
Talulah Gosh,3twRxnjZrSKByPGQErO6V8,alternative,,review,,,4
Mitch Ryder and The Detroit Wheels,4d22O5s2UK1KzIoZRR8NZk,rock,,review,,,1
The Submarines,6D9Y5lqXKgJv8CV6Ur59oS,alternative,,review,,,6
Herrenmagazin,0jjCQcyzvVgiT6FyrYvDUl,alternative,,review,,,3
Sadness,04tDiz6koPFuo5JBZyLgFg,metal,,review,,,1
Jr. Gone Wild,1Igd3qDZHWexrhH2vnjHEC,punk,,review,,,1
dodie,21TinSsF5ytwsfdyz5VSVS,alternative,,review,,,13
Aaron May,2rwALQ1SXdfUWPUd6WOfYS,,,review,,,1
INTRN,3hxOD0IMrJU5DwOnULXXLV,,,review,,,1
Masked Intruder,4qUFkkArfii3qNG8TnbPfc,punk,,review,,,11
Captain Jack,1b81zU0IfjHE8krv2IZ0Hf,electronic,,review,,,1
The Isaacs,7Gr7Uulfyw9J9F74eQfBOp,,,review,,,23
Bear's Den,0nJaMZM8paoA5HEUTUXPqi,pop,,review,,,24
Patty Gurdy,4LmjMMv69tN9V7ggJpva6r,rock,,review,,,6
Rival Sons,356c8AN5YWKvz86B4Sb1yf,rock,,review,,,62
The Pilgrim,2WnmyZFTWKPtt5HZ8frDdq,country,,review,,,2
Kavinsky,0UF7XLthtbSF2Eur7559oV,electronic,,review,,,3
Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,country,,review,,,24
Dollar Signs,0zYk90uKGiMAangMvVzjL0,alternative,,review,,,1
The Dodos,10tysauSA5JATqniBDu2Ed,alternative,,review,,,2
Delerium,0IUq1plF3ON4Fboj1bE6kN,,,review,,,3
The Vibrators,0DkpQq8B7ZAKebZEjlzVmd,punk,,review,,,2
Michele McLaughlin,4FtcVLw0u7qvqrJYLHkHZn,,,review,,,3
JIN,5vV3bFXnN6D6N3Nj4xRvaV,pop,,review,,,1
The Goodmans,1yqWpxakPbnXSNYzUObc1x,,,review,,,1
Calexico,1OmdWpAh1pucAuZPzJaxIJ,alternative,,review,,,15
AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,pop,,review,,,5
Damone,4UVVTy0qvm10N2I4dgsrtq,pop,,review,,,2
Helen Reddy,0Sq7oGrYEe0BDmb13wgjOO,pop rock,,review,,,5
Fresno,2sFXe6NbmT3k7Qy4N8fE7f,pop rock,,review,,,3
Thomas Anders,5YST2BJLoQVVhyXoZfbCZ0,,,review,,,3
Soilwork,7wqP36o9lqWteOCxBnXlwx,metal,,review,,,2
Nino Ferrer,3THqHCN7gq2Z9hLleof9uv,,,review,,,4
Elliot Moss,2xGCGoulmU85qYdpb2Z4xx,pop,,review,,,1
Erutan,4eiYHJLlxeKQXAw0UDoXJl,,,review,,,4
TWIN XL,4OkceeWNJehKqXINqtVeX1,,,review,,,2
Electric Century,0TOpWAJpUWGlwRyexjzjHm,rock,,review,,,3
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,rap,,review,,,17
Renee & Jeremy,7IBisryIBGbvj4wBDuRvy5,rock,,review,,,3
Jonathan Wilson,6KJIIOCWsWtNc7ICINtPEw,pop rock,,review,,,4
Kobojsarna,2f6nzgQYDhQMVeHgDfuWJy,,,review,,,1
All Get Out,40YwbT9WnYAkFgBSYtHGQj,alternative,,review,,,6
Tommy Sands,651IBnnG9nIIXO4N40bR6c,,,review,,,1
The 5.6.7.8's,5MZqcO35TJh5QXaFmvXmUy,rock,,review,,,1
The Ways,5F3JQSbuDo4pWGLC2UTLTI,alternative,,review,,,1
Clementine Duo,4s6YWKUwngB7oxE6CPWsW2,,,review,,,1
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,jazz,,review,,,1
Circus Maximus,1pxKRI6EFLtWmAiya9Pj1S,metal,,review,,,1
Audiodub,24BGBNXRAJG0QNUt5a7gRn,rock,,review,,,2
Leroy Carr,2FtoVJBkfbE89zyZJ0E9eR,jazz,,review,,,2
Mindy Gledhill,24gJ2GCq5zx1Mh08ZpmiSo,,,review,,,12
Davy Knowles,4yiPHMcw2R2SKfIsMuatfB,alternative,,review,,,1
Sleepy Sun,4CL0ezfJvQDkDmjMG7XrV0,rock,,review,,,1
Lower Than Atlantis,1kF0gYnHLUJvFuPdoowO02,rock,,review,,,1
Fun Lovin' Criminals,0hWRiJV8KlRZvsZeemUJVv,rock,,review,,,2
Tracy Grammer,3VN5sD7hLy1j1RAzgHpGED,country,,review,,,2
Tim Hardin,39GVRVaqlKh7JL8Yl5ZKcb,country,,review,,,1
Mounika Yadav,2oLVeyUyYNFELwC93iZWGG,country,,review,,,1
Hundred Reasons,5jcIIICg01zIq8InYieJ5w,,,review,,,1
Maes,6L34dW6SKMSDaGIfYDU19j,rap,,review,,,1
El Tri,3HgZDevp7GspkLUAa5cKne,rock,,review,,,6
The Royal Jesters,0VB1seSRe8CTJZAFosZZVC,pop,,review,,,1
The Good Brothers,5ktfiZglmLmcuzYsqPzGg7,country,,review,,,1
Knocked Loose,4qrHkx5cgWIslciLXUMrYw,metal,,review,,,1
Lee Juck,0pfVDTchnVMBTzGylIuJNa,pop,,review,,,4
SAULT,1uRxRKC7d9zwYGSRflTKDR,soul,,review,,,2
Murder By Death,3yrQJxTTj7xS2deLcXiEM3,punk,,review,,,6
Paul Jones,1I41xgLiwTZvdFsOSgGMvs,jazz,,review,,,1
Trip Lee,12H1Dmi64fAmmARrsyVFzy,rap,,review,,,1
Harry Hudson,3btNpz9NEJ8ml352B8S7Qr,pop,,review,,,3
Peter Maffay,5W3s4beu23rOlseCbVOp4l,pop rock,,review,,,5
Nap Eyes,1ysOXSDpupZ5RBQ9PNFZU7,alternative,,review,,,3
The Platters,6KWcxMWVNVIYbdOQyJtsSy,rock,,review,,,2
Mike & Kelly Bowling,0qeIrPthrLHWQNCA5FguBY,,,review,,,1
Ewan MacColl,3tetInyzmPXATzLBTzl125,country,,review,,,2
Kevin Krauter,66N2tY3w6pwH2otV7Yj1AI,pop,,review,,,8
1THE9,6ZZafCTzyk1yjqEES63cMm,pop,,review,,,1
Motohiro Hata,706WzkJEacBrtkHKRpBU2q,pop rock,,review,,,1
Yaniss Odua,4DIUpxntUKirdKs79Cpjrl,reggae,,review,,,1
Isabelle Boulay,5gx3I0a3G8F4hui6GZLfQF,country,,review,,,6
Eric Bibb,2uNcfNhlVJUyEX0t0NG1m1,jazz,,review,,,5
Frazey Ford,3w6sr0v1PArSe6JAwqk8Bl,,,review,,,8
LIONE,4Zv449cAssgslcvInvc0wa,pop,,review,,,1
Vince Staples,68kEuyFKyqrdQQLLsmiatm,rap,,review,,,5
Walter Hawkins,12pzJohM40StvAPzI1t3Tb,,,review,,,2
Attom,1Xq5wasmlEwC6TqCqJtP5o,,,review,,,1
Dinah Washington,32LHRiof0sa4taYew9i3Fa,jazz,,review,,,2
Kris Kristofferson,0vYQRW5LIDeYQOccTviQNX,country,,review,,,26
Omarion,0f5nVCcR06GX8Qikz0COtT,rap,,review,,,1
Aldebert,1Vr9NCbc1sYiPDeZmFjOTS,rock,,review,,,4
Kjwan,5kUrUkpqUuCYX0eLEhvcQ3,rock,,review,,,1
Enjoy,46OZe7BgkZhisNbEMW4oqq,alternative,,review,,,1
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,pop rock,,review,,,18
Agents Of Oblivion,1PxtrGRfxoHhK96BD0z7VP,metal,,review,,,3
Paul Brady,7lauB9o5ZYmU5lTBOw7w8L,rock,,review,,,5
jagger finn,4b1cEwAKl1Wdg6x8kkraJa,pop,,review,,,1
Alakran,0ddvNPpE8FZ7tTVztzQMyR,metal,,review,,,1
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,rap,,review,,,1
T. Rex,3dBVyJ7JuOMt4GE9607Qin,rock,,review,,,5
Daryle Singletary,1mQ9wgWshECdFsDbT7ATzT,country,,review,,,11
Monsieur Periné,36KsCCwgI0Dep97yVJWmkK,pop,,review,,,9
Glass Hands,4oAiWVvt9zNkDr2CwhyHKu,metal,,review,,,1
Caitlin Rose,41LGTx1fpA69G2ZAJKZntM,alternative,,review,,,4
Primary,4QDcs3XrA8uHUZ7Xt9Ytep,alternative,,review,,,1
Rumbleseat,10eG1KzpKNtmtlNH1BwX54,punk,,review,,,5
Lawson,2Ah7S4oLgEBYRbz2V0cZzU,pop,,review,,,1
Here We Go Magic,4WxjrOJGIngO2hJnlCeK7f,pop,,review,,,3
Benny Neyman,31QaP8ttyZpVIXabCmWKc2,pop,,review,,,1
Fuzz,1X88xrhEvsoUjJ6EUHwiWF,rock,,review,,,1
Wand,53by9P3tpXOW1diWCI6MNu,pop,,review,,,9
Ruff Endz,7liFhc0PDIx8etigqd2WhW,soul,,review,,,2
Pulse Ultra,0mfFGjshEFbLqZEkPBkblG,,,review,,,1
Dylan Scott,78YqeIji3mgAS2K1Maca6x,country,,review,,,21
Gord Bamford,1w9VjfHGE5qPLJQy3dKups,country,,review,,,4
Future Royalty,6lDL8J1jfaqyOc9fMIy0fL,,,review,,,1
Alex Newell,2vGaSKEDFsVPBgcnGxqlBN,pop,,review,,,2
Rikard Wolff,6SUSECiKAbiTLIUySSvzTx,pop,,review,,,1
Charming Horses,5rr0CMtvn1p9Be8ICfkTc3,electronic,,review,,,1
The Stanley Brothers,0qqGnmHBX2yVvCITRAvuRD,country,,review,,,15
Caesars,4rGrN4XDYhP6dUAZMvcuHr,rock,,review,,,4
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,country,,review,,,78
Eli Young Band,6eKWqnckwdIlSnjaYgIyxv,country,,review,,,34
BAYNK,28yVvEvA2lT3K5RNIhV1Dj,pop,,review,,,1
The Feeling,4AksvCnkZaQoTu1nJr62Db,rock,,review,,,3
Phillip Roebuck,0kpiHKRE0d3m1eoc5s1h23,punk,,review,,,1
Nacho Vegas,14CMndDKSsMSvZYXFLZRfn,pop rock,,review,,,20
The Brooklyn Tabernacle Choir,4eDpQV93UILljVxohKoLUs,,,review,,,11
Enter The Haggis,1LJuYVYyKSm7Tw9xGuulhS,rock,,review,,,11
Baxter Dury,0EgHhNmWcjusA7F2heSD0O,,,review,,,4
Jalen Santoy,41DGOfz7IFMVvf9wKAzeZS,rap,,review,,,1
Backworld,5PrExqyv3VYpBBqC44U8EP,country,,review,,,1
MARLENA,1IAwO3v7hVP9ryTQtlzc9y,pop,,review,,,1
Georges Bizet,2D7RkvtKKb6E5UmbjQM1Jd,,,review,,,2
Cash Cash,1LOB7jTeEV14pHai6EXSzF,pop,,review,,,15
Helen Baylor,4p4141HhLjwFCpNwKHFnxf,,,review,,,2
Calvin Harris,7CajNmpbOovFoOoasH2HaY,electronic,,review,,,29
Oliver Koletzki,1WjBIvYAnZTkTh5UiZNwlR,electronic,,review,,,1
Lee Fields,3MAzDpqE01xyUmzNsc0Ee0,soul,,review,,,1
Paul Robeson,6ccc2jvU6SYt0OyInCkIbG,country,,review,,,1
Scars of Solitude,1IK2ka80tUPElSCwJ2fx1S,metal,,review,,,1
Lala Lala,492I2sQFcHDcsZECYX25dE,,,review,,,8
Prof,1LyTmnoxLipUwTEHWSRziG,rap,,review,,,2
flor,0szWPxzzE8DVEfXFRCLBUb,pop,,review,,,10
OMFG,0UdoKjWIe3tHyiqc4qT3Oz,,,review,,,1
Sandra McCracken,435UmkDo0uchwmDeHdKWGN,pop,,review,,,19
Altero,4Yc8Z66BiZxpRDFu2xcs5D,electronic,,review,,,1
Molly Nilsson,2PDepyCtfybWn5UJv0DmKw,pop,,review,,,5
Ana Diaz,4Lw6zDFtDp7WVblSAXcQdW,pop,,review,,,1
Luis Enrique,2mUI4K6csTQd3jieswcmiI,pop,,review,,,2
Cal Scruby,2wcrc3fjebDRLVdtRUa3pu,rap,,review,,,1
Pale Waves,0wOej91SVqB1zcYkW6xUtA,alternative,,review,,,7
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,pop rock,,review,,,6
Tample,0PL4oBFPdmDGLXFPaBpYcJ,alternative,,review,,,1
Mud,3cqIsBnzV3BabbPWKz8Txf,rock,,review,,,1
Acid Dad,3iqOjs2iwL6ywtcENg1ppm,,,review,,,1
Amber Leigh Irish,1uuV1avDy9Eup5gYHXVG05,,,review,,,1
Londonbeat,0gcMPgunYh4rX1UOdvZKBn,electronic,,review,,,1
Bill & Gloria Gaither,11sAWrpIkFUPQlXoQqpeBV,,,review,,,3
Raggabund,0y4uUzZ0s8vT51p6y5fGS3,reggae,,review,,,1
Abraham Vazquez,063Vp9es6lLAbFUDtIAkFD,,,review,,,2
Robbie Robertson,5R6GD31ZP8YPGIlt73Madf,rock,,review,,,4
Pictures of Grace,5iktVo3D4n8OHUzi2EWRg2,,,review,,,2
The Calling,5aMmmNxw4vgpc5XC6hK0zp,pop rock,,review,,,4
Northcote,0238bOScDVbMG0RBP2NguG,,,review,,,5
Krizz Kaliko,3SEJQy90Vgg1aSnZ9b4AU9,rap,,review,,,1
Natalie Grant,6KVnMm856M8CHHBCw53Ihh,rock,,review,,,9
Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,metal,,review,,,34
David Nevue,7zbq3gjHu4JAiMV7dWbUdv,,,review,,,2
joan,3HXLY1sNXIxHfulrjPiRf5,alternative,,review,,,3
Witt Lowry,5ghnxpW47ojtLHHyTLdxdY,pop,,review,,,2
Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,soul,,review,,,1
cleopatrick,6VTvaLJ9arNmKi8e1ekOwW,rock,,review,,,10
Roberta Campos,5CC2At3k0Xnyc5s9yHdyax,country,,review,,,1
Chevelle Franklyn,7mJ39b6DNnEJ263UqTvKmc,reggae,,review,,,1
Höhner,6A9b0JlSJF0KxCddzOTGiA,,,review,,,1
Hojean,0ENnerFBtqPaVUcHadXU2w,soul,,review,,,3
Crucial Dudes,5ccLp1eIj7ufwLUpVLmSFl,alternative,,review,,,5
Roadrunner United,3sURANr03JD4V9tRA8fChy,metal,,review,,,1
Fair Isle Folk,11MryR91GLAxMJW8EdtVpA,,,review,,,1
Brian Kennedy,4xZbU7XXrgG0U2e3MIEXmS,,,review,,,1
Boza,2NfSBtmWe7oPw1EmetJVso,pop,,review,,,1
Nobunny,3XZI4PSR0DBWeBiJzquXif,pop,,review,,,2
Scrum,0sGdJHX64lQqPYY0is2MjX,rock,,review,,,1
Skybox,7CMd7ViWMS0KxVCZdN3iDN,alternative,,review,,,1
BLÜ EYES,2gI1WfmpFmmgSRojy4Jup2,,,review,,,7
Lizzo,56oDRnqbIiwx4mymNEv7dS,rap,,review,,,17
The Servant,679k99IJomQUuRMbhiohrY,rock,,review,,,1
Brandon Ratcliff,3nUBs75tDCL2pzPZGHoljy,pop,,review,,,2
