artist_name,spotify_artist_id,sample_genre,christian_signal,suggested_bucket,manual_bucket,notes,song_count
SECRET NUMBER,7qxo9RTWfEoFKN7XGtNV6V,pop,,review,,,1
SYML,6AyATGg7mDgBlZ4N5uNog0,alternative,,review,,,1
Delirious?,53Z2RNY4OYJ0Galu6AWzxF,rock,,review,,,3
RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,rap,,review,,,2
Devin Davis,4cTFtlY4yvNh5QnW6Dl7j5,rock,,review,,,2
Golden Vessel,6bJCrLZcvsBMzve04BmgwS,,,review,,,1
Anupam Roy,5LZ894xYE9MG1sal0gjt5L,alternative,,review,,,22
Southern Culture on the Skids,1iJMsMDmedV0N4NZ2gAtcQ,,,review,,,4
The Dawn,2C82tCjOMy2n9Pq4Iz9B6S,rock,,review,,,1
DeVotchKa,0hk8VgR64voU5ueK96W2DI,alternative,,review,,,5
Ingo ohne Flamingo,7lXp4ROmwdbOD7Q3P8sHLE,,,review,,,1
J-Que Beenz,0acIWCh2fgq3vfr2D1P1XS,,,review,,,1
Daniel Guichard,0lFr08kPxkwkXfsrHSmPvs,,,review,,,2
Chris Lane,68abRTdO4meYReMWHvBYb0,country,,review,,,14
The Knocks,2x7EATekOPhFGRx3syMGEC,alternative,,review,,,11
Kyo,5ylOD196qui8JgXBrQUzok,pop rock,,review,,,12
Big Bill Broonzy,6HwigzRpuWoCZDqMOQc5eu,jazz,,review,,,2
Divided By Friday,5yNN92qKENCA4pWmoSZJpG,pop rock,,review,,,2
Buzz Martin,5Z1MCHJRAx3EAtbJsHENZL,country,,review,,,1
Mustasch,7ig8pUnno95YNA9MclOveH,metal,,review,,,1
Loikaemie,0YIATkESTafhdCgTR2ZHuj,rock,,review,,,1
La trenza De La Abuela,6QU6mxgWdOOKNkUErSqEMM,,,review,,,3
Her,1T2WeXEi0XlZiPpjjDAY0L,alternative,,review,,,4
Lee Ritenour,1nDqTUspmq8IXhcEZT93iq,jazz,,review,,,1
Matt Corby,7CIW23FQUXPc1zebnO1TDG,alternative,,review,,,10
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,rap,,review,,,1
Leona Naess,060CzFv7eCEPramQlIJYNY,country,,review,,,5
Anja Garbarek,7GTdDYxmQpf3ofwXdDacrf,pop,,review,,,1
Tow'rs,3LcpRDABINyBTa4V1s9Hql,alternative,,review,,,26
Black Label Society,0zfT626RwO6zN3RDYeRit5,metal,,review,,,49
Melissa Naschenweng,00unybLgvbIqKxx0OTyYYZ,pop,,review,,,8
La Vela Puerca,6nVcjUJemqpJjc1WevwTvL,rock,,review,,,4
Gordi,6UBMFaCTZnL1Hr1nTOEblM,pop,,review,,,1
Ich + Ich,3oCrmkKTKBi7DUgmtyGkId,pop,,review,,,3
LOONA,52zMTJCKluDlFwMQWmccY7,pop,,review,,,1
Death Grips,5RADpgYLOuS2ZxDq7ggYYH,rap,,review,,,5
Kevin Fowler,6NKQIkHTjxD5Ovj6znGV1n,country,,review,,,19
Lisa Stansfield,2jS7I1u7BpgWT9ssG62Zr1,soul,,review,,,2
Pretty Maids,4OGo8f0tdKloP3IZwvnLqt,metal,,review,,,1
Johnny Lee,45rAZqRt5nUUMatQzk8qJu,country,,review,,,2
Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,pop,,review,,,27
Lescop,2KlDlqEMf0YyYW8rBKUx6W,alternative,,review,,,1
Vikxie,2nmq5tSDxlEwvHnTYpoYwB,,,review,,,1
MDO,08xFgTEmizKwzfDSbxvODp,pop,,review,,,1
Blouse,58QP6z41dSgPjoiJkIjCcL,alternative,,review,,,1
RedMoon,2zwLoBaOsn1egprJgHljml,electronic,,review,,,1
Adia Victoria,1HKGjRPwI0gaFyv4aSWPPl,alternative,,review,,,1
La Costa Brava,63sO5Q3yMhnwKnm7RuzeNn,pop,,review,,,1
Seamus Egan,5dWAsW7cMbMCswqTwN2jQm,country,,review,,,1
CIX,1lHfzEkKmmvdVDDDLKkcsd,pop,,review,,,4
Gareth Dunlop,20wLNsNYfXIbH8QPdqS4dz,,,review,,,2
Dan Andersen,1vLU0P2ZNfH0VPmOo6VWCh,,,review,,,1
Phil Cook,3pqmhj6H08f5rGsnVroz9E,country,,review,,,2
H. Hawkline,7FmM0XgimRvS48CfObh2ht,alternative,,review,,,1
Tim Brantley,3ofGwdJOBv4GcXd9uf4NjM,,,review,,,1
Teksti-TV 666,7z2C1Bdfhs0BHY3TlCOTGj,alternative,,review,,,1
The Shires,48hCuDf2HUMGTgMhqLfic3,country,,review,,,1
Spin,1eOfgUpfvNT0GJ3ksDiYs9,rock,,review,,,3
Jez Dior,2tmWjaROlvLpahIZcvPLwi,rap,,review,,,2
Las Pelotas,1Qv4E1VgZOGnOYd99Kp5Bs,rock,,review,,,1
Susan Boyle,1qAuetfG6mhtDgsVIffWQc,pop,,review,,,12
Lavrentis Machairitsas,5z7uDSNrMNmtg7eikmaaau,rock,,review,,,1
Psychic TV,3oi0s3WIuxBU5oh87n7za2,electronic,,review,,,3
The Bachelors,0qDtyCZRYrja9CoeHXV6FD,,,review,,,1
Charlie Musselwhite,4NikxGoDm5LGVYAHj0Euoc,jazz,,review,,,1
Shekinah Glory Ministry,50DI0MpQBOtBO0PFtKVQRx,,,review,,,2
Su Presencia,2gaFnEQydJdWNkT17NLZm3,rock,,review,,,1
Imany,74eY8wbrhhVD7pACbBHwHw,pop,,review,,,4
Vivian Girls,0WkO9Px6qQCM7so8lYvaCv,alternative,,review,,,1
Alison Krauss,5J6L7N6B4nI1M5cwa29mQG,country,,review,,,16
Damaged Bug,0OqqomaR6NwSNKDpqnHlBo,pop rock,,review,,,1
Catch Your Breath,2fqPOGxG12nEERj8YG7p22,metal,,review,,,2
Teenage Joans,6i78AQeGl4IGuGePiz3woE,alternative,,review,,,2
Moto Boy,0sKQUWhiNgW8KBnnM0O7FL,pop,,review,,,2
Saint Punk,0oad1RRAiN1UpaOWbIB0EW,,,review,,,1
Floodlights,5gQvIK95LKrgtgkBPlH3XI,punk,,review,,,2
Henry Purcell,3tMLo1k3iUo82coMLWXzxq,,,review,,,1
Lonesome Wyatt and the Holy Spooks,6XAQCO7p2gxCNs9555qDEA,,,review,,,4
Denise Julia,3L1qgTsUqavkiygkIKfWJD,,,review,,,1
Anthem Lights,7kwEvDE8e7EBGKh5bLczqQ,pop,,review,,,25
Molly Hammar,4mh3iy6yf2oZYSiy2fdccM,pop,,review,,,3
Skastra,29sYgtFF2sRAVbzZ64rbkB,alternative,,review,,,1
Rea Garvey,0bmxU94V20pNJ2Vie9kFYv,pop,,review,,,1
The Bicycle Thief,3AqcWmE3uv3PsDJUTpkHRx,rock,,review,,,4
SEUNGRI,20j1uz7iDOtIvIzCr5S8nx,pop,,review,,,1
Steven Wilson,4X42BfuhWCAZ2swiVze9O0,metal,,review,,,2
Cub Sport,6vqMDhoigg5btfdPsPTVFt,alternative,,review,,,2
Scratch Massive,5udXThiZTVoHa4g0GDjgxA,alternative,,review,,,1
Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,alternative,,review,,,2
Three 'N One,2IKWO17lkL7nUKTzd9opi0,electronic,,review,,,1
Roop Kumar Rathod,03SZmfKAgYRQKUwy0EoJUa,,,review,,,1
The Ataris,3LC8PXXgk7YtAIobtjSdNi,pop rock,,review,,,23
Marvin Winans,2QuleHm5yBUYv3vjqWTM79,soul,,review,,,2
Naomi Scott,2Zi3RrdQqk63Xj0914STkS,pop,,review,,,1
Sexion d'Assaut,4vnmifnGOeRXfNTRtgd4Tj,rap,,review,,,1
Glasperlenspiel,2UFKXTZgKtOTHSqMSyAcLO,pop,,review,,,2
Guitarricadelafuente,0oBiYchunKTMDesVICwrvL,pop rock,,review,,,7
Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,pop,,review,,,34
Rayden,6G43BFwUJvFWbev3knhgEa,rap,,review,,,2
Rachel Sermanni,65e1Cbe2aHPAXiLWBJaYbk,,,review,,,4
Duman,6RTC1abMgBC7Krg6qJQHJh,rock,,review,,,6
Heavy Young Heathens,1J0RCEBmqRMyjCKTzn4oEm,pop rock,,review,,,1
Kat Edmonson,6WxegST7d2jCYjq7SR8Bds,jazz,,review,,,5
Boogie Belgique,4TIrC99WSg0tOtBCGDjMRY,jazz,,review,,,1
Elephanz,2CD8tl357w6zYA3XYuOJPO,alternative,,review,,,5
Tei Shi,1xcMOgFUM1IYZE22YjCvsL,pop,,review,,,1
Saviour,6xVW2xsoMQbvcUTwqYxf0y,metal,,review,,,1
Dota Kehr,4r6pmr8iusCbyG0TSi6Aga,alternative,,review,,,6
Chancho En Piedra,46KmqHQ1EfYqQtO7r77AMp,rock,,review,,,3
Tove Styrke,2QSPrJfYeRXaltEEiriXN9,pop,,review,,,21
Diego Torres,0LALueHEQunQ2d61fXGeZh,pop,,review,,,21
Sarah Dawn Finer,4TuGR5xkIry198WmY7hax2,pop,,review,,,2
Lunay,47MpMsUfWtgyIIBEFOr4FE,reggae,,review,,,1
Harper Family,4sne0PWEn5qunGDP0kzdqS,,,review,,,3
Vaundy,2IUl3m1H1EQ7QfNbNWvgru,pop,,review,,,1
Christian French,7naAJDAh7AZnf18YYfQruM,pop,christian,candidate,,,12
Alex Gaudino,7vb7VLDqpLTlAy1ctTMR5d,electronic,,review,,,1
Lee Hae Ri,7JE09i08qDhfHKd0rgFeEe,pop,,review,,,1
The Airborne Toxic Event,7xovAENFxmyEWhzbnHsB3Z,alternative,,review,,,4
Jordan Suaste,20soF34gXIwDGHOk90gla0,pop,,review,,,1
Eve,58oPVy7oihAEXE0Ott6JOf,rock,,review,,,6
Joshua Burnside,244AFgFclA9c1IcjWOAqoV,country,,review,,,7
Soul'd Out Quartet,1nCT9uoN7dBI1vXtcGvE9m,,,review,,,2
Papa Topo,5bj2pIzyYR99GUinn9fKAN,pop,,review,,,2
Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,pop,,review,,,1
Sent By Ravens,0sOGQm1G25WEPhek1WI9Fe,rock,,review,,,4
You'll Never Get to Heaven,1tHzhv6nGl2i5ZaSSFiwK7,pop,,review,,,1
Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,metal,,review,,,21
Nation Boss,7I6r8LoL1vyeiUOAudYu4P,,,review,,,2
LOVA,1l2NYhptmHjo64MDOcej1x,pop,,review,,,4
nobody likes you pat,7pxMZWBZWMMRH3USeGtu1I,,,review,,,1
Barlow & Bear,2JymsYVZ5c5prv9mOdPB3p,,,review,,,7
Subway To Sally,544X9aDcwFDSon8HevRcqg,metal,,review,,,2
Los Brincos,01O7L4gnkTLgiCLcNhUAlK,,,review,,,1
Joe Pug,17cssIaAwAcgC9nZZliixv,country,,review,,,7
The Hunts,1fFdRZK1GDGXL7vRxxUWLH,pop,,review,,,9
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,pop,,review,,,9
MC Teteu,2pV4eqEWsHrgwSbuAg2fmi,,,review,,,1
Until June,1TRGzyH6KdTN5lABCu1X6E,rock,,review,,,6
niceboy ed,72IB1qSk51wyeLceXNypqR,,,review,,,1
Nahko And Medicine For The People,35fFUv2850L9CQjjNrLBpb,rock,,review,,,17
Nellie McKay,1GFVkK9DUecapOZv2HzpiN,country,,review,,,4
Chino & Nacho,5NS0854TqZQVoRmJKSWtFZ,rap,,review,,,5
Vwillz,0S7eN9KAsbAaIZtFyCn1q1,pop,,review,,,1
Blind Willie McTell,4vRyd1UZ8Eq98EppbwOBg6,jazz,,review,,,2
The Protest,3BTiVMFvgOUbi1I0WWVAbA,rock,,review,,,1
Vundabar,1W4itxt3vwhmrgLEBuVHJ6,alternative,,review,,,23
Seventh Wonder,30nUQaYp91iDcRyhr1oNn0,metal,,review,,,2
Francobollo,6l5VdhDeNOaDZylbutEyZH,alternative,,review,,,1
Her Bright Skies,2bbUP7SmbTeujkLaOa6IGI,,,review,,,3
Dax,5icKdCmMhNMYoAzVBAWt39,rap,,review,,,6
Hkeem,46XcyK8FnyCJJlvYCUwVZH,pop,,review,,,2
Lucas Lucco,06cd30Cv9US973Ika84gDw,pop,,review,,,1
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,country,,review,,,33
Halfway to Hazard,1AgABRd0De0YyZAivuPtFF,country,,review,,,3
Palito Ortega,4jCduxx9HzFKS0RrRAtVXD,pop rock,,review,,,3
The Japanese House,3IunaFjvNKj98JW89JYv9u,alternative,,review,,,13
Humming House,6ls2l3WdMnYWKS0WQKghHK,pop,,review,,,2
Steve Helms Band,3srFkHkWH15AEcO3c36miK,country,,review,,,1
Jaeden Camstra,1xOgtDBKnZvSLAgCVSOmNH,rap,,review,,,2
girli,4XX9YjNQrHTZfZz3DCX6DP,pop,,review,,,5
mansionz,2o8lOQRjzsSC8UdbNN88HN,pop,,review,,,2
Ray Peterson,7BDI9Iqt24gl4RGdS6hWs9,rock,,review,,,1
The Story So Far,6meTcQ79DrfkIuSLPZkpBg,alternative,,review,,,40
Fickle Friends,1nhSLEYdoBHG6cJ8NDwoF1,pop,,review,,,1
AHI,08Uextujt6ZT2iQmSYAJfH,country,,review,,,3
Submersed,0539gq2LM2VDs01rp8gnGz,alternative,,review,,,6
Marcelo Criminal,1SPSd5y08FaINSXacHnqVK,alternative,,review,,,1
DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,rap,,review,,,2
The Falcons,7hUrFkKBD1PWTn55l22v90,jazz,,review,,,2
Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,pop,,review,,,16
Skindred,3jTlKw98Ql1jGRPYqhqHap,metal,,review,,,2
He Is Legend,53cAPynhUIC5WFgPPfbp2r,,,review,,,3
Jars Of Clay,1lMaDSraU3oiNUsVWJLHdF,rock,,review,,,9
Never Shout Never,5pUmXBIQtqpvdV1HAy2xYC,pop,,review,,,28
Tyrese,08p7B5OtcUuVblvkQIlBhJ,soul,,review,,,4
Status Quo,4gIdjgLlvgEOz7MexDZzpM,rock,,review,,,13
Hollow Coves,7IAFAOtc9kTYNTizhLSWM6,country,,review,,,13
Luke Thompson,2Cd44ho20XhLnQu1ArHqWh,,,review,,,3
Florence Black,7ubhUvkY7FB68rfzz7DmW4,rock,,review,,,1
Coals,6epDO0nPVXpbXBUt4Otiik,alternative,,review,,,1
Picture Me Broken,7DZIhqEca85kvuwPjlC7PX,,,review,,,1
Maranatha! Gospel,1CGxlU3N3Nk3uCEoYhj9oX,soul,gospel,candidate,,,1
Rooney,78inRkIIF0n9R9I2HPoWP7,pop,,review,,,16
Tim Armstrong,7v3ZMFl1E6X4isdEaOSnk3,punk,,review,,,4
The Hard Aches,5GqFd0P1Vx3kbKyFxxTkqq,alternative,,review,,,1
Koo Koo Kanga Roo,7BZ3v2GTT5KHVmc9Gk1sRb,rap,,review,,,1
Night Club,3OUOnyTJNDDf8UreCAqJpM,pop,,review,,,1
Dark Dark Dark,3UORxcctdWi6drku1qOrol,country,,review,,,4
Harrison Storm,5Ld19xtpAR80G2boTcHaVx,country,,review,,,8
Amir Obe,6AWdGez5g1jxpfl9XD4wI3,rap,,review,,,1
Hundreds,7mTyxMGqsoIl6ofVdtjfux,alternative,,review,,,1
ELLEGARDEN,3cbd5GWGOknxmFAe77MDbk,pop rock,,review,,,10
Pretty Pacc,2QuPPChZpqAai29uqulNFe,,,review,,,2
John Anderson,3U7k7hBsHF9dy4ELW53Wrv,country,,review,,,3
R.E.M.,4KWTAlx2RvbpseOGMEmROg,rock,,review,,,30
Dresses,4Om4kO491KUeVkwTLiVQq3,,,review,,,2
Coma Cinema,4Ebry32YXxGXbI8FqhhSFu,alternative,,review,,,30
Tasha Cobbs Leonard,5YxebzzreNswbtYC1td4cx,,,review,,,24
Refuzion,1BpCQRsYuiRg1TXKR2SQe1,,,review,,,1
Stephen Bishop,3JhRHqCi8HEzkJVWt19LtN,rock,,review,,,1
Pepper,1YK8JdPbiaMSnf4hrlBkGT,reggae,,review,,,14
Landon Austin,2WROyFfIOmKtRopsTrIL52,pop,,review,,,3
Rick Danko,0OGf0iBMsn1KQhl4MClHLh,rock,,review,,,1
BLV,2mqpBPOUDYAzgzeSi5XFrs,,,review,,,1
Sunrise Avenue,1osZFzamKEXNoYk7HzWbDe,pop,,review,,,3
Holly Dunn,5RkW6o1M8sDx2FzeAEoNbH,country,,review,,,1
The Four Freshmen,7eAF64ZiDwK2rDPSrr97D9,,,review,,,1
Parokya Ni Edgar,2XHTklRsNMOOQT56Zm3WS4,reggae,,review,,,6
Shea Abshier & the Nighthowlers,1KLiY6FAImwPoU2ACGvqul,country,,review,,,2
Huntingtons,6HL0EdN1uN2ZdaLHYh5WcG,punk,,review,,,1
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,country,,review,,,7
Other Lives,3bw0A7x5AgdJsK20ai5iS6,alternative,,review,,,2
Rnla,5lKJ1MdVwexXUEEUFLI4l9,,,review,,,3
Black Star Riders,1COfrboArH3tNjlhFsG5ys,rock,,review,,,5
Kettcar,4jqmOtAaAmhgv3xsl9k5Mx,alternative,,review,,,2
Sertab Erener,4W31XN2JH8mC54NkHdh04s,jazz,,review,,,4
Desaparecidos,1H8myCcRyST1S5CcXNHiYM,alternative,,review,,,7
Harry Styles,6KImCVD70vtIoJWnq6nGn3,pop,,review,,,15
Tub Ring,4ZRsSvxF588eUkyfFRLWEn,punk,,review,,,2
The Slackers,2QRPuDfRA9LtoeGFaMikmK,punk,,review,,,9
Resistencia Suburbana,0LlH3BrcSkLqcQ1flElWNJ,reggae,,review,,,14
Matchbox,1TZLeOYelnAiEkOJnofWrj,rock,,review,,,1
SACHI,6kG0WKHsAOfWp5IsizmQxR,pop,,review,,,1
Carbon Leaf,4bofI6U62c9ZvTOrORFVwc,rock,,review,,,2
Lorde,163tK9Wjr9P9DmM0AVK7lm,pop,,review,,,24
INFINITE,1bkpTEmumLC3xc7HgMsttU,pop,,review,,,9
Fox Academy,0JqRJZzARcjmH60HwUenow,alternative,,review,,,15
The Strike,6VB4TqEl0yfaF88LYHH4wj,rap,,review,,,4
Chetes,5sIuOfUs74K1zFv5BqVaQY,rock,,review,,,1
El Jeffrey,0WfG4KbWJJoxomK5HH1kSX,,,review,,,1
Chromeo,2mV8aJphiSHYJf43DxL7Gt,alternative,,review,,,14
Mind Spiders,2gIbJxS1v5vgP6hrdFugCc,punk,,review,,,2
David Adam Byrnes,1A4vcbjzJ0M1wbuCqEY6cU,country,,review,,,1
Sportfreunde Stiller,5PwcOudItUhq3ciF9QwaXZ,alternative,,review,,,17
Cody Jinks,2v7wIbCkIzxOfT3GnqCexD,country,,review,,,75
LEDGER,3OuIyI0FYMUZtINxhQVCL3,alternative,,review,,,7
Lily Kershaw,0p0ksmwMDQlAM24TWKu4Ua,pop,,review,,,6
Josephine Collective,3DYZNxpjVQiMknt4farIZ6,pop,,review,,,1
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,rock,,review,,,41
Mokita,3sKeaby6GMSJWgYueZaSjE,pop,,review,,,16
Tony Sly,010NIu2EaWyKzN3YZ3lj0z,rock,,review,,,23
Momus,0Uuw1MHNH56xL76bTOVJE8,pop,,review,,,1
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,rock,,review,,,68
Nathan Hawes,3TCZ7tmHZOrKKwkikHcSwd,pop,,review,,,2
The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,pop rock,,review,,,54
The Brogues,4pVoDaEhrrjh7IH3xPBMdm,rock,,review,,,1
Tom Boxer,0Qz06Kvk8662UwwVMpjYet,electronic,,review,,,1
Max Stalling,3jIMY5BcCrtfd8TFcbZBXi,country,,review,,,9
The Holy Modal Rounders,5ZjKW4JhcFuOXLpuJrr8wJ,country,,review,,,1
Joyous Celebration,6jG7VTyXJjdrVP4jNjDX9W,,,review,,,4
The New Seekers,4jrTNltJtTMUfXybDdsHDn,pop rock,,review,,,1
Sero,33qje3nPM5TBq2aBFny5IT,rap,,review,,,1
Kacy & Clayton,7oJ1EabmX7ejrie3NBzn0p,alternative,,review,,,13
Stephen,64N1HzkQEXvjlJBQinWeu2,pop,,review,,,6
Nate Smith,4NYMUsIcUUsBHbV9DICa5x,country,,review,,,7
Rival Schools,558fch9H4BrW99aTfvtYrz,punk,,review,,,2
Fréro Delavega,6bebPrkEPr2xEkiHP3QkNT,pop,,review,,,4
Jordana,5Bw9kFNhy019e4IBCJZlzw,pop,,review,,,3
Paris Hilton,1vkJFCwstOoJO7yQ4lTtLK,pop,,review,,,3
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,soul,,review,,,15
Webb Pierce,1ARZrF9nU4zgdDHuBIfqMq,pop,,review,,,1
Tanya Tucker,7dmeVSH4lJqxXU7C87dKIB,country,,review,,,5
Amit Trivedi,7HCqGPJcQTyGJ2yqntbuyr,,,review,,,22
Plasmatics,4kf4d3tN0MZGpEP6BacY8j,punk,,review,,,1
Thrice,3NChzMpu9exTlNPiqUQ2DE,,,review,,,32
Vaibhav Malhotra,5wHCytYglbwzeqqfClAI1j,alternative,,review,,,1
RAYE,5KKpBU5eC2tJDzf0wmlRp2,soul,,review,,,6
Vinyl Theatre,7xSEWLsywYbocdtt3xsQsU,alternative,,review,,,5
Adam Doleac,4NsVVzuaZGk4aya8Pyacew,country,,review,,,7
Eric Krasno,6tQIsqw6DrDfdoPwOrOD6k,,,review,,,1
Slow Hollows,7qME2V5vIIPqIKCpzxQMPz,rock,,review,,,14
Jethro Heston,1Qj4wPnd5DKW7TXALK7Xfj,electronic,,review,,,1
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g,pop,,review,,,32
Santiago Cruz,5ClJtuiNlr83ua45Dvpcf7,pop,,review,,,1
Bear Vs. Shark,0svw9mPgdGcLoVgQ1Jh7Of,punk,,review,,,3
Causa Sui,1TAcaMoUlvLpTUzh18TzDY,rock,,review,,,1
The Delmore Brothers,10XMe12TQkDF6o4QPJlZFJ,country,,review,,,1
Bonobo,0cmWgDlu9CwTgxPhf403hb,rap,,review,,,5
Emapea,3BiFZY6zbND5L3MEM6niE6,rap,,review,,,1
Planetopia,5yE8mOpWjlbco6luZB04eb,electronic,,review,,,1
Manda & The Marbles,6pQRzTBJbaC20bfIFNZOwL,pop,,review,,,8
The Cure,7bu3H8JO7d0UbMoVzbo70s,rock,,review,,,29
Karan Casey,204RAaZLKLwAMTGWEEVW44,country,,review,,,2
Plácido Domingo,4pU3BpenOZFEBzORx2YBJW,pop,,review,,,4
BC Camplight,3cePP77CX6XY9b0aigzrqh,alternative,,review,,,1
Thorbjørn Risager,1ZH4VWLaW65KivEJmbhhiT,rock,,review,,,2
ayokay,4BzCdhJTyTS3gumq9xmymb,pop,,review,,,7
Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE,pop,,review,,,4
Sezairi,51sob9QZyfLff9XqvYluN5,pop,,review,,,2
Los Sinners,1KCGNxg6XmrhYGANj72c7j,rock,,review,,,1
The Swinging Blue Jeans,5gNduPlUGHsgy1w7f71obH,,,review,,,1
Front Porch Step,4UXiNDHAiv8DOSLkp0GbSm,rock,,review,,,21
Orlando Gibbons,2NkIVq5pAfIojxXjuaRVes,,,review,,,1
Legado de una Tragedia,5KNq99ZvzI0ei3NHBCCnHr,metal,,review,,,2
Walter Meego,2JfrljViGl4PxMfa3Fd6kS,,,review,,,1
A Blaze of Feather,0j7wLGDwHdUSPLkxCH3GBQ,country,,review,,,1
Pinkrush,0iPR0SceBIsSWU7GSF9XaN,pop,,review,,,1
Adestria,4hbawOk8hcny3O9jtoNPq8,metal,,review,,,1
Moderat,2exkZbmNqMKnT8LRWuxWgy,alternative,,review,,,7
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,soul,,review,,,2
Metro Station,7vXwfZyDp3spzIVNXDaTPN,pop,,review,,,7
Ruggero Leoncavallo,72auy9NefUbGecYVrTiPzq,,,review,,,1
EAV (Erste Allgemeine Verunsicherung),5PHsYIMFyXJsaxa4HjGM4k,pop,,review,,,6
Hanybal,2HdP7fpDiLWAvElYGg75gd,rap,,review,,,1
One Hope,1UyepeXL7LRzhk7a9p3Glj,soul,,review,,,4
Adeaze,24pxvLTDsfnox2HHlKf2mX,pop,,review,,,3
Hazlett,1zO3MgzmcwZLLNUQqeU2XH,alternative,,review,,,2
La Maison Tellier,41EfC0kQmOWfbW2FBGttze,pop rock,,review,,,2
Andrea Bocelli,0VtVDsLKIsyiBa1DeAdKbU,,,review,,,1
The Who,67ea9eGLXYMsO2eYQRui3w,rock,,review,,,20
Febians,3LOWODQ1bZUyz01gxmqB7I,rock,,review,,,4
Visions of Atlantis,5kanN1nKzrkW1m2gZmo82x,metal,,review,,,3
Five For Fighting,7FgMLbnZVrEnir95O0YujA,pop rock,,review,,,41
Shaman's Harvest,3pigXV2QUatr3szcb3MacR,,,review,,,11
Kelli O'Hara,7p8IggUKyVuZy23HxdiNY9,,,review,,,1
Izzy Bizu,6b5YOgXIliAozdo49vUCJQ,soul,,review,,,1
Titiyo,2s5enJCtVBAAdWD94jOIbM,pop,,review,,,2
Splashh,3dJcucBOwvm22SbpRUIgLC,rock,,review,,,3
Eric Paslay,4TONBKcqVR1LmPdfJxvkMU,country,,review,,,7
Sauze,0fL8rz3D1wx2hRRJ9uRuWV,metal,,review,,,1
The Diplomats,0P8YNJXX7QeQ8iZIUCXJgi,rap,,review,,,1
Palehound,4AgusFXPk24LCGMMplX34M,alternative,,review,,,8
M.A.G.S.,1EEbOYIZFHRuGEgL39cN3s,alternative,,review,,,2
fats'e,6XFt0iOyYmGY19gn8upF5t,rap,,review,,,1
Robyn Ottolini,2mAb9JDF63azaglqA7c9bb,pop,,review,,,5
Jesse Winchester,0LQrsY8CFvCyUAqAtiiVxw,country,,review,,,3
Nicki Bluhm,0Ti7wMIMMaYKv582YN47Hh,,,review,,,7
Dead Fish,7Lvg39k5XgXevGR767ikYI,rock,,review,,,4
Rantanplan,06L7YPmlQkpMaKz8sFJsyM,punk,,review,,,3
Set Your Goals,2Ivw6FhAZpa7kiAXWztCq5,pop,,review,,,2
Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,electronic,,review,,,4
Carpool,1GfHrs9bbnqkN3ektKmGit,alternative,,review,,,1
Generación 12,1w76rpst0I6hGUgCR2B33C,rock,,review,,,1
Moving Hearts,6fRDxctD38zU8NezZxIwqw,rock,,review,,,1
Luthea Salom,5Jk0TFgmqr6MTgoIRCaceU,alternative,,review,,,1
mxmtoon,0HthCchcL0kVLHTr113Vk1,pop,,review,,,14
Jesse Rice,053e8lWzA8BFhruid11TKQ,rock,,review,,,15
Arjen Anthony Lucassen's Star One,1W5pfX7IGyw9wCmfARg1pi,metal,,review,,,1
Burn The Priest,1PU8GCUJdAoWyWM9aL3bJI,metal,,review,,,1
Samantha Jade,5i84V8Zk7YqCN6xxb7SWgw,pop,,review,,,2
San Cisco,0Ou0138wEd8XWebhc4j7O0,alternative,,review,,,5
Angry Johnny and the Killbillies,0G14MvZtLGtQYpG82l10UL,punk,,review,,,10
Joe Jonas,7gbmX8SsfjEjxDMzBi1ZOL,pop,,review,,,1
Disme,0CXnO9kUawdDjzToSqCC3p,rap,,review,,,1
Oldelaf,7GBufLo5czrJHbWuo6gD7P,rock,,review,,,7
Russian Red,47wB3vlOd130dM3k5fADQw,alternative,,review,,,20
John Edmond,0FG3sGMdajorljcsUwlLKY,country,,review,,,6
Ram Sampath,3PpjqSKBer3obW6lDflOBx,,,review,,,1
Girls' Generation-TTS,7AKHnZVqwXYuUwWJ8UGL5q,pop,,review,,,8
Automatic Loveletter,0FjH3HTpTYoa8BUdvlWldK,pop,,review,,,8
Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,,,review,,,10
Lil Pump,3wyVrVrFCkukjdVIdirGVY,rap,,review,,,1
