file_name,file_path,title,author,key,verse,pre_chorus,chorus,bridge,full_progression
champion of the world i102450,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\champion of the world i102450,Champion Of The World,Upperroom,Bb,1 5 2 6m 1 5 2 6m 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 6m 1 5 2 6m 3m 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m,,,,1 5 2 6m 1 5 2 6m 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 3m 2 1 3m 2 1 3m 2 1 3m 2 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 6m 1 5 2 6m 3m 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m
change my heart oh god i7691,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\change my heart oh god i7691,Change My Heart oh God,Eddie Espinosa,C,1 2m 5 1 1 2m 5 1 1 2m 5 1 1 2m 5 1,,3 6m 4 5 1 6m 3 6m 2 5,,1 2m 5 1 1 2m 5 1 1 2m 5 1 1 2m 5 1 3 6m 4 5 1 6m 3 6m 2 5
children of the light i47072,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\children of the light i47072,Children of the light,Hillsong United,F#,1 b3 b6 1m b3 b7 b6 1m b6,,b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6,b7 1m b3 b7 b6 1m b7 b3 b7 1m b6,1 b3 b6 1m b3 b7 b6 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b7 1m b3 b7 b6 1m b7 b3 b7 1m b6
christ alone cornerstone i1977,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ alone cornerstone i1977,"Christ alone, Cornerstone","Edward Mote, Hillsong",Db,7 3 #4 b6m b6m 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 #4 7 7 3 #4 b6m b6m 3 #4 7,,3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7,,7 3 #4 b6m b6m 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7
christ arose i11078,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ arose i11078,Christ Arose,"Lowry, Robert (1826-1899)",C,5 2 5 1 5 3m 6 2 5 2 5 1 5 3m 6 2 5 2 5 1 5 3m 6 2,,5 1 5 6 2 5 1 5 6 1 6 2 6 2 5 1 5 2 5,,5 2 5 1 5 3m 6 2 5 2 5 1 5 3m 6 2 5 2 5 1 5 3m 6 2 5 1 5 6 2 5 1 5 6 1 6 2 6 2 5 1 5 2 5
christ is risen i3643,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ is risen i3643,Christ is Risen,"Matt Maher, Matt Maher, Mia Fieldes",E,1 4 1 4 6m 1 4 1 4 1 4 1 4 6m 1 4 1 4,,1 4 6m 1 1 4 6m,1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m,1 4 1 4 6m 1 4 1 4 1 4 1 4 6m 1 4 1 4 1 4 6m 1 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m 1 4 6m
christ jesus lay in deaths strong bands i11079,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ jesus lay in deaths strong bands i11079,Christ Jesus Lay In Death's Strong Bands,"from Walter's Geistliche Gesangbüchlein, 1524, Luther, Martin (1483-1546)",C,6,,,,6
christ returneth i11081,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ returneth i11081,Christ Returneth,"McGranahan, James (1840-1907), Turner, H. L. (18th Century)",D,5,,,,5
christ the lord is risen today i1484,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ the lord is risen today i1484,Christ The Lord Is Risen Today,"Williams, Robert (1782-1818), Wesley, Charles (1707-1788)",F,5 1 5 5 6m 2 5 1 5 6m 2 5 6m 2 5 2 6 2 5 2 5 2 3m 6 2 2 5 1 5 5 6m 2 5,,,,5 1 5 5 6m 2 5 1 5 6m 2 5 6m 2 5 2 6 2 5 2 5 2 3m 6 2 2 5 1 5 5 6m 2 5
christ who freed our souls from danger i11147,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christ who freed our souls from danger i11147,Christ Who Freed Our Souls From Danger,"from Walter's Geistliche Gesangbüchlein, 1524, Hus, John (1369-1415), Luther, Martin (1483-1546)",C,6 6,,,,6 6
christmas offering i108780,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\christmas offering i108780,Christmas Offering,Paul Baloche,G,1 4 2m 5 1 4 2m 5 1 4 2m 1 5 6m 2m 5 2 1 4 2m 1 5 6m 2m 5 4 1 6m 3 6m 5 4 1 1 4 5 1 4 5 1 4 5 2 4 5 1 4 6m 5 1 4 6m 5 1 2 5 3m 2 6 7m 3m 6 2 5 3m 2 6 7m 3m 6 5 6 7m #4 7m 6 5 2 2 5 6 2 5 6 2 5 6 3 5 6 1 5 6 2 3 2 3 2 3 6 2 3 6 2 3 6 2 3 7 2 3 6 2 3 6 2 3 6,,,,1 4 2m 5 1 4 2m 5 1 4 2m 1 5 6m 2m 5 2 1 4 2m 1 5 6m 2m 5 4 1 6m 3 6m 5 4 1 1 4 5 1 4 5 1 4 5 2 4 5 1 4 6m 5 1 4 6m 5 1 2 5 3m 2 6 7m 3m 6 2 5 3m 2 6 7m 3m 6 5 6 7m #4 7m 6 5 2 2 5 6 2 5 6 2 5 6 3 5 6 1 5 6 2 3 2 3 2 3 6 2 3 6 2 3 6 2 3 7 2 3 6 2 3 6 2 3 6
clap your hands all ye people i12385,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\clap your hands all ye people i12385,Clap Your Hands all ye people,Jimmy Owens & Carol Owens,D,1 b6 1 b6 1 5 b6 1 1 b6 1 5 1 b6 1 5 1 b6 1 5,,,,1 b6 1 b6 1 5 b6 1 1 b6 1 5 1 b6 1 5 1 b6 1 5
closer i46896,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\closer i46896,Closer,Amanda Lindsey Cook,G,#4m 6 2 #4m 6 2,,6 2 2 #4m 2 6 #4m 2,2 6 #4m 2 6 #4m,#4m 6 2 #4m 6 2 6 2 2 #4m 2 6 #4m 2 2 6 #4m 2 6 #4m
come and fill me up i42052,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and fill me up i42052,Come and Fill Me Up,Brian Doerksen,A,1 b2 1 b2 1 b2 1 b2 5 4 1 b2 1 b2 1 b2 1 b2 1 b2 5 1m 4,,2m 5 1 6m 2m 5 1 6m 1 4 5 4 1 4 5,,1 b2 1 b2 1 b2 1 b2 5 4 1 b2 1 b2 1 b2 1 b2 1 b2 5 1m 4 2m 5 1 6m 2m 5 1 6m 1 4 5 4 1 4 5
come and fill this temple i1705,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and fill this temple i1705,Come and fill this temple,"John W. Thompson, Randy Scruggs",D,4 1 5 5 4 4 1 5 1 5 5 4 5 1,,,,4 1 5 5 4 4 1 5 1 5 5 4 5 1
come and see i108603,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come and see i108603,Come And See,Lenny LeBlanc,G,1 5 4 1 4 5 1 4 5 1 5 4 1 4 5 1 5 4 1 5 4 6m 4 2m 1 5 4 2m 1 5,,,,1 5 4 1 4 5 1 4 5 1 5 4 1 4 5 1 5 4 1 5 4 6m 4 2m 1 5 4 2m 1 5
come awake i42049,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come awake i42049,Come Awake,"David Crowder, Jason Solley, Mike Hogan",G,4 #4 4 #4 1 4 #4 4 #4 1 4 #4 4 #4 1 4 #4 4 #4 1,6m 4 5 4 5 4 5 2 6m 4 5 4 5 4 5 2,1 5 4 1 5 4 1 5 4 1 5 4 6m,4 #4 4 #4 1 5 4 1,4 #4 4 #4 1 4 #4 4 #4 1 4 #4 4 #4 1 4 #4 4 #4 1 6m 4 5 4 5 4 5 2 6m 4 5 4 5 4 5 2 1 5 4 1 5 4 1 5 4 1 5 4 6m 4 #4 4 #4 1 5 4 1
come awaken love i46915,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come awaken love i46915,Come Awaken Love,Bethel Music,Eb,1 5 2 1 5 2 3m 1 #4 5 2 1 5 2 3m 1 5 2 6m 3m 2 6m 3m 2 3m 1 5,,3m 1 5 3m 1 5 3m 1 5 3m 1 5 1 5 1 5 3m 1 5 3m 1 5 6m,1 5 5 3m 2 1 5 5 3m 2,1 5 2 1 5 2 3m 1 #4 5 2 1 5 2 3m 1 5 2 6m 3m 2 6m 3m 2 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 1 5 1 5 3m 1 5 3m 1 5 6m 1 5 5 3m 2 1 5 5 3m 2
come blessed jesu come i11250,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come blessed jesu come i11250,Come Blessed Jesu Come,"from Day's Psalter, 1563, Wordsworth, Christopher (1807-1885)",G,2,,,,2
come god creator holy ghost i11084,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come god creator holy ghost i11084,"Come, God Creator, Holy Ghost","Latin, Charlemagne (742-814), Maurus, Rhabanus (776-856), Gregory the Great (c. 540-604), Ambrose of Milan (340-397)",C,b7 6,,,,b7 6
come holy ghost creator blest i11084,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come holy ghost creator blest i11084,"Come Holy Ghost, Creator Blest","Latin, Charlemagne (742-814), Maurus, Rhabanus (776-856), Gregory the Great (c. 540-604), Ambrose of Milan (340-397)",C,b7 6,,,,b7 6
come holy ghost god and lord i11085,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come holy ghost god and lord i11085,"Come Holy Ghost, God and Lord","Latin, Latin, Luther, Martin (1483-1546)",G,2 b3,,,,2 b3
come holy spirit lord our god i11085,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come holy spirit lord our god i11085,"Come Holy Spirit, Lord Our God","Latin, Latin, Luther, Martin (1483-1546)",G,2 b3,,,,2 b3
come let us worship and bow down i25627,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come let us worship and bow down i25627,Come let us worship and bow down,Dave Doherty,D,1 4 1 4 1 1 4 1 4 2m 5 4 1 5 4 2m 5 4 5 1 6m 4 5 1,,,,1 4 1 4 1 1 4 1 4 2m 5 4 1 5 4 2m 5 4 5 1 6m 4 5 1
come magnify i3295,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come magnify i3295,Come Magnify,"Dan Smith, Femi Anifalaje",G,4 5 4 6m 4 5 2m 5 1 4 5 4 6m 4 5 2m 5 1,,4 5 6m 1 4 5 6m,4 5 6m 1 4 5 6m,4 5 4 6m 4 5 2m 5 1 4 5 4 6m 4 5 2m 5 1 4 5 6m 1 4 5 6m 4 5 6m 1 4 5 6m
come now is the time to worship i135,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come now is the time to worship i135,Come Now Is the Time to Worship,Brian Doerksen,D,1 4 1 5 2m 4 1 4 1 b6 5 2m 4 b6 1,,4 1 4 1 4 6m 2m 5,,1 4 1 5 2m 4 1 4 1 b6 5 2m 4 b6 1 4 1 4 1 4 6m 2m 5
come praise and glorify i109701,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come praise and glorify i109701,Come Praise And Glorify,Bob Kauflin,A,1 1 6m 1 4 6m 1 4 1 5m 4 1 1 1 5m 4 1 1 5m 4 1 6m 1 4 6m 1 4 1 5m 4 1 1 1 1 6m 1 4 6m 1 4 1 5m 4,,6m 5 1 4 6m 5 b7 4 1,,1 1 6m 1 4 6m 1 4 1 5m 4 1 1 1 5m 4 1 1 5m 4 1 6m 1 4 6m 1 4 1 5m 4 1 1 1 1 6m 1 4 6m 1 4 1 5m 4 6m 5 1 4 6m 5 b7 4 1
come see the beauty of the lord i1481,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come see the beauty of the lord i1481,Come see the beauty of the Lord,Graham Kendrick,C,5 1 5 1 5 1 5 1 3m 1 3m 1 3m 5 3m 1 3m 4 2 6 5 1 5 1 5 1 5 1 3m b7 1 3m 1 3m 5 3m 1 3m 4 2,,,,5 1 5 1 5 1 5 1 3m 1 3m 1 3m 5 3m 1 3m 4 2 6 5 1 5 1 5 1 5 1 3m b7 1 3m 1 3m 5 3m 1 3m 4 2
come thou fount of every blessing i1521,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come thou fount of every blessing i1521,Come Thou Fount Of Every Blessing,"Nettleton, Asahel (1783-1844), Robinson, Robert (1735-1790)",Eb,7 #4 3 #4 7 #4 3 #4 7 3 7 3 7 #4 3 #4 7 7 #4 3 #4 7 #4 3 #4 7 3 7 3 7 #4 #4 3 #4 7 7 #4 3 #4 7 #4 3 #4 7 3 7 3 7 #4 #4 3 #4 7 7 #4 3 #4 7 #4 #4 3 #4 7 #4 3 7 3 7 #4 3 #4 7,,,#4 3 #4 7,7 #4 3 #4 7 #4 3 #4 7 3 7 3 7 #4 3 #4 7 7 #4 3 #4 7 #4 3 #4 7 3 7 3 7 #4 #4 3 #4 7 7 #4 3 #4 7 #4 3 #4 7 3 7 3 7 #4 #4 3 #4 7 7 #4 3 #4 7 #4 #4 3 #4 7 #4 3 7 3 7 #4 3 #4 7 #4 3 #4 7
come thou longexpected jesus i6496,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come thou longexpected jesus i6496,"Come, Thou Long-Expected Jesus","from Southern Harmony, Wesley, Charles (1707-1788)",C,6 6,,,,6 6
come to the waters i47359,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come to the waters i47359,Come to the waters,New wine worship,G,1 6m 4 1 5 1 6m 4 1 5 1 1 6m 4 1 5 1 6m 4 1 5 1,,6m 4 b6 5 6m 4 3m 5 6m 4 b6 5 6m 4 b6 5 5 6m 5 6m 4 b6 5 5 6m 4 b6 5,2m 1 5 2m 1 6m b6 2m 1 5 2m 1 6m b6 5,1 6m 4 1 5 1 6m 4 1 5 1 1 6m 4 1 5 1 6m 4 1 5 1 6m 4 b6 5 6m 4 3m 5 6m 4 b6 5 6m 4 b6 5 5 6m 5 6m 4 b6 5 5 6m 4 b6 5 2m 1 5 2m 1 6m b6 2m 1 5 2m 1 6m b6 5
come to the way i87201,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\come to the way i87201,Come to the Way,Philip Moolman,C,1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 6m 1 5,6m 5 4 1 5 6 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5,4 5 1 4 5 4 5 6m 4 5 4 5 1 4 5 4 5 6m 4 2 4 5 1 4 5 4 5 6m 4 2,,1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 6m 1 5 6m 5 4 1 5 6 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 4 5 1 4 5 4 5 6m 4 5 4 5 1 4 5 4 5 6m 4 2 4 5 1 4 5 4 5 6m 4 2
comfort comfort ye my people i11088,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\comfort comfort ye my people i11088,"Comfort, Comfort Ye My People","from Trente Quatre Pseaumes de David, Geneva, 1551, Olearius (Oelschlaeger), Johann (1611-1684)",F,3 3 4,,,,3 3 4
consume me i42054,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\consume me i42054,Consume Me,"Ross King, John Sherrill",A,4 1 4 1 6m 5 4 1m 6m 5 4 1m,,1 5 6m 4 1 5 4 5 1 5 6m 4 1 5 4 1,,4 1 4 1 6m 5 4 1m 6m 5 4 1m 1 5 6m 4 1 5 4 5 1 5 6m 4 1 5 4 1
consuming fire i2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\consuming fire i2,Consuming Fire,Tim Hughes,G,6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 1 2m 1 5 2m 1 5 2,,1 5 6m 4 2 1 5 6m 5 4,4 5 6m 1 2,6m 5 1 4 6m 5 4 6m 5 1 4 6m 5 1 2m 1 5 2m 1 5 2 1 5 6m 4 2 1 5 6m 5 4 4 5 6m 1 2
consuming fire i42055,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\consuming fire i42055,Consuming Fire,Third Day,D,5 b7 1 5 b7 1 5 b7 1 5 b7 1 1 b7 4 2,,5 b3 b7 4 5 5 b3 1 5 b3 b7 4 5 5 b3 1 5 b7,2m 4 1 5m 5 2m 4 1 5,5 b7 1 5 b7 1 5 b7 1 5 b7 1 1 b7 4 2 5 b3 b7 4 5 5 b3 1 5 b3 b7 4 5 5 b3 1 5 b7 2m 4 1 5m 5 2m 4 1 5
convinced i48824,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\convinced i48824,Convinced,Jake Hamilton,E,1m b6 b7 4m 1m b6 b7 4m b6 b7 1m b6 1m b6 b3 b7 1m b6 b3 b7,,1m b6 b3 b7 1m b3 b7 4,,1m b6 b7 4m 1m b6 b7 4m b6 b7 1m b6 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b3 b7 4
cornerstone i1977,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cornerstone i1977,Cornerstone,"Edward Mote, Hillsong",Db,7 3 #4 b6m b6m 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 #4 7 7 3 #4 b6m b6m 3 #4 7,,3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7,,7 3 #4 b6m b6m 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7
covenant song i42058,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\covenant song i42058,Covenant Song,Caedmon's Call,G,5 1 4 5 1 5 1 4 5 5 1 4 5 1 2 5 1 4 5 5 1 4 5 1 5 1 4 5 2 2 2,,1 2 5 2 5 1 6m 4 1 4 1 2 5 2 5 1 6m 4 1 4 5 4,,5 1 4 5 1 5 1 4 5 5 1 4 5 1 2 5 1 4 5 5 1 4 5 1 5 1 4 5 2 2 2 1 2 5 2 5 1 6m 4 1 4 1 2 5 2 5 1 6m 4 1 4 5 4
create in me a clean heart i1683,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\create in me a clean heart i1683,Create In Me A Clean Heart,"Andy Gilbert, Keith Green",G,1 5 4 1 2 5 4 1 2 4 5 1 6m 4 5 1 1 4 5 3m 6m 4 5 4 1 2,,,,1 5 4 1 2 5 4 1 2 4 5 1 6m 4 5 1 1 4 5 3m 6m 4 5 4 1 2
creator spirit holy dove i11084,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\creator spirit holy dove i11084,"Creator, Spirit, Holy Dove","Latin, Charlemagne (742-814), Maurus, Rhabanus (776-856), Gregory the Great (c. 540-604), Ambrose of Milan (340-397)",C,b7 6,,,,b7 6
crown him with many crowns i3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\crown him with many crowns i3,Crown Him with Many Crowns,"Elvey, George Job (1816-1893), Bridges, Matthew (1800-1894), Thring, Godfrey (1823-1903)",D,1 6m 4 1 4 b6 5 5 1 6m 2 5 1 5 2 5 5 1 4 2 5 5 1 4 2m 1 2m 5 1 b6 1 6m 4 1 4 b6 5 5 1 6m 2 5 1 5 2 5 5 1 4 2 5 5 1 4 2m 1 2m 5 1 1 6m 4 1 4 b6 5 5 1 6m 2 5 1 5 2 5 5 1 4 2 5 5 1 4 2m 1 2m 5 1,,,,1 6m 4 1 4 b6 5 5 1 6m 2 5 1 5 2 5 5 1 4 2 5 5 1 4 2m 1 2m 5 1 b6 1 6m 4 1 4 b6 5 5 1 6m 2 5 1 5 2 5 5 1 4 2 5 5 1 4 2m 1 2m 5 1 1 6m 4 1 4 b6 5 5 1 6m 2 5 1 5 2 5 5 1 4 2 5 5 1 4 2m 1 2m 5 1
crowns i47180,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\crowns i47180,Crowns,Hillsong Worship,G,1 4 1 2 6m 5 2 6m 4 1 5 1 b3 1 4 1 5 1 4 1 1 5 1,,4 1 5 6m 4 1 5 6m 4 b3 1 5 6m 4 1 5 b2 1 1 1,4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4,1 4 1 2 6m 5 2 6m 4 1 5 1 b3 1 4 1 5 1 4 1 1 5 1 4 1 5 6m 4 1 5 6m 4 b3 1 5 6m 4 1 5 b2 1 1 1 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4
cry for mercy i42062,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cry for mercy i42062,Cry for Mercy,Jeffrey B. Scott,E,1 4 1 4 6m 4 6m 4 1 5 4,,1 4 6m 4 1 5 4 1 4 6m 4 1 5 4,,1 4 1 4 6m 4 6m 4 1 5 4 1 4 6m 4 1 5 4 1 4 6m 4 1 5 4
cry holy i42061,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cry holy i42061,Cry Holy,"Andrew Thompson, Marc Byrd, Rick Heil",E,1 #4 6m 1 #4 6m 1 #4 6m 1 #4 6m,,#4 1 6m #4 1 6m,,1 #4 6m 1 #4 6m 1 #4 6m 1 #4 6m #4 1 6m #4 1 6m
cry in my heart i42063,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cry in my heart i42063,Cry in My Heart,Jon and Tim Neufeld,D,1 5 5 2m 5 1 5 5 5 2m 5 5,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 5,4 1 5 6m 4 1 5 6m,,1 5 5 2m 5 1 5 5 5 2m 5 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 5 4 1 5 6m 4 1 5 6m
cry out to jesus i46802,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\cry out to jesus i46802,Cry Out To Jesus,Third Day,C,1 4 6m 5 1 4 6m 5 b6 5 1 4 6m 5 1 4 6m 5 1 4 6m 6 5 6,,4 1 6m 5 4 1 6m 5 4 1 4 6m 5 1,6m 5 1 4 6m 5 4,1 4 6m 5 1 4 6m 5 b6 5 1 4 6m 5 1 4 6m 5 1 4 6m 6 5 6 4 1 6m 5 4 1 6m 5 4 1 4 6m 5 1 6m 5 1 4 6m 5 4
d g i12412,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\d g i12412,D - G,"Lindell Cooley, Kim Walker-Smith, Jesus Culture",D,1 1 2m 5 4 1 5 6m 4 2m 1 5 1 1 4 5 6m 1 4 2m 1 1 4 b6 5 6m 2m 1 b6 5 4 1 2m 5 4 1 2m 5 1,,,,1 1 2m 5 4 1 5 6m 4 2m 1 5 1 1 4 5 6m 1 4 2m 1 1 4 b6 5 6m 2m 1 b6 5 4 1 2m 5 4 1 2m 5 1
dance dance i42064,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\dance dance i42064,"Dance, Dance","Kate Hurley, Michelle Patterson",D,1 4 1 5 1 4 1 5 1 4 1 5 1 4 1,,1 4 1 5 1 4 1 5 1 5,,1 4 1 5 1 4 1 5 1 4 1 5 1 4 1 1 4 1 5 1 4 1 5 1 5
dancing generation i3284,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\dancing generation i3284,Dancing Generation,Matt Redman,D,1 6m 4 1 1 6m 4 1,2m 1 5 4 5,1 5 2m 4 1 1 5 2m 4 1,,1 6m 4 1 1 6m 4 1 2m 1 5 4 5 1 5 2m 4 1 1 5 2m 4 1
day of wrath o day of mourning i11089,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\day of wrath o day of mourning i11089,"Day of Wrath, O Day of Mourning","Dykes, John Bacchus (1823-1876), Thomas of Celano (13th Century)",F,3,,,,3
days of elijah i3285,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\days of elijah i3285,Days of Elijah,Robin Mark,G,1 4 1 5 1 1 4 5 1 3m 6m 4 5 1 4 6m 5 1 1 4 5 1 b3 1 4 5 1 3m 6m 4 5 b3 1 4 6m 5 1,,1 5 1 4 1 5 1 4 1 5 1,1 4 1 5,1 4 1 5 1 1 4 5 1 3m 6m 4 5 1 4 6m 5 1 1 4 5 1 b3 1 4 5 1 3m 6m 4 5 b3 1 4 6m 5 1 1 5 1 4 1 5 1 4 1 5 1 1 4 1 5
dear christians one and all rejoice i11090,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\dear christians one and all rejoice i11090,"Dear Christians, One and All Rejoice","from Klug's Geistliche Lieder, Wittenberg, 1533, Luther, Martin (1483-1546)",G,2 2 2 2 2m 2m,,,,2 2 2 2 2m 2m
deeper in love i42068,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\deeper in love i42068,Deeper in Love,"Paul Baloche, Geoffrey Cueller, Sandy Hoffman and Ed Kerr",D,1 4 5 1 5 3m 6m 4 4 5 5 6m 6m 4 1 b6 2m 1 4 4 1 4 5 1 3m 6m 4 4 5 6m 6m 4 1 5 2m 1 4 4,,5 1 3m 6m 6m 2m 1 4 5 1 5 6m 6m 4 1 2m 4 5 1,,1 4 5 1 5 3m 6m 4 4 5 5 6m 6m 4 1 b6 2m 1 4 4 1 4 5 1 3m 6m 4 4 5 6m 6m 4 1 5 2m 1 4 4 5 1 3m 6m 6m 2m 1 4 5 1 5 6m 6m 4 1 2m 4 5 1
