title,artist,song_key,display_key,intro,pre_chorus,chorus,bridge,outro,full_progression
Bursting With Love,Citipointe Live,Em,G,,6m 5 4 6m 5 4,6m 5 4 6m 5 4 5 6m 4 1 5 6m 4,6m 5 1 4 6m 5 1 4,,6m 5 4 6m 5 4 6m 5 4 6m 5 4 5 6m 4 1 5 6m 4 6m 5 1 4 6m 5 1 4
Captivated,Citipointe Live,G,G,,6m 5 4 6m 5 4,6m 5 4 6m 5 4 1 4 1 4 5 6m 4 5 6m 5 4 6m 5 4 1 4 1 4 5 6m 4 5 1 4 1 4 5 6m 4 5,6m 4 1 5 4 1 5,,6m 5 4 6m 5 4 6m 5 4 6m 5 4 1 4 1 4 5 6m 4 5 6m 5 4 6m 5 4 1 4 1 4 5 6m 4 5 1 4 1 4 5 6m 4 5 6m 4 1 5 4 1 5
Commission My Soul,Citipointe Live,Am,C,6m 1 4 6m 1 4,2m 1 2m 1 5m 4,2m 1 2m 1 5m 4 6m 1 4 4 6m 1 4 4 2m 1 2m 1 5m 4 6m 1 4 4 6m 1 4 4 1 4 6m 5m 4,1 4 6m 5m 4,,6m 1 4 6m 1 4 2m 1 2m 1 5m 4 2m 1 2m 1 5m 4 6m 1 4 4 6m 1 4 4 2m 1 2m 1 5m 4 6m 1 4 4 6m 1 4 4 1 4 6m 5m 4 1 4 6m 5m 4
Desperate For Your Heart,Citipointe Live,A,A,,5 4 5 4,5 4 5 4 1 5 6m 4 5 1,4 2m 1 6m 5 4 2m 6m 5,,5 4 5 4 5 4 5 4 1 5 6m 4 5 1 4 2m 1 6m 5 4 2m 6m 5
Devoted,Citipointe Live,G,G,1 4 5,4 b3m 1 5,4 b3m 1 5 1 5 4 2m 6m 5 4 5,6m 1 b3m 5,,1 4 5 4 b3m 1 5 4 b3m 1 5 1 5 4 2m 6m 5 4 5 6m 1 b3m 5
Dominion,Citipointe Live,Em,G,6m 1 4,2m 1 4 6m 5 4 5,2m 1 4 6m 5 4 5 1 4 6m 4 6m 5 6m 5 4 2m 1 4 6m 5 4 2m 1 4 6m 5 4 5,4 5 6m 4 5 6m 4 5 6m 4 5 1,,6m 1 4 2m 1 4 6m 5 4 5 2m 1 4 6m 5 4 5 1 4 6m 4 6m 5 6m 5 4 2m 1 4 6m 5 4 2m 1 4 6m 5 4 5 4 5 6m 4 5 6m 4 5 6m 4 5 1
El Shaddai,Citipointe Live,G,G,1 5 4 5 1 1,,1 1 4 5,6m 5 4 5,,1 5 4 5 1 1 1 1 4 5 6m 5 4 5
Encounter Me,Citipointe Live,Gm,A#,,,6m 5 1 2m 6m 5 1 2m,6m 5 1 2m,,6m 5 1 2m 6m 5 1 2m 6m 5 1 2m
For The Cross,Citipointe Live,A,A,1 5 1 5,,1 5 6m 1 1 5 6m 1 1 5 1 5 1 5 6m 1 1 5 6m 1,1 5 1 5 3m 1 6m 2 3m 1 6m 2,,1 5 1 5 1 5 6m 1 1 5 6m 1 1 5 1 5 1 5 6m 1 1 5 6m 1 1 5 1 5 3m 1 6m 2 3m 1 6m 2
Forever You Remain,Citipointe Live,Am,C,,6m 5 4 5 6m 5 4 5,6m 5 4 5 6m 5 4 5 1 5 6m 4 1 5 6m 4,6m 5 1 2m 6m 5 1 2m,,6m 5 4 5 6m 5 4 5 6m 5 4 5 6m 5 4 5 1 5 6m 4 1 5 6m 4 6m 5 1 2m 6m 5 1 2m
God Of The Universe,Citipointe Live,Bm,D,6m 1 4 6m 1 4 6m 1 5 4 6m 1 4 5 6m 4 6m 5 4 2m 6m 5 1 4 1 5 6m 4 1 5 6m 4,,,,,6m 1 4 6m 1 4 6m 1 5 4 6m 1 4 5 6m 4 6m 5 4 2m 6m 5 1 4 1 5 6m 4 1 5 6m 4
Greater Is,Citipointe Live,Gb,Gb,,,b7 2m 1 b7 2m 1 2m 1 b7 b7 2m 1 b7 2m 1 2m 1 b7,b7 1 2m 1,,b7 2m 1 b7 2m 1 2m 1 b7 b7 2m 1 b7 2m 1 2m 1 b7 b7 1 2m 1
Heart On Fire,Citipointe Live,F,F,1 3m 2,1 3m 2,1 3m 2 1 3m 5 2 1 3m 5 2,1 2 6m 5 2 1 1 2 6m 5 2 1,,1 3m 2 1 3m 2 1 3m 2 1 3m 5 2 1 3m 5 2 1 2 6m 5 2 1 1 2 6m 5 2 1
Heart Open Wide,Citipointe Live,Am,C,,,1 5 4 6m 1 4,4 5 4 5 4 5 4 5,,1 5 4 6m 1 4 4 5 4 5 4 5 4 5
Higher Wider Deeper,Citipointe Live,F,F,,4 5 6m 2m 4 5,4 5 6m 2m 4 5 1 6m 5 4,5 6m 4 5 6m 4 3 5 6m 4 1,,4 5 6m 2m 4 5 4 5 6m 2m 4 5 1 6m 5 4 5 6m 4 5 6m 4 3 5 6m 4 1
Holy Ground,Citipointe Live,A,A,1 b2 b2 1 4m 5 4m 4 5 4,,1 b2 b2 1 4m 5 4m 4 5 4 1 b2 b2 1 4m 5 4m 4 5 4,b2 1 b2 1 4 4m 4 4m b2 1 b2 1 4 #4 b2 1 b2 1 4 4m 4 4m b2 1 b2 1 4 #4,,1 b2 b2 1 4m 5 4m 4 5 4 1 b2 b2 1 4m 5 4m 4 5 4 1 b2 b2 1 4m 5 4m 4 5 4 b2 1 b2 1 4 4m 4 4m b2 1 b2 1 4 #4 b2 1 b2 1 4 4m 4 4m b2 1 b2 1 4 #4
Hope Is Erupting,Citipointe Live,E,E,,1 4 5 4 1 4 5 4,1 4 5 4 1 4 5 4 1 4 1 4,6m 4 1 5,,1 4 5 4 1 4 5 4 1 4 5 4 1 4 5 4 1 4 1 4 6m 4 1 5
If Not For Love,Citipointe Live,Am,C,6m 4 5 4,4 5 b7 4,4 5 b7 4 1 b7 4 1 b7 4 4 5 b7 4 1 b7 4 1 b7 4,4 5 6m 5 4 5 4 5 1,,6m 4 5 4 4 5 b7 4 4 5 b7 4 1 b7 4 1 b7 4 4 5 b7 4 1 b7 4 1 b7 4 4 5 6m 5 4 5 4 5 1
Im Alive,Citipointe Live,Gm,A#,6m 1 4 2m,4 5 1 2m 4 5 2m,4 5 1 2m 4 5 2m 6m 1 4 2m 6m 1 4 2m 6m 5 4 6m 5 1 4 6m 5 4 2m,6m 1 2m 6m 1 2m 6m 1 2m 6m 1 2m,,6m 1 4 2m 4 5 1 2m 4 5 2m 4 5 1 2m 4 5 2m 6m 1 4 2m 6m 1 4 2m 6m 5 4 6m 5 1 4 6m 5 4 2m 6m 1 2m 6m 1 2m 6m 1 2m 6m 1 2m
In The Highest,Citipointe Live,C,C,1 5 2,1 3m 5 1 b2 2,1 3m 5 1 b2 2 1m 2 1 2 1,3m 2 5 3m 2 5 5 3m 2 5 3m 2 5,,1 5 2 1 3m 5 1 b2 2 1 3m 5 1 b2 2 1m 2 1 2 1 3m 2 5 3m 2 5 5 3m 2 5 3m 2 5
Into The Deep,Citipointe Live,Am,C,,,1 5 4 6m 5 6m 5 4 6m 5,6m 5 4 5 6m 5 4 5,,1 5 4 6m 5 6m 5 4 6m 5 6m 5 4 5 6m 5 4 5
Into The Deep,Citipointe Live,G,G,,,1 5 4 6m 5 6m 5 4 6m 5,6m 5 4 5 6m 5 4 5,,1 5 4 6m 5 6m 5 4 6m 5 6m 5 4 5 6m 5 4 5
Jesus Forever,Citipointe Live,Em,G,,,1 6m 5 2m 1 5 4,4 5 6m 4 5 6m,,1 6m 5 2m 1 5 4 4 5 6m 4 5 6m
Lift My Praise Up,Citipointe Live,A,A,,,1 4 5 1 4 5 4 5 1 4 5 1 4 5 4 5 1 4 5 1 4 5 4 5 4 5,,,1 4 5 1 4 5 4 5 1 4 5 1 4 5 4 5 1 4 5 1 4 5 4 5 4 5
Lighthouse,Citipointe Live,G,G,,6m 4 1 5 6m 4 5,6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,6m 4 1 5,,6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5
Mystery,Citipointe Live,A,A,1 2 3m 2,6m 1 6m 2,6m 1 6m 2 3m 1 6m 2 3m 1 6m 2 6m 6m 1 6m 2 3m 1 6m 2 3m 1 6m 2 6m 3m 1 6m 2 3m 1 6m 2 6m,1 2 3m 2 1 2 3m 2 1 2 1 2 3m 2 1 2 3m 2 1 2 1 2 1 2 1 2 1,,1 2 3m 2 6m 1 6m 2 6m 1 6m 2 3m 1 6m 2 3m 1 6m 2 6m 6m 1 6m 2 3m 1 6m 2 3m 1 6m 2 6m 3m 1 6m 2 3m 1 6m 2 6m 1 2 3m 2 1 2 3m 2 1 2 1 2 3m 2 1 2 3m 2 1 2 1 2 1 2 1 2 1
Name Of Jesus,Citipointe Live,C,C,1 4 6m 4,,1 5 6m 4 1 4 5 1 4 6m 4 1 5 6m 4 1 4 5 6m 4 1 5 1 5 6m 4 1 4 5 1 5 6m 4 1 4 5 1,6m 4 1 5,,1 4 6m 4 1 5 6m 4 1 4 5 1 4 6m 4 1 5 6m 4 1 4 5 6m 4 1 5 1 5 6m 4 1 4 5 1 5 6m 4 1 4 5 1 6m 4 1 5
Oh Your Love,Citipointe Live,A,A,,5 2 3m 1 5 2 3m,5 2 3m 1 5 2 3m 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2 5 2 3m 1 5 2 3m 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2,,,5 2 3m 1 5 2 3m 5 2 3m 1 5 2 3m 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2 5 2 3m 1 5 2 3m 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2 5 2 3m 1 5 2 3m 1 5 2 1 5 2 1 5 2 1 5 2
Once And For All,Citipointe Live,Dm,F,,2 3m 1 2 2 3m 1 2,2 3m 1 2 2 3m 1 2 5 2 3m 1,5 2 3m 1 5 5 2 3m 1 7,,2 3m 1 2 2 3m 1 2 2 3m 1 2 2 3m 1 2 5 2 3m 1 5 2 3m 1 5 5 2 3m 1 7
One God,Citipointe Live,C#m,E,,,4 5 4 5 1 4 6m 4 6m 4 5,4 5 4 5 6m 1 5 4,,4 5 4 5 1 4 6m 4 6m 4 5 4 5 4 5 6m 1 5 4
One God,Citipointe Live,C#m,E,6m 4 5,4 5 4 5,4 5 4 5 1 4 6m 4 6m 4 5,4 5 4 5 6m 1 5 4,,6m 4 5 4 5 4 5 4 5 4 5 1 4 6m 4 6m 4 5 4 5 4 5 6m 1 5 4
Presence Power Glory,Citipointe Live,A,A,1 5 6m 4,4 6m 1 5 1 4,4 6m 1 5 1 4 1 5 6m 4 1 5 6m 4,1 5 6m 4,,1 5 6m 4 4 6m 1 5 1 4 4 6m 1 5 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4
Rise And Stand,Citipointe Live,C,C,1 3m 5 2 1 3m 5 2 1 3m 5 2,,,1 3m 2,,1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 2
Sacred Name Yahweh,Citipointe Live,Em,G,,5 1 1 4 5 1 1 4,5 1 1 4 5 1 1 4 6m 1 4 6m 1 4 5 6m 1 4 6m 1 4,1 5 4 5 6m 1 4,,5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 6m 1 4 6m 1 4 5 6m 1 4 6m 1 4 1 5 4 5 6m 1 4
Son Of The Living God,Citipointe Live,G,G,1 4 1,,1 5 6m 4 b7 4 b3 4 1 5 6m 4 1 b7 2m 4 1,4 1 4 1 5 6m 5 1 4 1 5,,1 4 1 1 5 6m 4 b7 4 b3 4 1 5 6m 4 1 b7 2m 4 1 4 1 4 1 5 6m 5 1 4 1 5
Statement Of Love,Citipointe Live,D,D,,6m 5 4,6m 5 4 1 2m 4 6m 5 4,,,6m 5 4 6m 5 4 1 2m 4 6m 5 4
Surrender,Citipointe Live,F,F,,,1 4 6m 4 1 4 6m 4,6m 4 1,,1 4 6m 4 1 4 6m 4 6m 4 1
Surrender,Citipointe Live,G,G,,,1 4 6m 4 1 4 6m 4,6m 4 1,,1 4 6m 4 1 4 6m 4 6m 4 1
The Ninety Nine,Citipointe Live,G,G,1 5 6m 4,,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4,1 5 6m 4 1 5 6m 4 1 5 6m 4 1,,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1
The Overcomer,Citipointe Live,Am,C,,6m 4 1 5 6m 4 1 5,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,4 5 6m 1 4 5 6m 1,,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4 5 6m 1 4 5 6m 1
Three Nails,Citipointe Live,A,A,,5 4 4 1 4 1 1 6m 4,5 4 4 1 4 1 1 6m 4 5 4 4 1 4 5 4 4 1 1 4 5 4 1 5 4 4 1 1 5 4 4 1,,,5 4 4 1 4 1 1 6m 4 5 4 4 1 4 1 1 6m 4 5 4 4 1 4 5 4 4 1 1 4 5 4 1 5 4 4 1 1 5 4 4 1
Three Nails,Citipointe Live,A,A,,5 4 4 4 5 4 4 4,5 4 4 4 5 4 4 4 5 2m 1 5 2m 4 1 1 5 2m 4 1,,,5 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 2m 1 5 2m 4 1 1 5 2m 4 1
Wildfire,Citipointe Live,A,A,b2 1 b2 1,,1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4,1 1m 4m 4 1 1m 4m 4 1 1m 4m 4,,b2 1 b2 1 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 b2 1m 1m 4m 4 1 1m 4m 4 1 1m 4m 4 1 1m 4m 4
You Alone,Citipointe Live,E,E,,,4 5 1 4 5 4,1 5 4,,4 5 1 4 5 4 1 5 4
You Alone,Citipointe Live,E,E,,4 6m 2m 5,4 6m 2m 5 1 4 6m 5 4,1 6m 5 4,,4 6m 2m 5 4 6m 2m 5 1 4 6m 5 4 1 6m 5 4
You Are My Freedom,Citipointe Live,E,E,1,6m 3m 2 2 6m 3m 2 2,6m 3m 2 2 6m 3m 2 2 1 3m 2 2 1 3m 5 2,1 3m 5 2 1 3m 5 2,,1 6m 3m 2 2 6m 3m 2 2 6m 3m 2 2 6m 3m 2 2 1 3m 2 2 1 3m 5 2 1 3m 5 2 1 3m 5 2
You Reign,Citipointe Live,G,G,1 1 4 4,5 6m 5 b7,5 6m 5 b7 1 1 4 4 6m 5 4 5 6m 4,1 4 6m 4,,1 1 4 4 5 6m 5 b7 5 6m 5 b7 1 1 4 4 6m 5 4 5 6m 4 1 4 6m 4
Common People,Church Of Rhythm,C,C,,,1 5 6m 4 1 5 6m 4 6m 5 4 6m 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 2m 6m 4 1 5 2m 6m 4 1 5 6m 5 4 6m 5 4,,,1 5 6m 4 1 5 6m 4 6m 5 4 6m 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 2m 6m 4 1 5 2m 6m 4 1 5 6m 5 4 6m 5 4
Life Is Worth Fighting For,Church Of Rhythm,G,G,,,1 2m 6m 6m 1 2m 1 1 1 4 6m 6m 1 4 1 1 1 4 6m 6m 1 4 1 1,,,1 2m 6m 6m 1 2m 1 1 1 4 6m 6m 1 4 1 1 1 4 6m 6m 1 4 1 1
Not Perfect,Church Of Rhythm,D,D,,,2m 1 4 5 6m 2m 5,,,2m 1 4 5 6m 2m 5
Strayed,Church Of Rhythm,E,E,1 5 6m 1 #4 1 #4 1 #4 1 #4,,1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 #4 1 #4 1 #4 1 #4 1 #4 1 #4 1 #4 1 #4 #4 6m #4 6m #4 6m #4 6m,,,1 5 6m 1 #4 1 #4 1 #4 1 #4 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 #4 1 #4 1 #4 1 #4 1 #4 1 #4 1 #4 1 #4 #4 6m #4 6m #4 6m #4 6m
The Lord Is Good,Chuck Hooten,B,B,1 b6 1 5 4 5,,1 1 4 4,1 5 4 5 1,,1 b6 1 5 4 5 1 1 4 4 1 5 4 5 1
No Not One,Christy Nockels; Brandon Heath; Casting Crowns,C,C,1,4 2m,4 2m 4 1 b7 5 4 1 b7 5 4 1 b7 5 4 1 5 4 2m,4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5,,1 4 2m 4 2m 4 1 b7 5 4 1 b7 5 4 1 b7 5 4 1 5 4 2m 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5
My Anchor,CHRISTY NOCKELS PASSION,Bb,Bb,1 3m 2 1 3m 2,,b6 5 3m 2 b6 5 2 b6 5 3m 2 1 2 5 5 1 5 3m 2 1 2 3m 1 2 3m 1 2 5,5 1 2 5 1 2 5 1 2 5 1 2 5 1 2 5 1 2,,1 3m 2 1 3m 2 b6 5 3m 2 b6 5 2 b6 5 3m 2 1 2 5 5 1 5 3m 2 1 2 3m 1 2 3m 1 2 5 5 1 2 5 1 2 5 1 2 5 1 2 5 1 2 5 1 2
A Mighty Fortress,Christy Nockels,Am,C,6m 4 6m 4,,1 4 6 2m 6m 5 6 1 4 2m 6m 5 1 4 b7 2m 1 4 b7 2m 3 2m 6m b6 5 2m 6m b6 5 6m 5 1 2m 1 5 6,1 4 2m b6 1 4 2m b6,,6m 4 6m 4 1 4 6 2m 6m 5 6 1 4 2m 6m 5 1 4 b7 2m 1 4 b7 2m 3 2m 6m b6 5 2m 6m b6 5 6m 5 1 2m 1 5 6 1 4 2m b6 1 4 2m b6
Already All I Need,Christy Nockels,G,G,1 5 b3,,1 2 b6 5 1 b3 2 1 2 b6 5 1 2 3m 1 b3 1 2 b6 5 1 b3 2 1 2 b6 5 1 2 3m 1 b3 5 6m 5 1 2 b6 5 1 b3 2 1 2 b6 5 1 2 3m 1 b3,1 5 2 1 5 2 6m 3m 2 1 5 2 1 5 b3 2,,1 5 b3 1 2 b6 5 1 b3 2 1 2 b6 5 1 2 3m 1 b3 1 2 b6 5 1 b3 2 1 2 b6 5 1 2 3m 1 b3 5 6m 5 1 2 b6 5 1 b3 2 1 2 b6 5 1 2 3m 1 b3 1 5 2 1 5 2 6m 3m 2 1 5 2 1 5 b3 2
By Our Love,Christy Nockels,G,G,,,5 4 1 5 4 1 5 6m 5 4 1 2m 5 1,,,5 4 1 5 4 1 5 6m 5 4 1 2m 5 1
Captivate Us,Christy Nockels,G,G,4 1,,4 5 3m 6m 4 5 1 4 5 3m 6m 4 5 4 5 b3 5 1 4 5 b3 5 1 4 5 1 5 6m b3 2m 1 1,,,4 1 4 5 3m 6m 4 5 1 4 5 3m 6m 4 5 4 5 b3 5 1 4 5 b3 5 1 4 5 1 5 6m b3 2m 1 1
Carry Your Name,Christy Nockels,G,G,1 3m 2,,1 3m b6 5 b3 2 1 3m b6 5 b3 2,b6 5 b6 5 3m b3 2 b6 5 b6 5 3m b3 2,,1 3m 2 1 3m b6 5 b3 2 1 3m b6 5 b3 2 b6 5 b6 5 3m b3 2 b6 5 b6 5 3m b3 2
Choose,Christy Nockels,C,C,,6m 4 2m 5 5 b7,6m 4 2m 5 5 b7 1 5m b7 4 1 5m b7 4 5 6m 4 1 3m 6m b7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,,,6m 4 2m 5 5 b7 6m 4 2m 5 5 b7 1 5m b7 4 1 5m b7 4 5 6m 4 1 3m 6m b7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
Everything Is Mine In You,Christy Nockels,C,C,1 4,,1 5 4 1 5 4 1 1 6m 4 1,4 5 4 5 4 4 5 5 4,,1 4 1 5 4 1 5 4 1 1 6m 4 1 4 5 4 5 4 4 5 5 4
For Your Splendor,Christy Nockels,F,F,,,1 5 2 3m 1 5 b3 2 1 5 2 6m 1 2 1 5 1 5,1 2 6m 5 1 2 6m 5 1 2 6m 5 1 2 1 5 1 5,,1 5 2 3m 1 5 b3 2 1 5 2 6m 1 2 1 5 1 5 1 2 6m 5 1 2 6m 5 1 2 6m 5 1 2 1 5 1 5
Freedom Song,Christy Nockels,A,A,1 b2 5 1 b2 5 1 b2 5,,1 4 6m 5 4 1 5 4 6m 5 4 5 4 6m 4 6m 4 6m 4 1 1 4 6m 5 4 1 5 4 6m 5 4 5,1 b2 5 1 b2 5 1 b2 5 1 b2 1 b2 5 1 b2 5 1 b2 5 1,,1 b2 5 1 b2 5 1 b2 5 1 4 6m 5 4 1 5 4 6m 5 4 5 4 6m 4 6m 4 6m 4 1 1 4 6m 5 4 1 5 4 6m 5 4 5 1 b2 5 1 b2 5 1 b2 5 1 b2 1 b2 5 1 b2 5 1 b2 5 1
Healing Is In Your Hands,Christy Nockels,D,D,1 b6 2m 5,,1 b6 2m 5 4 1 3m 4 1 b6 2m 5 4 1 3m 4 4,,,1 b6 2m 5 1 b6 2m 5 4 1 3m 4 1 b6 2m 5 4 1 3m 4 4
Hosanna,Christy Nockels,Bm,D,6m 1 2m 5,,1 4 5 6m 4 5,6m 1 2m 1 4 5 1 6m 4 5 6m 4 5 1 6m 4 5 4,,6m 1 2m 5 1 4 5 6m 4 5 6m 1 2m 1 4 5 1 6m 4 5 6m 4 5 1 6m 4 5 4
How I Love You,Christy Nockels,C,C,,,6m 4 1 5 6m 4 1 5 1 6m 4 1 5 6m 4 1 5 1,b2 1 4 6m 3m 4 1 5,,6m 4 1 5 6m 4 1 5 1 6m 4 1 5 6m 4 1 5 1 b2 1 4 6m 3m 4 1 5
I Will Rest In You,Christy Nockels,Em,G,,,1 2m 5 7 b3 6m 5 7 1 4 5,4 1 6m 5,,1 2m 5 7 b3 6m 5 7 1 4 5 4 1 6m 5
If You Never,Christy Nockels,Db,Db,,,1 b7 2m 1 b7 4 1 1 b7 2m 1 b7 4 1 1 b7 2m 1 b7 4 1,1 b7 4 1 b7 4,,1 b7 2m 1 b7 4 1 1 b7 2m 1 b7 4 1 1 b7 2m 1 b7 4 1 1 b7 4 1 b7 4
Jesus Rock Of Ages,Christy Nockels,F,F,,,1 5 b3 1 1 5 b3 1 b3 5,2 1 2 1 1 5 2 1 2 1 1 5,,1 5 b3 1 1 5 b3 1 b3 5 2 1 2 1 1 5 2 1 2 1 1 5
"Jesus, Only Jesus",Christy Nockels,C,C,1 4,,4 1 4 1 1 4 1 2m 5 1,4 1 4 1 2m 1 4 5 6m 4 5 1,,1 4 4 1 4 1 1 4 1 2m 5 1 4 1 4 1 2m 1 4 5 6m 4 5 1
Leaning On You Jesus,Christy Nockels,G,G,1 2 5 1 2 5 1 2 5 1 2 5,6m 5 1 2,6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 5 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1,3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2,,1 2 5 1 2 5 1 2 5 1 2 5 6m 5 1 2 6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 5 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2
"Leaning on You, Jesus",Christy Nockels,G,G,1 2 5 1 2 5 1 2 5 1 2 5,6m 5 1 2,6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 5 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1,3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2,,1 2 5 1 2 5 1 2 5 1 2 5 6m 5 1 2 6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 6m 5 1 2 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 5 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 1 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2 3m 5 3m 5 3m 5 2
Let It Be Jesus,Christy Nockels,C,C,,,5 2 1 5 2 1 5 2 1 5 2 1,2 3m 2 3m 2 3m 5 2 1,,5 2 1 5 2 1 5 2 1 5 2 1 2 3m 2 3m 2 3m 5 2 1
Life Light Up,Christy Nockels,D,D,1 b7 6m 4m b7 1 b7 6m 4m b7 1 b7 6m 4m b7 2m b7 2m 4m,,4 1 6m b7,b2 1 4,,1 b7 6m 4m b7 1 b7 6m 4m b7 1 b7 6m 4m b7 2m b7 2m 4m 4 1 6m b7 b2 1 4
Light Of The World,Christy Nockels,G,G,1 1 1 1 1 4,,5 4 5 5 4 5 2m 5 1,5 4 5 5 4 5 5 4 5 5 4 5 1 4 1 4 1 4 2m 5 1,,1 1 1 1 1 4 5 4 5 5 4 5 2m 5 1 5 4 5 5 4 5 5 4 5 5 4 5 1 4 1 4 1 4 2m 5 1
"Lord, I Need You",Christy Nockels,G,G,1 4 1,,1 4 1 5 6m 4 1 5 1 4 1 4 1 5 1 4,4 1 5 6m 4 5 4 4 1 5 6m 4 5 1 4,,1 4 1 1 4 1 5 6m 4 1 5 1 4 1 4 1 5 1 4 4 1 5 6m 4 5 4 4 1 5 6m 4 5 1 4
My Anchor,Christy Nockels,Bb,Bb,1 3m 2 1 3m 2,,b6 5 3m 2 b6 5 2 b6 5 3m 2 1 2 5 5 1 5 3m 2 1 2 3m 1 2 3m 1 2 5,5 1 2 5 1 2 5 1 2 5 1 2 5 1 2 5 1 2,,1 3m 2 1 3m 2 b6 5 3m 2 b6 5 2 b6 5 3m 2 1 2 5 5 1 5 3m 2 1 2 3m 1 2 3m 1 2 5 5 1 2 5 1 2 5 1 2 5 1 2 5 1 2 5 1 2
My Delight Is In You,Christy Nockels,C,C,1 4 1 6m 5,,1 2m 1 4 1 2m 1 4 1 4 1,,,1 4 1 6m 5 1 2m 1 4 1 2m 1 4 1 4 1
No Not One,Christy Nockels,D,D,b7 4 2m 1 b7 4 1,,b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1,b7 4 2m 1 b7 4 2m 1 b7 4 2m 1 b7 4 1,,b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 1 b7 4 2m 1 b7 4 2m 1 b7 4 2m 1 b7 4 1
