"artist_name","normalized_candidate","prior_status","internet_status","evidence"
"Cultivation Generation ? Jesse Meyer ? Stephen Lampert ? The Neverclaim ? Vineyard Worship","Cultivation Generation ? Jesse Meyer ? Stephen Lampert ? The Neverclaim ? Vineyard Worship","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Curate Music","Curate Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"David Crowder Band","David Crowder Band","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Desperation Band","Desperation Band","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Desperation Band ? Jon Egan","Desperation Band ? Jon Egan","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Destination Worship","Destination Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship","Elevation Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship & Brandon Lake","Elevation Worship & Brandon Lake","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship ? Chris Brown ? Brandon Lake ? Tiffany Hudson","Elevation Worship ? Chris Brown ? Brandon Lake ? Tiffany Hudson","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship ? Jonsal Barrientes","Elevation Worship ? Jonsal Barrientes","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship ? Steffany Gretzinger","Elevation Worship ? Steffany Gretzinger","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship ? Tauren Wells","Elevation Worship ? Tauren Wells","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Elevation Worship Feat. Brandon Lake, Chris Brown & Chandler Moore","Elevation Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Eleven32 Music","Eleven32 Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Emu Youth & Emu Music","Emu Youth & Emu Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Enter The Worship Circle ? 100 Portraits ? Waterdeep ? Don Chaffer ? Lori Chaffer","Enter The Worship Circle ? 100 Portraits ? Waterdeep ? Don Chaffer ? Lori Chaffer","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Enter The Worship Circle ? 100 Portraits ? Waterdeep ? Robin Pasley ? Ben Pasley","Enter The Worship Circle ? 100 Portraits ? Waterdeep ? Robin Pasley ? Ben Pasley","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Enter the Worship Circle ? Aaron Strumpel ? Robin Pasley ? Tim and Laurie Thornton","Enter the Worship Circle ? Aaron Strumpel ? Robin Pasley ? Tim and Laurie Thornton","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"EQ Worship","EQ Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Equippers Church","Equippers Church","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Essential Worship","Essential Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Ethos Church","Ethos Church","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Evergreen Music ? Cole Bayer","Evergreen Music ? Cole Bayer","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Feast Worship","Feast Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Fellowship Student Ministry Worship","Fellowship Student Ministry Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"First Free Music ? Aaron Luttenegger","First Free Music ? Aaron Luttenegger","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Forerunner Music & Brandon Oaks","Forerunner Music & Brandon Oaks","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Forerunner Music ? Cory Asbury","Forerunner Music ? Cory Asbury","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Forerunner Music ? Jaye Thomas ? Cory Asbury","Forerunner Music ? Jaye Thomas ? Cory Asbury","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Forerunner Music ? Will Reagan ? United Pursuit Band","Forerunner Music ? Will Reagan ? United Pursuit Band","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Foursquare Worship","Foursquare Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Freddy Rodriguez ? Integrity's Hosanna! Music","Freddy Rodriguez ? Integrity's Hosanna! Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Free Chapel","Free Chapel","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Free Chapel ? Israel Houghton ? Rory Comtois","Free Chapel ? Israel Houghton ? Rory Comtois","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"FREE CHAPEL MUSIC","FREE CHAPEL MUSIC","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Free Worship","Free Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Free Worship ? Alexandria De Jesus ? Anthony Gomez ? Ethan Greeghory Hulse ? Johan Sven Anders Asgarde ? Matthew Ross Armstrong","Free Worship ? Alexandria De Jesus ? Anthony Gomez ? Ethan Greeghory Hulse ? Johan Sven Anders Asgarde ? Matthew Ross Armstrong","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Freedom Church","Freedom Church","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Freedom Worship","Freedom Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Fresh Life Worship","Fresh Life Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Friends Worship","Friends Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Frontline Music","Frontline Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Frontline Worship","Frontline Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"G12 Worship","G12 Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gaither Vocal Band","Gaither Vocal Band","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship","Gateway Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship (feat. Claire Smith)","Gateway Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship ? Anna Byrd","Gateway Worship ? Anna Byrd","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship ? Kari Jobe","Gateway Worship ? Kari Jobe","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship ? Kirsten Takape","Gateway Worship ? Kirsten Takape","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship ? Ryan Edgar ? Meg Everheart","Gateway Worship ? Ryan Edgar ? Meg Everheart","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Gateway Worship ? Thomas Miller ? Kari Jobe","Gateway Worship ? Thomas Miller ? Kari Jobe","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Grace City","Grace City","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Grace Life Worship","Grace Life Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Harborside Music","Harborside Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Harbourside Worship","Harbourside Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Harvest Worship","Harvest Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Harvest Worship ? Joshua Seller","Harvest Worship ? Joshua Seller","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Highlands Worship","Highlands Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Chapel ? Jad Gillies","Hillsong Chapel ? Jad Gillies","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship","Hillsong Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Aodh?n King","Hillsong Worship ? Aodh?n King","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Benjamin William Hastings","Hillsong Worship ? Benjamin William Hastings","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Brooke Ligertwood","Hillsong Worship ? Brooke Ligertwood","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Brooke Ligertwood ? Reuben Morgan","Hillsong Worship ? Brooke Ligertwood ? Reuben Morgan","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? David Ware","Hillsong Worship ? David Ware","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Hannah Hobbs","Hillsong Worship ? Hannah Hobbs","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Hannah Hobbs ? Matt Crocker","Hillsong Worship ? Hannah Hobbs ? Matt Crocker","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Hillsong Young & Free","Hillsong Worship ? Hillsong Young & Free","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Jad Gillies","Hillsong Worship ? Jad Gillies","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Joel Houston","Hillsong Worship ? Joel Houston","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Matt Crocker","Hillsong Worship ? Matt Crocker","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hillsong Worship ? Tasha Cobbs Leonard ? Brooke Ligertwood","Hillsong Worship ? Tasha Cobbs Leonard ? Brooke Ligertwood","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Homegrown Worship","Homegrown Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Hope Chapel","Hope Chapel","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"HTC Music","HTC Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"ICF Worship","ICF Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"ICF Worship ? Debora Sita","ICF Worship ? Debora Sita","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"ICF Worship ? Luca Aprile","ICF Worship ? Luca Aprile","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"In the City","In the City","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Influence Music ? Matt Gilman","Influence Music ? Matt Gilman","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Influence Music ? Melody Noel","Influence Music ? Melody Noel","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Influence Music ? Melody Noel ? William Matthews","Influence Music ? Melody Noel ? William Matthews","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Influence Music ? Michael Ketterer","Influence Music ? Michael Ketterer","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Influence Music ? Whitney Medina","Influence Music ? Whitney Medina","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Integrity's Hosanna! Music ? Covenant Worship ? Nicole Binion ? Israel Houghton","Integrity's Hosanna! Music ? Covenant Worship ? Nicole Binion ? Israel Houghton","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Iron Bell Music","Iron Bell Music","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Isla Vista Worship","Isla Vista Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"Jacob Cantrell & Capital City Music","Jacob Cantrell & Capital City Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Jenn Johnson, Brian Johnson & Bethel Music","Jenn Johnson, Brian Johnson & Bethel Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Jesus Culture Band/Chris Quilala","Jesus Culture Band/Chris Quilala","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Jesus Culture Band/Kim Walker","Jesus Culture Band/Kim Walker","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Jesus Pursuit Church","Jesus Pursuit Church","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Jordan Howerton Band","Jordan Howerton Band","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Joy of the Lord (feat. Dante Bowe, Naomi Raine. Katie Torwalt & Mav City Gospel Choir)","Joy of the Lord","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Kari Jobe | Elevation Worship","Kari Jobe | Elevation Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Kingdom Culture Worship ? Bradley Riddle ? Abigail Heineback","Kingdom Culture Worship ? Bradley Riddle ? Abigail Heineback","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Kingdom Culture Worship ? Jessie","Kingdom Culture Worship ? Jessie","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Lakewood Music","Lakewood Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"LeeU Worship","LeeU Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Let the Worshippers Arise","Let the Worshippers Arise","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Liberty Campus Band","Liberty Campus Band","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Liberty Worship Collective","Liberty Worship Collective","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Life Church Music","Life Church Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"LIFE Worship","LIFE Worship","cleaned_strict","needs_review","artist_indicator_but_no_strong_online_match"
"LIFE Worship ? Eby Corydon","LIFE Worship ? Eby Corydon","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Lifepoint Worship","Lifepoint Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Lovechurch Worship","Lovechurch Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Lyric Video | Elevation Worship","Lyric Video | Elevation Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Maranatha Worship","Maranatha Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Maranatha! Music","Maranatha! Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Maranatha! Praise Band","Maranatha! Praise Band","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Marathon Church","Marathon Church","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Matt Littlejohn Band","Matt Littlejohn Band","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Maverick City & UPPERROOM","Maverick City & UPPERROOM","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Maverick City Music ? UPPERROOM ? Dante Bowe ? Elyssa Smith ? Oscar Gamboa ? Joel Figeora","Maverick City Music ? UPPERROOM ? Dante Bowe ? Elyssa Smith ? Oscar Gamboa ? Joel Figeora","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Maverick City Music ? UPPERROOM ? Housefires ? Dante Bowe ? Maryanne J. George ? Aaron Moses ? Jesse Cline ? Maryanne J George ? Chuck Butler ? Enrique Holmes","Maverick City Music ? UPPERROOM ? Housefires ? Dante Bowe ? Maryanne J. George ? Aaron Moses ? Jesse Cline ? Maryanne J George ? Chuck Butler ? Enrique Holmes","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"Montell Jordan ? Victory World Music","Montell Jordan ? Victory World Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Monterey Music","Monterey Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"My City Worship","My City Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"Nashville Life Music ? Dwan Hill","Nashville Life Music ? Dwan Hill","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"New Collective","New Collective","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"New Life Worship","New Life Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"New Life Worship ? Integrity's Hosanna! Music","New Life Worship ? Integrity's Hosanna! Music","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"New Life Worship ? Integrity's Hosanna! Music ? Desperation Band ? Ross Parsley","New Life Worship ? Integrity's Hosanna! Music ? Desperation Band ? Ross Parsley","rejected","needs_review","artist_indicator_but_no_strong_online_match"
"New Wine Worship","New Wine Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"NewSpring Worship","NewSpring Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"NLC Worship","NLC Worship","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"North Point Worship ? Casey Darnell","North Point Worship ? Casey Darnell","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"North Point Worship ? Clay Finnesand","North Point Worship ? Clay Finnesand","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"North Point Worship ? Seth Condrey","North Point Worship ? Seth Condrey","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
"North Point Worship ? Todd Fields ? Candi Pearson Shelton","North Point Worship ? Todd Fields ? Candi Pearson Shelton","cleaned_v2_only","needs_review","artist_indicator_but_no_strong_online_match"
