"artist_name","normalized_candidate","prior_status","internet_status","evidence"
"Since Your Love (feat. Brandon Hampton)","Since Your Love","rejected","rejected","no_online_match"
"SisterBrother","SisterBrother","rejected","rejected","no_online_match"
"Skillet","Skillet","cleaned_v2_only","rejected","no_online_match"
"Skyhook","Skyhook","rejected","rejected","no_online_match"
"So Good to Me","So Good to Me","rejected","rejected","no_online_match"
"Sojourn","Sojourn","rejected","rejected","no_online_match"
"Soul Survivor","Soul Survivor","rejected","rejected","no_online_match"
"SOUTHVILLE","SOUTHVILLE","rejected","rejected","no_online_match"
"Starfield","Starfield","rejected","rejected","no_online_match"
"Stars Go Dim","Stars Go Dim","rejected","rejected","no_online_match"
"Steffany Gretzinger","Steffany Gretzinger","rejected","rejected","no_online_match"
"Stephen Miller","Stephen Miller","rejected","rejected","no_online_match"
"Stephen Witt","Stephen Witt","rejected","rejected","no_online_match"
"Stew Mcilrath","Stew Mcilrath","rejected","rejected","no_online_match"
"Stronger","Stronger","rejected","rejected","no_online_match"
"The Almost","The Almost","rejected","rejected","no_online_match"
"The Belonging Co (feat. David Dennis)","The Belonging Co","rejected","rejected","no_online_match"
"The Belonging Co ? Cody Carnes","The Belonging Co ? Cody Carnes","rejected","rejected","no_online_match"
"The Belonging Co ? Daniella Mason","The Belonging Co ? Daniella Mason","rejected","rejected","no_online_match"
"The Belonging Co ? Henry Seeley","The Belonging Co ? Henry Seeley","rejected","rejected","no_online_match"
"The Belonging Co ? Natalie Grant","The Belonging Co ? Natalie Grant","rejected","rejected","no_online_match"
"The Digital Age","The Digital Age","rejected","rejected","no_online_match"
"The Eagle and Child","The Eagle and Child","cleaned_v2_only","rejected","no_online_match"
"The Fifth Service","The Fifth Service","rejected","rejected","no_online_match"
"The Harvest ? Tracy Minor","The Harvest ? Tracy Minor","rejected","rejected","no_online_match"
"The Museum","The Museum","rejected","rejected","no_online_match"
"The Neverclaim","The Neverclaim","cleaned_v2_only","rejected","no_online_match"
"The Outsiders","The Outsiders","cleaned_v2_only","rejected","no_online_match"
"The Potter's House ? Planetshakers","The Potter's House ? Planetshakers","cleaned_v2_only","rejected","no_online_match"
"The Royal Royal","The Royal Royal","cleaned_v2_only","rejected","no_online_match"
"The Silver Pages ? Latifah Alattas","The Silver Pages ? Latifah Alattas","rejected","rejected","no_online_match"
"The Simple Truth (feat. Ruth Preston)","The Simple Truth","rejected","rejected","no_online_match"
"The Spark","The Spark","rejected","rejected","no_online_match"
"The Voyage","The Voyage","rejected","rejected","no_online_match"
"The Well MSC","The Well MSC","rejected","rejected","no_online_match"
"Third Day","Third Day","cleaned_v2_only","rejected","no_online_match"
"Throne Room (feat. WangJin Yoon) (Original Recording)","Throne Room (Original Recording)","rejected","rejected","no_online_match"
"Tim Hughes","Tim Hughes","cleaned_v2_only","rejected","no_online_match"
"Tim Timmons","Tim Timmons","rejected","rejected","no_online_match"
"To You Be the Glory","To You Be the Glory","rejected","rejected","no_online_match"
"Todd Agnew","Todd Agnew","rejected","rejected","no_online_match"
"Tom Eccleshall & KXC","Tom Eccleshall & KXC","rejected","rejected","no_online_match"
"Travis Ryan","Travis Ryan","cleaned_v2_only","rejected","no_online_match"
"Tree63","Tree63","rejected","rejected","no_online_match"
"Trevor Walker","Trevor Walker","rejected","rejected","no_online_match"
"UPPERROOM ? Abbie Gamboa","UPPERROOM ? Abbie Gamboa","rejected","rejected","no_online_match"
"UPPERROOM ? Elyssa Figueroa","UPPERROOM ? Elyssa Figueroa","rejected","rejected","no_online_match"
"Urban Rescue","Urban Rescue","rejected","rejected","no_online_match"
"Vicky Beeching","Vicky Beeching","rejected","rejected","no_online_match"
"VICTORY","VICTORY","cleaned_v2_only","rejected","no_online_match"
"Voices of Lee","Voices of Lee","rejected","rejected","no_online_match"
"Waiting Here For You (feat. Sarah Bird)","Waiting Here For You","rejected","rejected","no_online_match"
"Warr Acres","Warr Acres","rejected","rejected","no_online_match"
"We Love Your Name (feat. the Cry)","We Love Your Name","rejected","rejected","no_online_match"
"We the Union","We the Union","rejected","rejected","no_online_match"
"Will Morrison","Will Morrison","rejected","rejected","no_online_match"
"Will Reagan","Will Reagan","cleaned_v2_only","rejected","no_online_match"
"Will Reagan & United Pursuit","Will Reagan & United Pursuit","rejected","rejected","no_online_match"
"William Matthews ? Lisa Gungor","William Matthews ? Lisa Gungor","rejected","rejected","no_online_match"
"William McDowell","William McDowell","cleaned_v2_only","rejected","no_online_match"
"William McDowell ? Danny Gokey","William McDowell ? Danny Gokey","rejected","rejected","no_online_match"
"Wind & Embers","Wind & Embers","rejected","rejected","no_online_match"
"WordShip","WordShip","cleaned_v2_only","rejected","no_online_match"
"Yes I Will","Yes I Will","rejected","rejected","no_online_match"
"Yet Not I, But Through Christ In Me","Yet Not I, But Through Christ In Me","rejected","rejected","no_online_match"
"You And You Alone","You And You Alone","rejected","rejected","no_online_match"
"You Satisfy (feat. Elyssa Smith)","You Satisfy","rejected","rejected","no_online_match"
"Young Oceans","Young Oceans","rejected","rejected","no_online_match"
"Your Promises","Your Promises","rejected","rejected","no_online_match"
"Zach Neese","Zach Neese","cleaned_v2_only","rejected","no_online_match"
