id,song_id,source_type,source_url,external_source_id,license_notes,fetched_at,raw_payload_path,confidence,created_at
1367,1259,merged_csv_import,,119073,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1368,1259,merged_csv_import,,447090,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1369,1259,merged_csv_import,,440609,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1370,1259,merged_csv_import,,388534,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1371,1260,merged_csv_import,,10755,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1373,1262,merged_csv_import,,10764,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1399,1288,merged_csv_import,,10976,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1401,1290,merged_csv_import,,10981,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:07
1444,1330,merged_csv_import,,11308,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:08
1481,1366,merged_csv_import,,11696,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:08
1510,1395,merged_csv_import,,12000,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:08
1532,1417,merged_csv_import,,12139,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:08
1535,1420,merged_csv_import,,12158,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:08
1575,1459,merged_csv_import,,12582,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:09
1582,1466,merged_csv_import,,12718,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:09
1583,1466,merged_csv_import,,555141,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:09
1674,1557,merged_csv_import,,172666,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1675,1557,merged_csv_import,,13702,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1685,1565,merged_csv_import,,13786,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1686,1566,merged_csv_import,,13792,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1704,1584,merged_csv_import,,13917,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1708,1588,merged_csv_import,,13949,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1710,1590,merged_csv_import,,13954,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1720,1600,merged_csv_import,,14047,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1738,1617,merged_csv_import,,14171,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:10
1775,1653,merged_csv_import,,14575,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1776,1654,merged_csv_import,,232963,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1777,1654,merged_csv_import,,278084,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1778,1654,merged_csv_import,,14580,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1779,1654,merged_csv_import,,408789,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1787,1662,merged_csv_import,,14653,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1788,1662,merged_csv_import,,164990,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1795,1668,merged_csv_import,,14721,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1809,1681,merged_csv_import,,14812,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1847,1717,merged_csv_import,,15015,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:11
1860,1729,merged_csv_import,,15094,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:12
1875,1744,merged_csv_import,,15244,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:12
1907,1776,merged_csv_import,,15502,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:12
1960,1827,merged_csv_import,,15890,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:12
2001,1865,merged_csv_import,,16102,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:13
2016,1879,merged_csv_import,,16204,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:13
2043,1905,merged_csv_import,,16483,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:13
2117,1976,merged_csv_import,,17113,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:14
2118,1976,merged_csv_import,,336251,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:14
2119,1976,merged_csv_import,,344369,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:14
2120,1976,merged_csv_import,,583280,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:14
2181,2035,merged_csv_import,,17614,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2191,2045,merged_csv_import,,17724,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2194,2048,merged_csv_import,,46139,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2195,2048,merged_csv_import,,303607,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2196,2048,merged_csv_import,,17739,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2201,2053,merged_csv_import,,17765,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2203,2055,merged_csv_import,,17775,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2213,2065,merged_csv_import,,17850,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2214,2066,merged_csv_import,,17853,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2257,2107,merged_csv_import,,18231,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
2264,2114,merged_csv_import,,18259,,,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\processed\merged_spotify_chords.csv,,2026-04-01 00:18:15
