song_id,popularity,danceability,energy,spotify_key,loudness,spotify_mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
49539,9,0.61,0.514,7,-11.205,1,0.0334,0.666,5.57e-05,0.538,0.93,136.155,156707,4
49540,42,0.507,0.571,5,-4.96,0,0.0328,0.161,0.0,0.142,0.323,88.749,293560,4
49542,28,0.465,0.616,1,-7.112,1,0.0253,0.299,3.54e-05,0.075,0.585,160.295,227413,4
49543,29,0.35,0.367,5,-10.436,1,0.0307,0.609,0.0,0.166,0.225,180.123,318667,4
49544,22,0.485,0.609,8,-5.993,0,0.0403,0.38,0.0,0.398,0.29,113.983,319533,4
49545,19,0.461,0.587,0,-7.693,1,0.0473,0.435,7.23e-05,0.068,0.298,110.265,341000,4
49546,18,0.623,0.722,7,-9.391,1,0.149,0.483,0.0,0.773,0.448,98.776,238533,4
49547,36,0.313,0.388,5,-12.685,1,0.0557,0.374,0.0,0.378,0.171,146.786,276227,4
49549,8,0.734,0.342,7,-13.023,1,0.0323,0.543,0.0,0.0931,0.623,113.974,147107,4
49550,24,0.307,0.79,4,-6.286,1,0.0393,0.128,1.14e-06,0.286,0.519,84.852,252933,4
49551,53,0.61,0.813,11,-4.048,0,0.0301,0.127,0.0,0.107,0.729,87.005,215133,4
49552,20,0.475,0.325,5,-11.327,1,0.032,0.869,0.0,0.0895,0.393,127.612,210387,4
49553,21,0.563,0.897,10,-5.336,1,0.179,0.35,0.0,0.893,0.438,100.606,332467,4
49554,7,0.366,0.378,4,-14.644,1,0.0301,0.869,3.74e-06,0.108,0.267,80.55,229227,3
49555,23,0.452,0.208,6,-13.193,1,0.0562,0.99,0.0,0.205,0.0542,84.271,214053,4
49660,15,0.366,0.635,10,-6.384,1,0.0523,0.775,0.000226,0.163,0.275,130.151,277400,4
49671,16,0.273,0.237,0,-11.076,1,0.0341,0.73,0.0,0.135,0.166,90.84,202347,4
49672,15,0.298,0.1,7,-13.467,1,0.0341,0.877,0.0,0.103,0.288,88.546,282093,3
49674,18,0.736,0.471,2,-6.448,1,0.0799,0.758,0.0,0.114,0.626,150.146,201267,4
49679,7,0.553,0.761,5,-6.819,1,0.052,0.655,0.0,0.12,0.521,116.048,156227,4
49684,30,0.426,0.806,4,-5.579,1,0.0297,0.00234,0.00199,0.0632,0.522,95.928,81080,4
49699,4,0.689,0.354,2,-12.026,1,0.0263,0.321,0.00013,0.107,0.355,100.918,194360,4
50014,16,0.466,0.8,8,-4.445,1,0.0313,8.39e-05,1.27e-05,0.0568,0.526,146.031,249828,4
50016,43,0.482,0.669,4,-5.53,0,0.0366,0.0471,6.27e-06,0.11,0.171,147.843,228400,5
50027,40,0.198,0.978,1,-4.853,1,0.202,9.59e-06,0.00563,0.364,0.139,101.249,245573,3
50057,38,0.527,0.947,1,-3.307,0,0.145,8.51e-05,0.0646,0.0542,0.427,114.979,205787,4
50059,26,0.48,0.952,11,-4.463,1,0.058,3.6e-05,0.118,0.0622,0.467,97.028,288560,4
50071,44,0.596,0.709,2,-4.893,1,0.0324,0.0798,0.0,0.109,0.345,146.056,232987,4
50083,33,0.283,0.948,2,-4.683,0,0.114,5.62e-05,0.0,0.0528,0.156,144.946,268880,4
50087,26,0.513,0.956,11,-3.75,0,0.0652,1.17e-05,0.00996,0.077,0.504,102.526,247000,4
50111,27,0.363,0.917,6,-3.726,0,0.0782,0.00221,7.52e-06,0.442,0.221,74.994,270413,3
50120,26,0.625,0.802,1,-4.642,1,0.0263,9.35e-05,0.0524,0.0677,0.595,100.024,235557,4
50129,17,0.36,0.765,1,-3.351,0,0.0347,0.145,0.0,0.081,0.349,156.103,250526,4
50132,14,0.539,0.931,8,-1.774,1,0.0524,0.001,0.000183,0.347,0.449,119.945,221553,4
50198,11,0.565,0.94,6,-3.066,1,0.0924,0.00224,1.41e-06,0.087,0.395,122.901,221787,4
50200,43,0.41,0.589,11,-5.045,0,0.0331,0.0374,0.0,0.114,0.141,119.948,157493,3
50209,7,0.469,0.976,1,-4.726,1,0.171,0.164,0.0,0.277,0.145,94.896,195293,4
50210,6,0.463,0.892,8,-5.507,1,0.048,0.103,0.0,0.219,0.6,159.929,225013,4
50211,6,0.492,0.896,4,-4.697,1,0.0317,0.0015,1.83e-06,0.143,0.421,108.978,202960,4
50271,52,0.774,0.817,7,-3.076,1,0.0338,0.0972,2.13e-06,0.143,0.834,93.011,203667,4
50282,40,0.371,0.668,10,-6.032,0,0.16,0.0252,4.84e-05,0.0962,0.26,83.75,233747,1
50306,47,0.535,0.743,9,-4.209,0,0.0461,0.0915,0.0,0.27,0.366,146.118,178696,4
50353,23,0.319,0.103,5,-17.78,0,0.0402,0.978,0.858,0.105,0.247,76.676,296027,4
50362,35,0.256,0.199,4,-16.823,0,0.0329,0.967,0.244,0.103,0.18,89.814,266173,4
50373,23,0.545,0.192,8,-13.878,0,0.0253,0.955,0.833,0.102,0.175,92.047,264080,4
50379,13,0.217,0.112,5,-19.602,1,0.0392,0.987,0.22,0.102,0.176,71.754,234600,4
50382,21,0.52,0.291,4,-11.687,0,0.0316,0.903,0.0116,0.169,0.184,137.992,251200,4
50391,17,0.469,0.0746,2,-19.857,1,0.0363,0.973,0.98,0.0445,0.243,140.509,166733,4
50392,17,0.443,0.0873,0,-21.472,1,0.0345,0.911,0.928,0.158,0.565,70.735,198413,3
50402,8,0.214,0.134,11,-18.513,0,0.0364,0.978,0.504,0.109,0.185,105.876,158373,4
50408,23,0.39,0.123,4,-17.65,0,0.0403,0.989,0.907,0.112,0.46,126.658,254622,4
50413,24,0.62,0.324,5,-11.548,1,0.03,0.791,5.06e-06,0.0819,0.462,133.918,137987,3
50460,40,0.624,0.935,0,-4.157,1,0.0455,0.003,1.32e-06,0.171,0.935,125.008,273982,4
50469,36,0.599,0.681,1,-4.652,0,0.0341,0.118,0.000107,0.211,0.57,83.961,266072,4
50480,34,0.398,0.63,10,-4.781,1,0.0285,0.156,5.51e-05,0.144,0.326,88.145,230760,3
50552,10,0.682,0.326,8,-8.839,1,0.0308,0.96,0.0,0.0909,0.545,103.667,164827,4
50565,23,0.511,0.887,7,-4.525,0,0.0715,0.000208,0.000132,0.187,0.274,134.894,193773,4
50567,29,0.529,0.713,2,-5.121,1,0.0269,0.399,2.59e-06,0.123,0.392,78.012,317933,4
50568,17,0.272,0.14,7,-11.4,1,0.0302,0.921,9.93e-05,0.119,0.356,160.554,261600,4
50595,12,0.601,0.563,2,-6.467,1,0.0327,0.694,1.16e-05,0.101,0.761,191.979,182000,4
50634,65,0.397,0.647,8,-6.497,1,0.0358,0.509,0.0172,0.366,0.143,129.911,346697,4
50677,24,0.174,0.953,5,-3.851,1,0.0677,0.00216,4.61e-06,0.0961,0.669,200.757,196613,4
50686,25,0.534,0.0447,7,-25.509,1,0.0492,0.992,0.948,0.152,0.238,83.399,158001,4
50725,17,0.701,0.39,9,-8.721,1,0.0243,0.198,0.0,0.305,0.404,92.022,234467,4
50772,34,0.515,0.575,10,-6.317,1,0.031,0.164,0.0,0.305,0.249,136.063,285133,3
50833,37,0.483,0.74,9,-4.237,0,0.0275,0.0079,3.34e-06,0.111,0.272,142.022,256947,4
50879,40,0.638,0.861,5,-3.162,1,0.045,0.00808,0.0,0.0594,0.931,122.009,185200,4
50922,28,0.476,0.636,11,-6.376,0,0.0305,0.171,0.336,0.4,0.217,99.933,283791,4
50929,40,0.626,0.939,1,-2.769,1,0.206,0.127,0.0,0.975,0.739,99.998,317933,4
50946,47,0.431,0.205,11,-6.77,1,0.0299,0.882,0.0,0.103,0.196,91.936,203213,4
50954,40,0.402,0.64,10,-7.161,1,0.0313,0.07,0.0,0.121,0.296,82.346,244602,4
50980,30,0.522,0.74,7,-8.068,1,0.0277,0.0795,2.35e-05,0.0732,0.566,129.998,232560,4
50985,37,0.522,0.88,7,-5.958,1,0.0586,0.0185,1.94e-06,0.0936,0.605,122.489,264933,4
51012,25,0.436,0.623,7,-7.827,1,0.0318,0.0303,0.0179,0.103,0.223,113.967,402227,4
51049,34,0.565,0.641,10,-6.381,1,0.0271,0.108,0.0,0.294,0.328,130.953,198013,4
51051,33,0.502,0.812,0,-6.454,1,0.0335,0.00552,0.0,0.268,0.331,150.012,248337,4
51058,36,0.321,0.874,9,-3.118,1,0.0439,0.0458,0.0,0.286,0.493,178.277,249653,4
51094,30,0.472,0.565,0,-6.137,1,0.0264,0.00347,0.0,0.243,0.28,144.051,286520,4
51095,19,0.543,0.675,8,-6.887,1,0.0301,0.023,0.00391,0.092,0.556,81.031,248267,4
51126,13,0.189,0.144,9,-15.253,0,0.0346,0.991,1.12e-05,0.1,0.21,66.284,167520,4
51145,56,0.587,0.739,0,-5.762,1,0.0365,0.0539,2.08e-06,0.049,0.549,100.005,215933,4
51153,26,0.343,0.409,0,-8.706,0,0.0314,0.854,0.00078,0.228,0.151,118.666,252747,3
51172,60,0.535,0.3,2,-11.346,1,0.0298,0.583,0.0,0.101,0.332,143.831,279467,4
51182,38,0.596,0.612,2,-5.812,1,0.0316,0.163,0.0,0.161,0.359,113.985,399291,4
51246,35,0.516,0.768,0,-5.24,1,0.0294,0.00105,0.0,0.223,0.343,90.007,208907,4
51249,45,0.61,0.855,6,-5.384,1,0.0425,0.514,0.0,0.822,0.412,118.192,302472,4
51258,17,0.579,0.657,2,-7.844,1,0.0758,0.195,0.00133,0.245,0.384,167.987,195013,4
51352,33,0.538,0.885,11,-4.854,1,0.0551,0.0561,0.0,0.0859,0.45,134.943,220529,4
51353,22,0.452,0.485,8,-9.098,1,0.0463,0.176,0.0,0.199,0.451,180.297,250027,3
51420,55,0.758,0.722,1,-6.252,1,0.0511,0.165,6.5e-06,0.106,0.66,146.031,180493,4
51495,27,0.528,0.855,11,-5.947,1,0.0625,0.000948,5.53e-05,0.3,0.379,131.812,184613,4
51520,29,0.597,0.823,10,-6.708,1,0.0627,0.00122,0.0,0.113,0.614,88.972,178602,4
51533,35,0.655,0.611,0,-8.557,1,0.0284,0.256,0.0022,0.102,0.216,119.952,264604,4
51542,22,0.518,0.432,0,-11.898,1,0.0283,0.836,3.87e-05,0.103,0.478,104.983,294853,4
51573,31,0.63,0.904,8,-4.028,1,0.068,0.189,0.0,0.0675,0.642,83.987,214160,4
51616,33,0.557,0.904,1,-5.518,0,0.0486,0.000173,0.0,0.995,0.364,114.997,215760,4
51631,19,0.279,0.244,0,-9.877,1,0.0341,0.64,0.0,0.177,0.182,121.333,400143,4
51655,43,0.187,0.583,1,-7.716,1,0.0595,0.512,0.0,0.769,0.23,144.635,480560,4
51656,45,0.384,0.206,0,-11.961,0,0.0319,0.826,0.0,0.553,0.667,170.172,153600,4
51672,12,0.542,0.532,4,-7.095,1,0.0345,0.378,0.0,0.178,0.382,85.998,183280,4
51754,21,0.579,0.456,11,-7.387,1,0.0334,0.302,0.0,0.0881,0.542,170.085,175453,4
51777,21,0.314,0.75,7,-6.154,1,0.0439,0.146,1.5e-05,0.366,0.351,91.084,294667,4
51780,33,0.596,0.365,7,-9.68,1,0.0272,0.934,2.98e-05,0.156,0.532,129.757,171880,4
51793,46,0.653,0.803,2,-5.95,1,0.034,0.026,0.000108,0.0903,0.625,94.009,203941,4
51794,33,0.309,0.45,4,-7.835,1,0.0298,0.665,0.0,0.108,0.46,180.022,140493,4
51812,10,0.476,0.404,2,-9.819,1,0.0668,0.196,0.0,0.332,0.176,132.851,121347,1
51816,17,0.626,0.461,1,-7.742,1,0.0324,0.159,0.0,0.11,0.248,127.874,219053,4
51847,57,0.555,0.414,1,-8.514,0,0.0261,0.606,0.00615,0.0969,0.673,73.64,126920,4
51876,40,0.348,0.693,1,-6.024,1,0.187,0.208,0.0,0.268,0.245,87.969,195516,4
51877,44,0.445,0.593,11,-7.496,0,0.16,0.0657,5.15e-05,0.297,0.326,171.774,209609,4
51878,40,0.592,0.656,1,-7.583,0,0.048,0.0536,0.000211,0.139,0.308,154.017,172391,4
51884,27,0.6,0.839,1,-5.563,0,0.0433,0.00336,2.71e-05,0.83,0.639,128.009,213763,4
51894,68,0.817,0.501,1,-9.623,1,0.0481,0.258,0.0,0.102,0.408,129.979,236308,4
51904,26,0.482,0.939,6,-4.652,0,0.121,0.185,0.0,0.362,0.194,127.0,286000,4
51952,15,0.414,0.105,10,-13.815,1,0.0501,0.87,0.0,0.143,0.314,77.018,232587,3
51954,12,0.566,0.31,9,-10.034,1,0.0361,0.0335,0.0,0.14,0.237,134.064,204747,4
51973,30,0.321,0.645,9,-4.403,0,0.0307,0.145,0.0,0.0989,0.125,148.392,288373,4
52011,39,0.569,0.597,0,-6.977,1,0.0288,0.697,0.0,0.0908,0.482,79.96,224013,4
52027,17,0.138,0.107,9,-20.399,0,0.0417,0.979,0.735,0.101,0.0635,66.606,288680,4
52028,28,0.228,0.169,4,-17.943,1,0.0406,0.991,0.359,0.133,0.15,109.883,290880,3
52044,26,0.456,0.678,4,-5.896,1,0.0278,0.0104,6.87e-06,0.0759,0.15,79.999,229160,4
52059,16,0.544,0.282,3,-11.482,1,0.0275,0.305,0.00234,0.117,0.205,135.079,209120,4
52098,52,0.627,0.929,6,-2.376,0,0.0811,0.0349,0.0,0.281,0.687,114.995,244787,4
52134,49,0.446,0.888,2,-6.37,0,0.0515,6.21e-05,0.00144,0.119,0.199,94.998,258400,3
52135,45,0.434,0.953,8,-4.8,0,0.181,0.00104,0.0,0.122,0.386,162.191,197642,4
52145,18,0.457,0.197,4,-10.2,1,0.0323,0.878,0.000378,0.097,0.481,85.798,223427,4
52157,64,0.654,0.545,8,-5.148,1,0.0259,0.607,0.0,0.118,0.396,147.979,201947,3
52158,18,0.485,0.403,6,-9.114,1,0.0238,0.578,0.000345,0.104,0.212,84.986,277387,4
52165,21,0.249,0.101,0,-17.19,1,0.0352,0.969,0.116,0.0909,0.076,81.882,187107,4
52183,24,0.64,0.874,9,-6.535,1,0.0811,0.0436,3.58e-05,0.0346,0.762,136.018,245133,4
52185,37,0.368,0.545,2,-6.433,1,0.0342,0.179,0.0,0.0862,0.206,171.742,213680,4
52192,44,0.685,0.86,6,-4.71,1,0.18,0.427,0.0,0.778,0.378,130.011,216726,4
52201,36,0.29,0.91,8,-2.851,1,0.085,0.0594,0.0,0.458,0.512,144.838,325667,3
52227,18,0.448,0.657,11,-7.829,1,0.0371,0.101,0.0,0.149,0.142,123.947,394293,4
52228,27,0.524,0.818,0,-2.84,1,0.0372,0.000436,0.0,0.138,0.659,148.04,215573,4
52237,22,0.239,0.0996,3,-21.303,1,0.0405,0.992,0.618,0.0916,0.223,118.022,252947,1
52270,29,0.368,0.536,0,-6.873,1,0.0321,0.51,0.0,0.236,0.52,166.013,251080,4
52313,28,0.395,0.723,4,-4.476,1,0.0277,0.000606,2.54e-05,0.218,0.25,149.897,251053,3
52315,42,0.398,0.961,8,-4.047,1,0.23,0.000936,0.0,0.0501,0.508,180.961,202987,4
52326,34,0.485,0.414,1,-9.272,1,0.0288,0.908,0.0293,0.108,0.536,75.423,197938,4
52327,31,0.504,0.783,5,-3.56,0,0.0663,0.00173,0.0,0.0654,0.319,173.956,191016,4
52356,55,0.539,0.253,7,-9.125,1,0.0301,0.871,0.0,0.126,0.25,109.753,233813,4
52383,29,0.612,0.697,11,-4.206,1,0.0631,0.00123,0.0,0.12,0.761,126.02,214413,4
52472,26,0.573,0.631,0,-5.964,1,0.0417,0.00649,0.00205,0.137,0.239,100.026,314293,4
52479,44,0.531,0.807,2,-6.181,1,0.0346,0.00046,0.0,0.156,0.385,127.024,286587,4
52490,23,0.508,0.955,2,-4.603,1,0.143,0.0023,0.0,0.105,0.395,100.665,206853,4
52506,24,0.323,0.925,2,-4.01,1,0.149,0.000195,0.0,0.502,0.277,133.537,193693,4
52510,28,0.58,0.936,11,-3.48,0,0.0416,0.174,0.0,0.549,0.732,110.02,263880,4
52531,31,0.564,0.74,9,-7.417,0,0.052,0.0726,0.0,0.13,0.597,155.909,243173,4
52550,27,0.568,0.933,7,-5.711,0,0.0375,0.0117,0.0,0.321,0.441,135.911,213200,4
52604,17,0.626,0.339,4,-9.038,1,0.0267,0.853,0.0,0.176,0.313,109.891,257800,4
52615,27,0.513,0.778,6,-5.694,1,0.041,0.000317,0.0,0.0694,0.436,83.983,174973,4
52616,19,0.427,0.846,10,-7.313,1,0.0771,0.0119,0.0,0.412,0.263,96.731,321280,4
52617,20,0.508,0.819,11,-4.025,1,0.0288,0.0249,3.56e-06,0.102,0.254,95.035,217280,4
52618,20,0.412,0.413,3,-7.416,1,0.0264,0.406,3.97e-05,0.109,0.136,137.618,359907,4
52651,27,0.57,0.691,8,-6.072,1,0.0352,0.0929,0.0,0.691,0.368,99.924,366360,4
52652,13,0.396,0.361,0,-8.003,1,0.0281,0.74,0.0,0.134,0.166,137.822,349872,4
52653,12,0.703,0.425,0,-8.795,1,0.0275,0.0238,0.0,0.144,0.46,128.892,173520,4
52725,22,0.532,0.676,4,-7.01,1,0.0318,0.348,3.23e-06,0.0783,0.126,85.137,217373,4
52754,23,0.506,0.767,8,-6.0,1,0.0744,0.00467,0.0402,0.109,0.413,144.981,154307,4
52755,27,0.406,0.336,5,-8.265,1,0.0282,0.373,0.0,0.13,0.133,162.816,253080,3
52793,3,0.728,0.868,10,-3.538,1,0.0396,0.0258,2.71e-05,0.15,0.766,121.969,213107,4
52802,40,0.549,0.818,7,-3.801,1,0.054,0.196,0.0,0.153,0.419,80.046,257213,4
52817,53,0.528,0.515,5,-7.387,1,0.0319,0.434,0.0,0.123,0.312,146.017,246040,4
52818,21,0.389,0.289,0,-11.365,1,0.0267,0.469,0.000349,0.123,0.138,78.974,318707,4
52844,17,0.627,0.814,7,-5.328,1,0.146,0.286,0.0,0.121,0.575,144.932,189173,4
52851,38,0.617,0.655,3,-6.316,1,0.0356,0.00735,0.0,0.16,0.559,122.023,208467,4
52852,24,0.664,0.858,2,-5.889,0,0.322,0.0599,0.0,0.371,0.35,101.06,266973,4
52871,30,0.399,0.867,8,-4.62,1,0.141,0.0609,0.0,0.564,0.578,177.921,239893,4
52899,24,0.657,0.57,0,-6.412,1,0.0299,0.559,3.28e-06,0.0749,0.305,78.037,278999,4
52969,37,0.444,0.018,10,-25.446,1,0.0523,0.987,0.943,0.0689,0.489,122.439,124005,4
52988,24,0.606,0.75,7,-3.528,1,0.0301,0.256,0.0,0.328,0.863,125.848,207533,4
53019,36,0.827,0.933,11,-3.836,0,0.0744,0.0349,0.0,0.394,0.793,115.022,236080,4
53020,11,0.62,0.254,2,-10.263,1,0.0364,0.749,1.57e-06,0.113,0.376,74.997,180507,4
53024,30,0.352,0.317,0,-8.694,1,0.0308,0.861,0.0,0.136,0.506,133.113,160440,4
53027,11,0.573,0.467,7,-10.651,1,0.0326,0.0137,0.112,0.0288,0.818,129.998,214773,4
53040,28,0.496,0.628,6,-7.336,1,0.0292,0.0529,0.255,0.122,0.203,108.009,288507,4
53053,43,0.267,0.382,2,-9.899,1,0.0378,0.478,4.2e-06,0.0994,0.148,138.532,538335,4
53056,26,0.67,0.32,9,-10.34,1,0.0324,0.755,3.02e-05,0.143,0.48,102.943,183107,3
53095,36,0.651,0.596,0,-5.212,1,0.0567,0.271,0.0,0.217,0.478,115.349,243040,3
53109,53,0.388,0.566,0,-8.316,1,0.0332,0.269,1.2e-06,0.0938,0.17,144.914,468275,3
53110,21,0.257,0.78,1,-6.082,1,0.0423,0.00713,0.0,0.227,0.306,171.052,353560,4
53111,30,0.413,0.273,0,-10.982,1,0.0339,0.635,0.0,0.111,0.183,138.899,138773,4
53117,16,0.462,0.172,5,-14.035,1,0.0283,0.817,0.0,0.103,0.109,138.038,244707,4
53133,28,0.19,0.608,4,-7.387,0,0.0619,0.223,0.0134,0.0994,0.0415,129.058,129027,4
53134,39,0.598,0.769,4,-7.997,0,0.0396,0.0667,0.0,0.06,0.674,134.036,209253,4
53154,46,0.534,0.26,1,-12.406,1,0.0319,0.834,0.00405,0.102,0.151,113.877,159820,4
53201,23,0.455,0.255,2,-11.737,1,0.035,0.791,0.0,0.126,0.24,141.131,242546,4
53202,34,0.396,0.293,2,-11.111,1,0.0315,0.824,0.0,0.0979,0.344,68.027,266267,4
53209,30,0.498,0.921,2,-4.522,0,0.137,0.000505,0.0,0.441,0.485,160.085,214752,4
53224,13,0.582,0.355,5,-11.95,1,0.0295,0.476,4.32e-05,0.327,0.588,111.426,180653,4
53233,22,0.607,0.936,6,-4.946,0,0.0823,0.0172,0.0,0.286,0.675,139.959,280453,4
53338,14,0.468,0.365,7,-6.47,1,0.0264,0.644,0.0,0.225,0.716,155.275,168400,4
53341,37,0.611,0.799,10,-4.206,1,0.0269,0.00634,0.0,0.227,0.658,99.991,193867,4
53342,28,0.623,0.738,1,-5.993,0,0.0309,0.106,0.0,0.174,0.345,94.012,218773,4
53343,18,0.267,0.536,6,-8.292,1,0.035,0.282,0.000546,0.422,0.0629,163.964,467547,4
53344,25,0.428,0.129,10,-17.998,1,0.0381,0.921,1.48e-05,0.119,0.23,120.526,204940,4
53346,28,0.535,0.629,0,-6.075,0,0.03,0.0686,0.0,0.172,0.283,136.017,283827,4
53347,22,0.219,0.417,10,-7.925,1,0.0348,0.0796,0.0,0.116,0.182,186.1,251440,3
53348,24,0.359,0.859,9,-5.574,1,0.0367,0.00152,0.0,0.281,0.233,147.039,280293,4
53362,14,0.511,0.63,9,-6.141,1,0.0419,0.00541,0.0,0.1,0.276,125.605,249440,4
53419,32,0.21,0.172,4,-17.494,1,0.034,0.986,0.478,0.194,0.367,70.378,202053,5
53466,30,0.494,0.948,5,-3.075,1,0.044,0.0163,0.000105,0.155,0.338,88.017,254347,4
53467,26,0.537,0.737,6,-4.803,0,0.0311,4.72e-05,0.0,0.0934,0.111,130.026,246467,4
53531,8,0.496,0.391,2,-11.386,1,0.0328,0.691,2.47e-06,0.104,0.551,88.986,201120,4
53549,8,0.593,0.214,2,-14.453,1,0.0304,0.849,0.0,0.129,0.346,132.084,228213,4
53587,11,0.469,0.702,9,-3.601,1,0.0318,0.0742,3.96e-06,0.0917,0.379,143.998,223173,4
53597,52,0.592,0.93,7,-4.088,1,0.0457,0.346,0.0,0.0634,0.445,135.042,206259,4
53629,33,0.642,0.262,10,-12.361,1,0.0382,0.523,1.06e-06,0.186,0.11,121.073,178249,4
53638,50,0.639,0.487,1,-9.036,1,0.0515,0.727,0.0,0.0613,0.479,76.009,192678,4
53640,41,0.517,0.471,1,-5.95,1,0.0327,0.576,0.0,0.108,0.126,121.925,212577,3
53649,26,0.721,0.745,2,-5.303,1,0.0336,0.202,1.24e-05,0.0651,0.753,107.016,201880,4
53693,9,0.28,0.069,1,-19.288,1,0.0341,0.97,0.0,0.119,0.208,79.774,134600,4
53702,33,0.441,0.916,1,-4.7,1,0.0537,0.00878,1.13e-05,0.0984,0.396,170.931,210613,4
53846,52,0.563,0.467,2,-6.087,1,0.0241,0.0229,0.0,0.0945,0.241,77.982,291987,4
53878,23,0.303,0.182,8,-13.059,1,0.0319,0.788,2.98e-06,0.118,0.12,138.606,239893,3
53916,7,0.751,0.403,10,-7.262,1,0.0269,0.861,0.0,0.112,0.592,107.896,170947,4
53919,10,0.626,0.327,2,-14.617,0,0.03,0.11,0.000698,0.0589,0.828,105.624,179600,4
53936,17,0.699,0.626,9,-10.373,1,0.0425,0.324,1.07e-06,0.151,0.708,133.37,236240,4
53949,11,0.526,0.6,8,-6.268,1,0.031,0.295,0.0,0.0789,0.653,172.077,198360,3
53991,40,0.452,0.338,5,-9.192,1,0.0305,0.304,0.0,0.114,0.284,113.862,345570,4
53992,22,0.496,0.886,7,-5.706,1,0.141,0.207,0.0,0.407,0.352,124.839,207627,4
53995,15,0.512,0.611,9,-9.091,1,0.0295,0.00665,8.88e-05,0.101,0.233,170.067,197387,4
53996,14,0.628,0.322,10,-11.838,1,0.0236,0.0496,0.0151,0.109,0.28,92.967,185560,4
53997,19,0.344,0.661,5,-6.853,1,0.0393,0.0461,2.61e-06,0.127,0.0619,112.202,432260,4
53998,25,0.735,0.393,3,-10.014,0,0.0379,0.733,0.00255,0.115,0.322,89.982,299389,4
53999,14,0.363,0.547,5,-5.283,1,0.0326,0.0568,0.0,0.0998,0.139,84.669,353107,4
54003,49,0.505,0.738,5,-6.22,1,0.0373,0.415,7.04e-06,0.147,0.582,167.881,255733,4
54004,32,0.487,0.608,10,-5.068,1,0.0323,0.0337,0.0,0.222,0.345,76.263,354853,3
54008,36,0.482,0.323,11,-9.021,1,0.0328,0.668,0.0,0.0968,0.457,164.041,211267,4
54013,33,0.663,0.859,1,-5.701,1,0.101,0.25,0.0,0.721,0.692,105.016,274147,4
54016,14,0.7,0.721,6,-4.46,0,0.0467,0.0254,0.0,0.263,0.592,92.033,272467,4
54020,41,0.546,0.574,0,-4.593,1,0.0292,0.684,0.0,0.169,0.524,151.852,167535,4
54044,34,0.498,0.493,8,-7.748,1,0.0369,0.75,0.0,0.115,0.222,146.049,226133,4
54128,4,0.695,0.693,0,-9.346,1,0.0505,0.0268,1.16e-05,0.104,0.534,131.222,199040,4
54179,20,0.536,0.486,4,-5.321,1,0.0254,0.711,0.0,0.283,0.218,99.821,196613,3
54417,7,0.512,0.686,9,-6.264,0,0.0289,0.0164,0.0754,0.118,0.167,107.977,244240,4
54473,13,0.285,0.48,11,-8.837,1,0.0361,0.543,0.0139,0.0891,0.29,54.33,224840,4
54513,14,0.384,0.456,0,-9.921,1,0.0266,0.177,0.163,0.1,0.193,71.021,326667,4
54526,26,0.438,0.397,9,-7.3,1,0.0315,0.186,0.0,0.0744,0.0738,130.022,289737,4
54582,17,0.493,0.626,6,-5.402,1,0.0294,0.0666,0.0,0.061,0.291,147.936,269176,4
54592,59,0.477,0.994,5,-4.953,0,0.241,0.000115,0.0129,0.0534,0.0397,125.058,253318,4
54603,23,0.378,0.926,11,-5.903,0,0.213,7.44e-05,0.255,0.18,0.179,129.999,251347,4
54610,35,0.481,0.884,7,-2.818,0,0.0567,0.00072,0.0,0.0864,0.779,166.01,202240,4
54643,10,0.433,0.913,11,-4.185,0,0.0712,0.0236,0.0,0.099,0.369,115.117,224893,3
54650,32,0.533,0.933,1,-3.963,1,0.0547,0.000174,1.12e-06,0.063,0.31,109.982,249493,4
54652,28,0.403,0.989,5,-2.749,0,0.0801,1.03e-05,0.0,0.344,0.181,159.997,239213,4
54668,43,0.201,0.977,11,-5.218,1,0.278,9.27e-06,0.015,0.0969,0.0512,134.192,277693,4
54694,25,0.414,0.636,9,-6.964,0,0.037,0.0104,0.855,0.0828,0.165,119.926,194987,4
54748,37,0.57,0.914,7,-3.111,0,0.0403,0.00514,0.0,0.0872,0.523,94.993,204813,4
54779,25,0.588,0.512,2,-9.025,0,0.0324,0.249,0.932,0.0808,0.0491,149.955,247227,3
54794,15,0.666,0.806,0,-5.379,1,0.0904,0.0406,0.0,0.333,0.916,156.032,220240,4
54972,63,0.677,0.732,1,-6.86,1,0.171,0.194,0.0,0.0907,0.32,110.085,277293,4
54976,20,0.439,0.306,2,-9.252,1,0.0254,0.644,0.0,0.194,0.426,80.966,188147,4
55021,32,0.209,0.202,2,-18.237,1,0.0348,0.982,0.692,0.11,0.143,60.765,291440,3
55030,17,0.25,0.141,2,-18.961,1,0.0409,0.962,0.875,0.0737,0.464,146.928,197267,4
55040,27,0.201,0.216,2,-15.498,0,0.0402,0.975,0.26,0.127,0.0708,135.801,260600,3
55046,24,0.507,0.124,4,-17.085,0,0.0312,0.969,0.84,0.131,0.564,92.991,175422,4
55055,24,0.14,0.21,8,-17.289,1,0.0427,0.982,0.000842,0.152,0.179,65.517,201627,4
55126,7,0.473,0.292,6,-11.027,1,0.0324,0.855,0.000123,0.102,0.276,75.887,271373,4
