song_id,popularity,danceability,energy,spotify_key,loudness,spotify_mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
26461,42,0.662,0.713,6,-7.478,1,0.0341,0.0999,0.00762,0.376,0.433,130.043,215973,4
26462,42,0.373,0.225,0,-10.295,1,0.0279,0.148,0.00026,0.111,0.0857,96.014,201402,3
26507,64,0.435,0.625,10,-8.338,1,0.516,0.749,0.0,0.0806,0.395,85.988,268667,4
26551,51,0.323,0.467,7,-7.282,1,0.0334,0.221,0.0,0.115,0.0626,139.506,459467,4
26554,36,0.59,0.0464,5,-24.766,1,0.037,0.99,0.964,0.0845,0.258,93.551,196002,4
26557,43,0.368,0.0854,10,-16.224,1,0.0495,0.922,0.0,0.11,0.203,106.6,319714,5
26576,20,0.413,0.651,5,-5.149,1,0.0307,0.376,0.0,0.139,0.342,141.936,237839,4
26586,46,0.537,0.348,2,-9.276,1,0.0315,0.581,0.0,0.176,0.238,130.151,351718,3
26590,56,0.556,0.888,1,-3.985,0,0.0377,0.000377,0.0,0.214,0.446,96.033,223241,4
26591,50,0.22,0.754,8,-5.095,1,0.0594,0.0063,0.0,0.0865,0.358,160.126,216800,3
26754,34,0.467,0.747,4,-6.225,1,0.0418,0.0038,5.77e-06,0.209,0.363,106.005,396813,4
26789,18,0.611,0.49,7,-4.814,1,0.0263,0.148,0.0,0.2,0.14,107.998,244027,4
26799,14,0.611,0.406,5,-16.095,1,0.0489,0.5,0.0,0.907,0.67,149.042,178520,4
26841,28,0.567,0.398,4,-8.21,1,0.0253,0.727,0.0,0.121,0.301,109.92,335267,4
26846,35,0.572,0.319,8,-9.232,1,0.0249,0.777,0.0,0.098,0.538,81.928,237539,3
26853,35,0.516,0.252,6,-15.736,1,0.0354,0.284,0.0,0.0709,0.114,83.982,262889,4
26924,17,0.521,0.422,10,-8.79,1,0.0282,0.834,0.0,0.143,0.176,95.812,207027,4
26951,43,0.515,0.284,11,-10.031,1,0.0285,0.627,0.00783,0.0808,0.273,88.755,347853,4
26982,34,0.612,0.804,5,-5.597,0,0.0466,0.123,0.0,0.137,0.692,82.851,223973,4
26986,22,0.581,0.867,11,-5.599,1,0.0894,0.00188,3.23e-05,0.536,0.528,120.335,169267,4
26992,35,0.436,0.816,9,-5.131,1,0.0671,0.0443,0.0,0.119,0.531,89.865,179413,4
26993,11,0.639,0.552,7,-7.166,1,0.0294,0.112,0.0,0.124,0.224,98.82,269133,4
26998,34,0.148,0.684,0,-5.617,1,0.0377,0.138,0.0,0.132,0.262,44.136,316813,4
27007,22,0.552,0.465,2,-9.12,1,0.0271,0.619,1.24e-05,0.229,0.354,117.948,246680,4
27030,33,0.439,0.717,1,-6.516,0,0.0749,0.162,0.0394,0.118,0.452,177.564,252382,4
27048,42,0.698,0.819,4,-6.187,1,0.0778,0.0384,0.0,0.298,0.69,128.024,195387,4
27053,35,0.355,0.326,9,-5.671,1,0.0303,0.744,0.0,0.107,0.228,135.034,188894,4
27069,27,0.389,0.649,4,-6.387,1,0.0474,0.158,0.0,0.0974,0.165,105.072,371960,3
27085,8,0.312,0.274,10,-10.787,1,0.0402,0.779,0.0,0.947,0.237,81.936,239160,4
27100,43,0.489,0.141,10,-9.965,1,0.0313,0.951,2.31e-06,0.156,0.506,135.181,234813,3
27117,26,0.681,0.599,9,-6.398,0,0.0583,0.743,2.12e-05,0.13,0.591,122.144,176373,4
27156,15,0.402,0.205,8,-15.15,1,0.0383,0.618,0.128,0.481,0.163,108.752,190400,4
27164,61,0.548,0.924,11,-4.48,0,0.0689,0.00033,1.42e-05,0.162,0.242,124.031,244538,4
27172,29,0.5,0.799,2,-7.321,0,0.0466,0.00147,1.94e-05,0.208,0.356,91.979,200176,4
27233,42,0.576,0.857,7,-7.876,1,0.0463,0.16,0.615,0.123,0.473,84.993,309355,4
27262,8,0.28,0.367,4,-14.278,1,0.0403,0.17,0.0,0.111,0.178,133.971,443467,4
27298,30,0.252,0.225,4,-12.776,0,0.0319,0.818,2.35e-06,0.38,0.179,78.853,100000,4
27361,37,0.488,0.665,0,-7.616,1,0.0296,0.00517,0.0,0.106,0.121,134.956,389893,4
27362,44,0.342,0.331,1,-10.424,1,0.0347,0.27,0.0,0.713,0.338,142.91,376048,4
27366,48,0.363,0.525,7,-6.234,1,0.0385,0.0844,0.0,0.0777,0.164,143.918,256782,4
27367,30,0.695,0.891,0,-6.078,1,0.0393,0.16,0.0,0.237,0.817,118.008,203413,4
27370,33,0.227,0.376,2,-9.29,1,0.0305,0.0107,1.28e-05,0.704,0.113,132.278,490133,4
27425,27,0.503,0.449,0,-11.289,1,0.0279,0.478,0.000313,0.106,0.134,111.095,270080,4
27426,54,0.479,0.614,2,-9.055,1,0.0364,0.0995,0.0,0.104,0.154,90.997,261360,4
27432,33,0.484,0.63,7,-5.347,1,0.0237,0.01,0.0143,0.206,0.0848,84.968,242680,4
27439,6,0.395,0.596,11,-2.913,1,0.0509,5.9e-05,0.00123,0.268,0.961,101.495,396333,4
27440,7,0.254,0.975,4,-2.796,0,0.119,0.00012,0.0,0.0817,0.084,119.766,192040,4
27450,41,0.512,0.357,8,-12.103,1,0.0317,0.808,0.000721,0.118,0.224,142.203,286080,4
27495,8,0.337,0.983,2,-2.711,1,0.0657,4.61e-05,0.0,0.207,0.355,103.397,128560,4
27508,31,0.52,0.641,3,-10.158,1,0.0397,0.198,4.82e-05,0.11,0.229,123.931,210453,4
27510,22,0.48,0.682,2,-7.296,1,0.0287,0.00311,1.19e-05,0.138,0.293,105.023,251733,4
27523,41,0.335,0.922,8,-3.827,1,0.129,0.000929,0.0,0.0683,0.549,170.112,192733,4
27532,43,0.634,0.842,1,-6.389,1,0.0479,0.151,0.0,0.804,0.892,94.015,290800,4
27600,11,0.309,0.939,2,-2.906,1,0.0667,0.000224,1.48e-06,0.778,0.473,120.896,156600,4
27610,14,0.202,0.415,10,-10.023,1,0.0325,0.283,1.47e-06,0.116,0.279,83.077,266507,4
27614,31,0.621,0.646,4,-7.099,1,0.0381,0.0319,0.0,0.0737,0.37,96.036,335333,4
27641,18,0.593,0.448,6,-5.196,1,0.0255,0.195,0.0,0.169,0.369,105.939,231027,4
27686,46,0.566,0.462,0,-10.064,1,0.0325,0.243,0.0,0.0947,0.263,115.893,216680,4
27693,11,0.619,0.36,8,-7.524,1,0.0293,0.759,0.0,0.146,0.193,123.955,279800,4
27695,7,0.328,0.928,4,-2.685,1,0.0471,3.8e-05,0.0,0.0793,0.372,107.578,133533,4
27699,17,0.475,0.321,9,-10.471,1,0.0403,0.709,1.57e-06,0.114,0.208,175.797,239264,4
27705,44,0.394,0.627,9,-6.707,1,0.0322,0.25,0.0,0.118,0.237,153.939,323347,4
27714,16,0.504,0.521,8,-5.435,1,0.0306,0.0171,0.0,0.244,0.319,130.068,240027,4
27725,44,0.513,0.69,2,-8.96,1,0.0406,0.0964,6.61e-05,0.154,0.445,160.141,172625,4
27761,50,0.511,0.884,6,-5.212,0,0.0412,0.000189,0.0,0.0899,0.495,106.059,216600,4
27766,19,0.39,0.335,2,-8.222,1,0.0261,0.758,1.79e-06,0.16,0.148,80.927,292440,4
27774,11,0.224,0.989,0,-2.015,1,0.128,0.00109,0.0,0.265,0.223,157.625,114533,4
27775,15,0.342,0.986,2,-2.455,1,0.0691,0.00041,0.0,0.1,0.56,106.519,122827,4
27776,23,0.397,0.99,7,-2.459,1,0.0721,5.1e-05,2.16e-06,0.0777,0.513,107.035,150333,4
27782,40,0.397,0.312,0,-10.504,1,0.0307,0.772,0.0,0.117,0.141,179.605,229520,4
27823,28,0.298,0.947,11,-4.322,0,0.163,0.000102,0.00154,0.352,0.149,157.415,266173,4
27828,38,0.45,0.613,1,-6.539,1,0.0293,0.0288,0.0,0.0911,0.23,144.032,271000,4
27857,44,0.444,0.709,2,-5.561,1,0.0296,0.00529,0.0,0.353,0.0723,133.999,401533,4
27883,13,0.493,0.37,4,-8.17,1,0.0282,0.322,0.0,0.227,0.177,115.015,236960,4
27886,47,0.356,0.428,2,-9.459,1,0.0321,0.703,0.0,0.211,0.104,143.658,293803,4
27960,56,0.399,0.163,3,-16.436,0,0.0381,0.963,0.00134,0.0885,0.243,94.023,199654,3
28005,44,0.608,0.496,0,-8.929,1,0.0309,0.558,1.15e-05,0.152,0.506,77.037,262080,4
28053,36,0.583,0.544,6,-6.109,1,0.0319,0.228,6.25e-05,0.0965,0.421,154.081,217267,4
28100,50,0.298,0.66,7,-8.187,1,0.041,0.283,5.24e-06,0.629,0.185,138.902,197613,4
28122,16,0.613,0.478,1,-9.411,1,0.0337,0.43,0.000409,0.108,0.304,76.031,221733,4
28157,25,0.331,0.378,0,-10.163,1,0.0398,0.825,3.47e-05,0.152,0.397,126.55,345120,4
28189,30,0.5,0.367,8,-10.246,1,0.0259,0.637,3.27e-06,0.111,0.282,84.485,199920,3
28206,22,0.427,0.526,8,-8.483,1,0.0267,0.0119,0.0777,0.0926,0.282,75.039,314320,3
28218,36,0.573,0.273,7,-12.335,1,0.028,0.702,0.0,0.108,0.207,147.988,247196,3
28309,48,0.582,0.282,0,-9.229,1,0.0316,0.793,2.01e-06,0.0744,0.278,118.019,204293,4
28313,12,0.267,0.418,0,-8.68,1,0.0377,0.866,0.0,0.315,0.396,53.749,176827,4
28328,24,0.285,0.457,1,-6.808,0,0.0323,0.262,0.0,0.125,0.0988,105.868,348000,4
28347,41,0.486,0.651,7,-8.757,1,0.0281,0.326,0.938,0.101,0.185,148.018,299907,3
28348,43,0.358,0.585,0,-6.928,1,0.0404,0.239,0.0,0.301,0.169,97.867,509467,4
28387,25,0.45,0.952,11,-3.864,0,0.0528,0.000106,7.5e-05,0.0628,0.303,139.983,241693,4
28396,36,0.454,0.864,2,-3.14,0,0.0449,0.0015,0.0,0.105,0.229,135.07,232413,4
28405,37,0.369,0.779,1,-5.485,1,0.0549,0.0768,0.0,0.487,0.472,103.764,299084,4
28447,47,0.341,0.287,7,-10.683,0,0.0386,0.586,0.0,0.1,0.423,78.287,250150,4
28448,18,0.622,0.649,4,-9.562,1,0.0597,0.714,0.0,0.878,0.577,114.882,168733,4
28471,5,0.585,0.487,11,-9.48,1,0.0407,0.234,0.0,0.221,0.803,133.991,177707,4
28476,42,0.478,0.347,0,-7.43,1,0.0261,0.0672,0.0,0.0838,0.28,99.947,250427,3
28512,42,0.219,0.487,4,-7.734,1,0.0443,0.121,0.0,0.114,0.113,166.076,414022,3
28523,34,0.612,0.873,8,-7.116,1,0.153,0.0029,0.0,0.819,0.635,129.188,320200,4
28527,9,0.453,0.408,10,-7.507,1,0.0329,0.773,0.0,0.205,0.29,124.019,246400,4
28583,37,0.537,0.577,2,-7.517,1,0.0342,0.221,0.0,0.0779,0.198,128.056,263213,4
28590,17,0.422,0.947,2,-4.861,1,0.109,0.0192,0.0205,0.467,0.0391,102.509,254827,4
28599,13,0.27,0.553,5,-5.929,1,0.034,0.44,2.81e-06,0.0947,0.293,104.759,239813,4
28601,10,0.267,0.409,11,-7.676,1,0.0287,0.408,4.46e-06,0.122,0.116,143.784,225840,4
28610,53,0.4,0.596,8,-6.377,1,0.0407,0.127,0.0,0.384,0.264,99.717,406440,4
28620,17,0.772,0.466,9,-6.816,1,0.0607,0.869,0.0,0.293,0.639,80.597,157060,4
28650,12,0.467,0.694,7,-6.147,0,0.0309,0.0113,2.05e-06,0.0829,0.323,156.932,232293,3
28683,16,0.522,0.602,5,-7.614,1,0.0249,0.241,1.68e-06,0.324,0.361,92.002,210800,4
28730,25,0.592,0.644,5,-6.063,1,0.0293,0.281,0.0,0.138,0.297,104.973,223733,4
28809,38,0.58,0.648,8,-8.46,1,0.0573,0.148,0.0,0.107,0.397,93.98,201076,4
28842,36,0.481,0.804,5,-4.176,1,0.0418,0.000647,0.0,0.0727,0.237,102.052,239387,4
28853,43,0.383,0.836,3,-4.788,1,0.0468,0.101,0.0,0.229,0.26,146.052,297000,4
28854,27,0.496,0.673,11,-7.546,0,0.0328,0.00342,0.0852,0.0992,0.055,119.971,298147,4
28873,15,0.424,0.783,2,-5.398,1,0.0402,0.00623,1.44e-05,0.164,0.197,134.909,270307,4
28886,15,0.337,0.178,5,-12.198,1,0.0355,0.849,0.00105,0.154,0.25,122.936,308640,4
28889,8,0.37,0.954,8,-4.146,1,0.0624,6.04e-05,4.29e-06,0.137,0.813,174.903,147333,4
28929,36,0.502,0.745,9,-5.672,1,0.0354,0.00322,0.0,0.0713,0.51,62.061,258507,4
28931,33,0.404,0.106,7,-14.428,1,0.0387,0.765,0.0,0.158,0.33,175.788,204785,4
28955,10,0.639,0.25,1,-12.341,1,0.0338,0.361,2.43e-06,0.0885,0.139,116.015,284307,3
28995,35,0.558,0.494,9,-12.146,0,0.0309,0.401,0.000384,0.168,0.161,147.936,260667,4
29011,45,0.454,0.924,10,-4.378,1,0.0592,0.0698,0.0,0.125,0.497,150.967,195863,3
29031,48,0.437,0.792,8,-6.792,1,0.0354,0.0574,1.46e-06,0.22,0.402,83.961,266470,4
29067,12,0.235,0.312,9,-7.313,1,0.0337,0.774,0.0,0.121,0.132,83.18,238747,3
29069,24,0.299,0.264,8,-9.58,1,0.0348,0.87,0.0,0.105,0.311,136.538,199006,5
29073,43,0.418,0.786,9,-5.257,1,0.0471,0.0105,0.0,0.342,0.0656,139.92,333080,4
29083,43,0.605,0.193,1,-13.068,1,0.0341,0.878,0.0,0.761,0.426,127.944,227053,4
29085,42,0.739,0.355,0,-10.571,1,0.0285,0.177,0.169,0.299,0.751,95.985,277675,4
29089,39,0.357,0.556,5,-7.43,1,0.0335,0.235,0.0,0.104,0.191,148.01,327587,4
29090,38,0.3,0.361,3,-8.482,1,0.0315,0.245,0.0,0.115,0.187,145.153,359320,4
29111,37,0.356,0.822,7,-7.246,1,0.0323,0.000182,0.000146,0.3,0.561,155.041,168587,4
29119,40,0.314,0.59,0,-7.52,1,0.0338,0.161,0.0,0.0916,0.148,74.952,309093,4
29120,31,0.432,0.612,0,-6.871,1,0.0285,0.0674,1.34e-06,0.111,0.113,89.995,396893,4
29133,45,0.144,0.644,0,-6.666,1,0.0431,0.0166,0.0,0.0934,0.138,185.57,300933,3
29142,19,0.598,0.394,1,-10.224,1,0.0267,0.688,6.79e-05,0.0961,0.383,101.979,345560,4
29150,37,0.5,0.909,2,-3.988,1,0.0483,4.7e-05,0.0,0.0851,0.677,140.051,171587,4
29158,24,0.37,0.533,7,-7.612,1,0.0327,0.744,3.64e-06,0.176,0.287,155.657,304773,4
29178,27,0.331,0.98,2,-2.86,1,0.146,6.19e-05,0.0,0.344,0.257,170.095,237333,4
29204,33,0.684,0.805,11,-4.94,1,0.0695,0.0654,0.0,0.0861,0.764,87.961,233933,4
29209,25,0.649,0.566,1,-8.228,1,0.131,0.252,0.0,0.108,0.332,175.897,207960,4
29219,16,0.238,0.36,5,-7.14,1,0.0325,0.695,1e-06,0.0716,0.0778,65.237,307773,4
29278,28,0.413,0.416,8,-9.308,1,0.0361,0.522,6.03e-06,0.135,0.262,143.736,290400,4
29319,39,0.377,0.675,9,-5.74,1,0.04,0.00837,0.0,0.288,0.444,162.114,188093,4
29325,42,0.462,0.858,4,-5.51,0,0.0323,0.00099,0.0015,0.35,0.411,93.009,271837,3
29328,17,0.568,0.405,5,-11.69,1,0.0251,0.167,0.0968,0.109,0.216,85.01,313523,4
29339,39,0.414,0.522,3,-8.676,1,0.0516,0.278,0.0,0.0731,0.283,124.028,297333,3
29342,36,0.382,0.467,2,-6.231,1,0.0316,0.198,0.0,0.106,0.184,143.965,271640,4
29357,30,0.496,0.918,9,-4.665,1,0.121,1.56e-05,0.00555,0.0682,0.4,135.076,182302,4
29366,33,0.518,0.167,6,-11.377,0,0.0684,0.964,0.0,0.0823,0.338,119.987,221267,4
29408,64,0.468,0.655,4,-6.384,1,0.0296,0.0149,0.0,0.104,0.222,144.045,206440,4
29462,2,0.504,0.944,7,-2.868,0,0.0459,0.000148,0.0,0.354,0.573,103.97,171733,4
29466,17,0.605,0.305,0,-10.116,1,0.0322,0.914,5.23e-06,0.341,0.354,137.018,215597,3
29506,16,0.267,0.152,5,-11.073,1,0.0391,0.937,2.04e-05,0.231,0.288,88.259,191883,3
29507,18,0.175,0.334,8,-7.997,1,0.0328,0.916,0.000385,0.109,0.244,85.466,193654,1
29525,24,0.597,0.974,8,-2.746,1,0.198,0.0838,0.0,0.962,0.446,108.996,250427,4
29546,21,0.317,0.293,8,-11.496,1,0.0457,0.919,5.33e-05,0.169,0.296,98.183,190903,3
29549,24,0.375,0.379,11,-10.03,1,0.0295,0.582,0.348,0.103,0.0678,71.991,330373,4
29553,40,0.582,0.749,11,-5.691,0,0.0384,0.00656,0.0,0.21,0.507,81.01,178253,4
29570,26,0.573,0.95,8,-5.56,1,0.0959,0.162,0.0,0.392,0.558,115.508,300489,4
29574,40,0.479,0.902,7,-4.759,1,0.0637,0.0572,0.0,0.337,0.673,145.078,134107,4
29577,13,0.562,0.57,5,-4.194,1,0.0509,0.254,1.2e-06,0.671,0.679,96.315,216067,4
29618,41,0.469,0.645,2,-7.712,1,0.0421,0.198,0.0,0.121,0.188,149.933,223280,4
29619,40,0.612,0.724,0,-4.953,1,0.0682,0.268,0.0,0.141,0.83,159.988,236867,4
29621,39,0.395,0.696,10,-8.113,1,0.0418,0.228,0.0,0.168,0.442,145.666,93347,3
29639,20,0.43,0.559,11,-7.403,0,0.0366,0.00792,0.88,0.113,0.125,130.331,284237,4
29654,45,0.537,0.722,7,-7.105,0,0.0407,0.00747,0.0,0.0964,0.213,119.996,289200,4
29692,21,0.639,0.629,0,-7.274,1,0.0262,0.403,0.0,0.1,0.592,111.983,236320,4
29714,18,0.42,0.201,10,-15.925,1,0.0403,0.87,0.0,0.106,0.225,153.98,210280,3
29746,37,0.518,0.692,9,-6.781,1,0.0444,0.0902,0.0,0.344,0.334,139.954,275453,4
29771,23,0.56,0.738,9,-5.994,1,0.0274,0.00101,0.00588,0.249,0.374,131.865,226867,4
29788,16,0.273,0.804,0,-6.47,0,0.0363,0.232,0.667,0.0599,0.134,133.653,207752,3
29807,21,0.503,0.59,2,-7.262,1,0.0269,0.00688,0.842,0.399,0.144,94.926,215928,4
29811,16,0.725,0.58,5,-6.532,0,0.0273,0.247,0.000461,0.229,0.314,107.75,254853,4
29829,16,0.582,0.733,10,-6.939,1,0.0445,0.136,0.0,0.137,0.523,97.037,190015,4
29835,33,0.573,0.486,2,-5.381,1,0.0257,0.0104,2.83e-05,0.112,0.175,144.059,212987,4
29844,12,0.361,0.139,7,-12.836,1,0.0402,0.919,6.33e-06,0.113,0.294,171.974,193173,4
29849,31,0.489,0.973,1,-4.571,1,0.42,0.0146,0.0,0.197,0.509,160.101,505773,4
29883,14,0.681,0.594,5,-6.484,1,0.0292,0.611,0.0,0.239,0.855,122.987,170110,4
29909,39,0.457,0.463,3,-11.56,1,0.0421,0.645,6.39e-05,0.108,0.117,119.827,261933,4
29919,40,0.487,0.568,11,-8.444,0,0.0395,0.811,0.000107,0.135,0.291,187.774,214693,4
29939,40,0.477,0.708,11,-7.173,1,0.0557,0.0492,0.0,0.113,0.527,157.889,208107,4
29960,51,0.506,0.0864,11,-14.38,1,0.0404,0.849,0.0,0.135,0.463,107.214,173040,3
29969,45,0.586,0.895,6,-5.223,0,0.117,0.00434,0.0,0.37,0.312,127.998,278133,4
29975,11,0.648,0.529,4,-7.99,1,0.0491,0.498,0.0,0.0953,0.665,140.035,343027,4
29980,33,0.431,0.24,4,-8.801,1,0.033,0.74,0.0,0.1,0.349,110.498,242161,4
30033,36,0.417,0.25,4,-11.624,1,0.0549,0.529,1.96e-05,0.123,0.195,79.283,156773,1
30053,45,0.804,0.649,1,-4.429,1,0.0857,0.0859,0.0,0.112,0.906,91.067,378200,4
30065,57,0.455,0.639,2,-6.567,0,0.0333,0.0374,0.0,0.0992,0.484,165.993,218665,4
30066,45,0.292,0.625,0,-8.106,0,0.054,0.0173,0.0,0.34,0.347,178.032,209098,4
30108,19,0.429,0.303,8,-9.912,1,0.0287,0.64,0.000277,0.112,0.314,160.196,273360,3
30118,33,0.225,0.964,8,-2.515,1,0.143,8.04e-06,0.000198,0.231,0.268,101.147,212505,3
30177,44,0.446,0.39,0,-7.686,1,0.0319,0.756,0.0,0.127,0.448,77.525,245387,4
30186,57,0.396,0.198,2,-9.096,1,0.031,0.912,0.0,0.0972,0.19,138.624,235587,3
30203,17,0.599,0.882,2,-6.228,1,0.0779,0.0556,0.0,0.261,0.496,129.125,250840,4
30237,41,0.409,0.213,5,-12.022,1,0.0309,0.968,9.36e-06,0.113,0.149,125.923,318307,4
30261,35,0.446,0.654,1,-7.122,0,0.1,0.0638,0.0,0.0852,0.318,139.939,350107,4
30263,48,0.303,0.516,1,-8.518,1,0.0302,0.00574,0.0,0.163,0.0592,141.932,485397,4
30274,27,0.547,0.463,7,-9.826,1,0.0275,0.00107,0.4,0.0763,0.511,108.014,197970,4
30281,21,0.459,0.655,3,-6.77,1,0.0338,0.0419,3.49e-06,0.1,0.262,147.187,245696,3
30296,33,0.441,0.692,1,-5.079,1,0.0456,0.0669,0.0,0.084,0.251,155.832,197209,4
30319,57,0.47,0.71,11,-7.273,1,0.0532,0.341,1.29e-06,0.34,0.46,148.079,228347,4
30347,22,0.264,0.939,3,-3.397,0,0.0673,0.0175,0.0,0.396,0.361,95.011,216707,4
30349,26,0.31,0.588,2,-8.331,1,0.0375,0.308,0.0,0.115,0.526,94.49,246893,4
30376,38,0.422,0.677,1,-6.289,0,0.0359,0.0328,0.0,0.115,0.269,141.606,245000,4
30392,27,0.287,0.807,10,-6.5,1,0.185,0.15,0.0,0.927,0.286,165.849,420979,4
30401,47,0.37,0.817,4,-5.276,1,0.0419,0.0703,0.0,0.937,0.191,159.981,357213,4
30446,37,0.595,0.559,8,-9.373,1,0.0725,0.474,0.00117,0.826,0.31,121.889,223988,4
30453,50,0.546,0.937,7,-4.247,1,0.0736,3.44e-05,0.00333,0.104,0.389,96.033,214987,4
30458,41,0.621,0.859,8,-5.34,1,0.0469,0.00542,0.0,0.334,0.511,118.045,260718,4
30462,34,0.679,0.764,7,-6.201,0,0.0332,0.0908,0.0,0.215,0.149,93.988,283298,4
30466,15,0.294,0.429,7,-7.648,1,0.0358,0.633,0.0,0.112,0.177,143.319,261987,4
30479,18,0.558,0.513,3,-11.074,1,0.0292,0.626,0.000273,0.152,0.374,125.02,242133,4
30480,9,0.344,0.352,2,-13.788,1,0.0308,0.725,8.94e-05,0.094,0.152,95.036,274760,4
30543,30,0.473,0.902,4,-4.443,0,0.0701,0.0548,0.00125,0.366,0.617,77.021,184091,4
30546,14,0.717,0.342,7,-7.732,1,0.0314,0.775,0.0,0.108,0.427,132.052,272246,4
30563,32,0.393,0.691,0,-5.206,1,0.0382,0.113,0.0,0.121,0.367,73.952,368427,4
30566,29,0.18,0.272,10,-15.516,1,0.0371,0.863,2.58e-05,0.18,0.102,171.493,286200,4
30567,13,0.542,0.506,7,-9.727,1,0.0258,0.682,0.000685,0.111,0.286,134.972,184333,3
30577,12,0.428,0.464,0,-13.095,1,0.0314,0.544,0.149,0.106,0.178,170.026,370373,4
30585,24,0.577,0.305,2,-13.756,1,0.033,0.747,0.00191,0.1,0.267,140.11,317493,4
30586,9,0.483,0.646,7,-10.412,1,0.0333,0.296,0.00114,0.0601,0.15,114.062,285360,4
30611,42,0.574,0.919,4,-4.632,1,0.041,0.00153,6.51e-06,0.0689,0.733,107.02,277307,4
30657,53,0.64,0.469,7,-8.718,1,0.0412,0.00758,0.000453,0.0711,0.305,90.001,227013,3
30719,14,0.563,0.399,11,-9.301,0,0.0282,0.196,0.795,0.148,0.136,64.99,184221,4
30724,46,0.532,0.845,5,-4.922,1,0.0292,0.000502,0.134,0.128,0.261,92.506,207733,4
30743,27,0.599,0.905,3,-5.641,0,0.0923,0.0698,0.0,0.351,0.52,126.931,287080,4
30780,35,0.427,0.055,3,-27.475,1,0.0596,0.994,0.961,0.201,0.376,137.444,178501,4
30808,37,0.6,0.8,11,-3.561,1,0.0304,0.004,0.0,0.187,0.414,92.012,247573,4
30813,32,0.636,0.702,11,-8.903,1,0.0679,0.324,0.0168,0.241,0.336,115.014,202893,4
30816,28,0.678,0.715,4,-6.615,1,0.0345,0.013,0.0,0.367,0.774,104.939,179750,4
30826,46,0.511,0.8,10,-4.759,1,0.0622,0.227,0.000345,0.112,0.531,114.042,294200,4
30858,39,0.294,0.522,6,-9.188,1,0.0367,0.0958,0.00103,0.158,0.105,122.152,352394,4
30870,30,0.413,0.929,8,-4.105,1,0.101,0.0115,0.0,0.292,0.235,106.655,348681,4
30876,48,0.407,0.613,10,-8.616,1,0.195,0.344,0.0,0.458,0.228,102.519,514307,4
30877,46,0.228,0.348,11,-9.748,1,0.0295,0.875,0.000139,0.0829,0.178,109.255,254854,4
30957,47,0.573,0.922,0,-4.013,1,0.0695,0.0595,0.0,0.414,0.503,101.099,194773,4
30972,17,0.555,0.635,9,-6.663,1,0.0283,0.0836,2.04e-05,0.0654,0.293,120.006,239440,4
30974,33,0.292,0.571,9,-9.293,1,0.0492,0.466,3.16e-06,0.243,0.199,158.487,522653,3
30992,10,0.501,0.818,7,-3.847,1,0.0297,0.00352,0.0,0.194,0.507,129.939,239067,4
31005,53,0.542,0.613,7,-7.609,1,0.0273,0.28,3.37e-05,0.0976,0.7,83.016,214333,4
31009,65,0.431,0.591,8,-6.198,1,0.0298,0.112,0.0,0.129,0.274,144.012,244893,4
31046,15,0.455,0.356,8,-8.592,1,0.0247,0.856,3.32e-06,0.0768,0.24,136.135,275360,4
31070,44,0.63,0.9,2,-5.548,1,0.232,0.106,0.0,0.331,0.769,165.923,257093,4
31073,32,0.488,0.548,1,-7.337,1,0.0625,0.114,1.77e-05,0.0904,0.185,167.699,203707,4
31127,39,0.575,0.691,2,-5.865,1,0.0661,0.00192,3.83e-05,0.139,0.721,165.046,204886,4
31130,54,0.543,0.327,0,-12.749,1,0.0625,0.933,1.22e-06,0.685,0.291,68.974,181908,4
31163,31,0.214,0.557,4,-7.524,1,0.0299,0.218,0.0,0.316,0.547,53.166,187147,4
31190,44,0.494,0.845,9,-6.214,1,0.068,0.084,0.0,0.101,0.261,144.979,229680,4
31215,14,0.632,0.286,1,-7.561,1,0.0266,0.502,0.0,0.119,0.284,98.157,256227,3
31239,20,0.795,0.516,7,-7.68,0,0.0254,0.621,0.107,0.0905,0.761,100.52,198442,4
31261,46,0.488,0.978,8,-4.24,1,0.047,0.000273,3.47e-05,0.0974,0.776,136.01,204307,4
31268,13,0.735,0.641,2,-7.833,1,0.0435,0.134,0.0,0.103,0.868,141.91,245307,4
31290,40,0.734,0.866,7,-7.19,1,0.154,0.0649,0.0,0.767,0.841,125.06,122507,4
31308,61,0.452,0.866,1,-4.431,1,0.04,0.0041,0.0,0.134,0.291,81.972,470880,4
31336,44,0.584,0.76,11,-6.494,1,0.0386,0.0496,6.79e-06,0.126,0.176,101.574,257493,4
31380,46,0.831,0.917,0,-5.238,1,0.0781,0.0427,0.000178,0.0663,0.677,105.793,305667,4
31382,35,0.589,0.741,2,-6.641,1,0.0368,0.0513,0.0,0.3,0.318,103.047,299440,4
31402,23,0.53,0.0995,9,-14.387,1,0.0376,0.945,0.0,0.0844,0.157,84.013,257067,4
31431,24,0.23,0.918,5,-4.556,1,0.114,2.71e-05,2.18e-06,0.238,0.442,180.017,228907,4
31449,31,0.533,0.465,0,-10.263,1,0.0414,0.647,0.00478,0.362,0.282,88.006,240000,4
31457,35,0.553,0.63,7,-7.926,1,0.0316,0.177,0.000542,0.0803,0.25,115.998,211600,4
31460,45,0.539,0.869,10,-5.266,1,0.0467,0.0108,7.82e-06,0.361,0.284,103.02,379563,4
